Model,Scenario,Policy_category,Variable,Unit,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100,PC_m
AIM,CO_2Deg2030,P3b,Emissions|CO2|AFOLU,Mt CO2/yr,4887.4739487442,4482.01264730112,3189.56958283174,3035.1384533224,2712.95926496214,3604.85428604473,3706.46452440737,1858.2860139956613,10.1075035839527,-144.62010998351812,-299.347723550989,-689.6654107303546,-1079.98309790972,-1157.497079527305,-1235.01106114489,-1408.352738995235,-1581.69441684558,3
AIM,CO_2Deg2030,P3b,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,36846.7597351074,36307.817489624,36039.6307067871,25236.2632980347,17902.8001441956,10623.7904014587,7152.10866546631,4571.70687866211,1991.30509185791,1039.9799865484238,88.6548812389374,-409.5903906822202,-907.835662603378,-1454.892253696919,-2001.94884479046,-2291.10696709156,-2580.26508939266,3
AIM,CO_2Deg2030,P3b,Emissions|CO2|Energy|Demand|Industry,Mt CO2/yr,7051.03980501493,7008.82396101952,6625.74385603269,4718.32181264957,3667.11149861415,2714.01426196098,2063.7201530238,1655.1817034681649,1246.64325391253,881.023649747174,515.404045581818,394.99480153123545,274.585557480653,323.8600455224515,373.13453356425,337.5760170941555,302.017500624061,3
AIM,CO_2Deg2030,P3b,Primary Energy|Coal,EJ/yr,163.649203125,154.04959375,153.209703125,79.46615625,59.23558984375,57.43669921875,61.86073828125,64.041482421875,66.2222265625,72.4661796875,78.7101328125,89.87296484375,101.035796875,107.247046875,113.458296875,116.7033984375,119.9485,3
AIM,CO_2Deg2030,P3b,Secondary Energy|Electricity|Coal,EJ/yr,36.960582144,33.4172826102891,34.4646138058125,12.856543736,7.29251732,7.958943957,10.3551598695606,12.55499404788965,14.7548282262187,17.05694303310935,19.35905784,21.16485580535155,22.9706537707031,22.7613999157777,22.5521460608523,21.46167929267015,20.371212524488,3
AIM,CO_2Deg2030,P3b,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,13545.4368591309,12918.1107680003,12931.2771161397,7363.87705802917,3466.07808272044,-490.746319293976,-1384.21255350113,-2198.073347409565,-3011.934141318,-3182.84205595652,-3353.74997059504,-3601.83271765709,-3849.91546471914,-4227.112849553425,-4604.31023438771,-4685.791055361426,-4767.27187633514,3
AIM,CO_2Deg2030,P3b,Final Energy|Industry|Solids|Biomass,EJ/yr,13.1679428710938,15.6847446289062,18.290953125,19.6006508789063,24.4957622070313,28.0465322265625,28.7006884765625,30.76521386718749,32.8297392578125,37.3219934082031,41.8142475585937,41.489073242187445,41.1638989257812,39.261229248046845,37.3585595703125,37.835857788085946,38.3131560058594,3
AIM,CO_2Deg2030,P3b,Final Energy|Industry|Solids|Coal,EJ/yr,39.32562109375,40.08944140625,38.947,29.19773046875,28.233830078125,26.94591015625,25.57769921875,23.645359375,21.71301953125,18.3984296875,15.08383984375,13.350955078125,11.6180703125,11.340939941406251,11.0638095703125,10.12605322265625,9.188296875,3
AIM,CO_2Deg2030,P3b,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,4.85774096679688,5.0739541015625,4.99204187011719,3.67978057861328,2.82360430908203,1.95658657836914,1.01663150024414,0.5476646347045895,0.078697769165039,0.0498025894165038,0.0209074096679687,0.0160483899116515,0.0111893701553344,0.0095880739688872,0.0079867777824401,0.0072837042808532,0.0065806307792663,3
AIM,CO_BAU,P1a,Emissions|CO2,Mt CO2/yr,41106.5953813411,43698.8929076185,46660.8649130961,48934.1982466361,50378.4244837465,52264.8134813139,53858.8968147921,55101.10905448835,56343.3212941846,58200.8907930514,60058.4602919182,62133.6289118985,64208.7975318788,65831.15072213045,67453.5039123821,69748.4720115491,72043.4401107161,1
AIM,CO_BAU,P1a,Emissions|CO2|AFOLU,Mt CO2/yr,3274.1022684173,3317.95180370771,4318.0625566792,4579.86914656472,4304.39001857629,3946.97605854392,3185.82338372026,1761.381130825666,336.938877931072,155.95790869421944,-25.0230605426331,147.71024139078196,320.443543324197,-69.80097046135597,-460.045484246909,-586.070871654781,-712.096259062653,1
AIM,CO_BAU,P1a,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,37832.4963684082,40380.9346313477,42342.7765197754,44354.3250732422,46074.0262451172,48317.8240966797,50673.0602416992,53339.7237548828,56006.3872680664,58044.943206787095,60083.4991455078,61985.9327545166,63888.3663635254,65900.9573516846,67913.5483398438,70334.5356140137,72755.5228881836,1
AIM,CO_BAU,P1a,Emissions|CO2|Energy|Demand|Industry,Mt CO2/yr,7091.72137081623,7373.76870214939,7398.44817419847,7199.87325867017,7088.40104440848,7019.16915178299,7086.96631590525,7248.658562699949,7410.35080949465,7509.82665767272,7609.30250585079,7556.25904848178,7503.21559111277,7270.29920121034,7037.38281130791,6665.273483842615,6293.16415637732,1
AIM,CO_BAU,P1a,Primary Energy|Coal,EJ/yr,172.4555,189.15640625,205.829703125,217.112703125,228.251796875,240.695203125,255.64540625,270.445703125,285.246,303.65059375,322.0551875,345.786796875,369.51840625,400.49275,431.46709375,469.12059375,506.77409375,1
AIM,CO_BAU,P1a,Secondary Energy|Electricity|Coal,EJ/yr,39.928770304,45.67192576,53.332503808,60.459727872,68.366262016,76.524738048,84.3942912,91.966649344,99.539007488,109.530313472,119.521619456,131.06297088,142.604322304,155.93401663999998,169.263710976,183.998652288,198.7335936,1
AIM,CO_BAU,P1a,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,14097.9846318563,15471.2659517924,16806.4303398132,18312.118212382,19512.0418866475,21104.7652562459,22438.2983843485,23900.07948875425,25361.86059316,26909.4174702962,28456.9743474324,30233.75558853145,32010.5368296305,34138.44807942705,36266.3593292236,38744.8148727417,41223.2704162598,1
AIM,CO_BAU,P1a,Final Energy|Industry|Solids|Biomass,EJ/yr,12.7928149414063,15.3004760742188,17.923400390625,21.5882998046875,26.5693984375,32.1267197265625,35.6621708984375,36.16022607421876,36.65828125,40.4528056640625,44.247330078125,47.80335986328125,51.3593896484375,53.95363037109375,56.54787109375,58.69720483398434,60.8465385742187,1
AIM,CO_BAU,P1a,Final Energy|Industry|Solids|Coal,EJ/yr,39.5487109375,41.24253125,40.5351796875,37.038609375,34.1439609375,31.816419921875,31.306119140625,31.9858193359375,32.66551953125,33.06533984375,33.46516015625,33.597820312500005,33.73048046875,33.08741015625,32.44433984375,31.1802900390625,29.916240234375,1
AIM,CO_BAU,P1a,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,4.89124011230469,5.31382800292969,5.35118811035156,4.96951000976563,4.26111999511719,3.30252502441406,2.24430792236328,1.66857586669922,1.09284381103516,0.9436805210113544,0.794517230987549,0.7116747066378595,0.62883218228817,0.565801894366741,0.502771606445312,0.43870100402832,0.374630401611328,1
AIM,CO_Bridge,P3c,Emissions|CO2,Mt CO2/yr,41220.8134803098,38327.3730503593,34728.7402375322,24958.131675446,17552.2277034186,11013.8601084231,7925.81868561636,3959.837679070604,-6.1433274751526,-773.9060296523762,-1541.6687318296,-1677.99682632442,-1814.32492081924,-1790.429484212245,-1766.53404760525,-2110.574030750135,-2454.61401389502,3
AIM,CO_Bridge,P3c,Emissions|CO2|AFOLU,Mt CO2/yr,4827.40524455087,3214.76499765534,2181.03742867668,1534.5954747403,1086.03781719942,2123.45686574213,2967.76041415491,970.61342692755,-1026.53356029981,-999.639100796458,-972.744641293106,-960.648848452082,-948.553055611058,-694.3232653672885,-440.093475123519,-414.98804158268047,-389.882608041842,3
AIM,CO_Bridge,P3c,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,36393.4120788574,35112.6206970215,32547.702835083,23423.5375442505,16466.1869850159,8890.40265846252,4958.06003570556,2989.2254579067203,1020.39088010788,225.7327904701234,-568.925299167633,-717.3485502004626,-865.771801233292,-1096.106473684311,-1326.44114613533,-1695.58593404293,-2064.73072195053,3
AIM,CO_Bridge,P3c,Emissions|CO2|Energy|Demand|Industry,Mt CO2/yr,6954.44868505001,6968.63631904125,6500.62825282415,4744.36400085688,3693.58005126317,2741.47251993418,1880.30797491471,1483.5685472935452,1086.82911967238,752.983333853385,419.13754803439,313.5311094423135,207.924670850237,251.92131785055,295.917964850863,246.66186918815,197.405773525437,3
AIM,CO_Bridge,P3c,Primary Energy|Coal,EJ/yr,163.216296875,146.3265,131.257703125,72.5178203125,54.55912109375,52.63333984375,54.863640625,56.564964843750005,58.2662890625,62.6197734375,66.9732578125,78.21234765624999,89.4514375,97.16291796875,104.8743984375,110.5915,116.3086015625,3
AIM,CO_Bridge,P3c,Secondary Energy|Electricity|Coal,EJ/yr,37.016799003,31.174047264,27.806706066,11.121814048,6.35821072,7.16061470646094,9.61943397570313,11.950322171851564,14.281210368,15.634519735,16.987829102,18.7459439710752,20.5040588401504,20.18124631833165,19.8584337965129,20.14099400870996,20.423554220907,3
AIM,CO_Bridge,P3c,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,13332.6308727264,12052.6740550995,10548.4023888906,6448.33942254384,2944.98626391093,-1341.84416135152,-2595.76747814814,-3039.498368899025,-3483.22925964991,-3700.245290994645,-3917.26132233938,-3984.58488782247,-4051.90845330556,-4106.945335865021,-4161.98221842448,-4181.29070599874,-4200.599193573,3
AIM,CO_Bridge,P3c,Final Energy|Industry|Solids|Biomass,EJ/yr,13.0792358398438,16.3371044921875,19.8903579101563,21.337146484375,25.6131215820313,28.8248754882813,31.1138310546875,32.7824814453125,34.4511318359375,38.94828198242185,43.4454321289062,42.92068725585935,42.3959423828125,40.8795808105469,39.3632192382813,39.76360290527345,40.1639865722656,3
AIM,CO_Bridge,P3c,Final Energy|Industry|Solids|Coal,EJ/yr,38.80841015625,39.19037109375,36.498609375,28.238599609375,27.24083984375,25.9055703125,23.7592890625,21.439474609375,19.11966015625,15.420550292968748,11.7214404296875,10.34215185546875,8.96286328125,9.39546142578125,9.8280595703125,9.196409667968751,8.564759765625,3
AIM,CO_Bridge,P3c,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,4.78847009277344,4.96872900390625,4.70653393554687,3.52475360107422,2.80415887451172,1.83876727294922,0.883393310546875,0.4592713832855224,0.0351494560241699,0.020128525018692,0.0051075940132141,0.004365254998207,0.0036229159832,0.0032022440433501,0.0027815721035003,0.0025486035346984,0.0023156349658966,3
AIM,CO_CurPol,P1b,Emissions|CO2,Mt CO2/yr,42094.1031939309,43480.6152383278,43322.6549518551,44175.2659545368,45272.1507202615,47107.2063844908,49581.1787154449,51667.843266415846,53754.5078173868,56485.0555064371,59215.6031954874,62129.1726944502,65042.742193413,66677.92871699916,68313.1152405853,69580.11328757546,70847.1113345656,1
AIM,CO_CurPol,P1b,Emissions|CO2|AFOLU,Mt CO2/yr,5155.51982370197,5045.59011058185,4139.41640196125,3767.83625319084,3463.44482433493,2446.69763517767,1898.10988572607,1056.449731287038,214.789576848006,-97.6002489615795,-409.990074771165,-294.630027092459,-179.269979413753,-705.9136741505065,-1232.55736888726,-1360.21616073894,-1487.87495259062,1
AIM,CO_CurPol,P1b,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,36938.5938110352,38435.0213317871,39183.2423095703,40407.4434051514,41808.7068023682,44660.5237121582,47683.0523071289,50611.383544921846,53539.7147827148,56582.6488189697,59625.5828552246,62423.794357299805,65222.005859375,67383.8454284668,69545.6849975586,70940.3441619873,72335.003326416,1
AIM,CO_CurPol,P1b,Emissions|CO2|Energy|Demand|Industry,Mt CO2/yr,7064.97244536877,7323.78628849983,7308.84645879269,7062.43365506331,6994.17791763941,7037.85455226898,7160.70892413457,7311.223057409124,7461.73719068368,7522.481898466745,7583.22660624981,7529.384647806485,7475.54268936316,7363.72229705254,7251.90190474192,6923.494577407835,6595.08725007375,1
AIM,CO_CurPol,P1b,Primary Energy|Coal,EJ/yr,164.46309375,164.965203125,165.90590625,165.818296875,169.93059375,185.667796875,203.46140625,225.2258515625,246.990296875,282.1115546875,317.2328125,354.667203125,392.10159375,423.732890625,455.3641875,480.64284375,505.9215,1
AIM,CO_CurPol,P1b,Secondary Energy|Electricity|Coal,EJ/yr,37.210256896,37.017385216,38.504254733,40.995905802,45.266123072,53.610774144,62.162894592,72.523475328,82.884056064,99.947665495377,117.011274926754,134.5680822076655,152.124889488577,166.8928773067575,181.660865124938,193.424686658557,205.188508192176,1
AIM,CO_CurPol,P1b,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,13617.8749402364,14040.7008330027,14281.3370227814,15026.2414614359,15772.9074160258,17704.7964731852,19600.6981531779,21684.0784549713,23767.4587567647,26492.5763607025,29217.6939646403,31805.45790990196,34393.2218551636,36558.18700790405,38723.1521606445,40468.8345591227,42214.5169576009,1
AIM,CO_CurPol,P1b,Final Energy|Industry|Solids|Biomass,EJ/yr,12.90124609375,15.2795913085937,17.92907421875,22.2848203125,26.795263671875,29.8635498046875,32.993099609375,36.62385986328125,40.2546201171875,44.04504931640625,47.835478515625,50.64742529296875,53.4593720703125,53.9096064453125,54.3598408203125,54.6516657714844,54.9434907226563,1
AIM,CO_CurPol,P1b,Final Energy|Industry|Solids|Coal,EJ/yr,39.401609375,40.92146875,39.90471875,35.98355078125,33.57041015625,32.289140625,32.523560546875,34.0717197265625,35.61987890625,36.82580859375,38.03173828125,38.533263671875005,39.0347890625,38.453125,37.8714609375,35.652720703125,33.43398046875,1
AIM,CO_CurPol,P1b,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,4.85680798339844,5.25089489746094,5.28977111816406,4.92622216796875,4.24328405761719,3.34150988769531,2.32659637451172,1.741399070739745,1.15620176696777,0.979282316207884,0.802362865447998,0.6867156177163125,0.571068369984627,0.510550435602665,0.450032501220703,0.400545196533203,0.351057891845703,1
AIM,CO_GPP,P1d,Emissions|CO2,Mt CO2/yr,41221.5117224974,38334.5953810891,34736.6106802412,32343.5878935653,30186.7106147234,28001.2143580143,25306.8015973527,22596.10099489275,19885.4003924328,17991.9009619221,16098.4015314114,15110.3042412825,14122.2069511536,13024.4713146606,11926.7356781676,10722.37666926904,9518.01766037048,1
AIM,CO_GPP,P1d,Emissions|CO2|AFOLU,Mt CO2/yr,4827.44217956242,3216.54118378396,2178.8550666962,1532.14721892298,1433.35398547964,899.899537446451,491.789624139671,-539.3264865372145,-1570.4425972141,-1830.12171540904,-2089.80083360398,-1856.0089514105,-1622.21706921702,-1420.0908058682649,-1217.96454251951,-940.4367575656,-662.90897261169,1
AIM,CO_GPP,P1d,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,36394.0767822266,35118.0473022461,32557.7582397461,30811.4426269531,28753.35206604,27101.3119812012,24815.0109558106,23135.428787231453,21455.8466186523,19822.024002075203,18188.2013854981,16966.313117981,15744.4248504639,14444.5622711182,13144.6996917725,11662.81246185305,10180.9252319336,1
AIM,CO_GPP,P1d,Emissions|CO2|Energy|Demand|Industry,Mt CO2/yr,6954.44868505001,6968.63631904125,6500.62825282415,5711.24023695787,4955.21426200867,4315.62765936057,3812.97001739343,3398.002485434215,2983.034953475,2710.013560950755,2436.99216842651,2189.78959197799,1942.58701552947,1814.99432151516,1687.40162750085,1695.47022009889,1703.53881269693,1
AIM,CO_GPP,P1d,Primary Energy|Coal,EJ/yr,163.216296875,146.3265,131.257703125,114.3983984375,103.1191015625,99.921578125,86.0467734375,87.64941015625,89.252046875,94.91157421875,100.5711015625,103.19380078125,105.8165,110.4968515625,115.177203125,119.50775,123.838296875,1
AIM,CO_GPP,P1d,Secondary Energy|Electricity|Coal,EJ/yr,37.016799003,31.174047264,27.806706066,24.66341116,23.336002468,24.820796816,21.405678656,23.109610076,24.813541496,28.252575192,31.691608888,33.61119903237625,35.5307891767525,38.28941960639,41.0480500360275,42.1988260511709,43.3496020663143,1
AIM,CO_GPP,P1d,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,13332.6308727264,12052.6740550995,10548.4023888906,9980.95997174581,9068.91695658366,8423.12161127726,6859.18569564819,5649.984995524084,4440.78429539998,3158.478717009225,1876.17313861847,1099.3809315065546,322.588724394639,-78.370152662198,-479.329029719035,-593.6736514170965,-708.018273115158,1
AIM,CO_GPP,P1d,Final Energy|Industry|Solids|Biomass,EJ/yr,13.0792358398438,16.3371044921875,19.8903579101563,24.171046875,28.2395161132813,31.9202646484375,34.725078125,37.0483369140625,39.371595703125,42.83294140625,46.294287109375,46.825138671875,47.355990234375,44.45270141601565,41.5494125976563,38.9456005859375,36.3417885742187,1
AIM,CO_GPP,P1d,Final Energy|Industry|Solids|Coal,EJ/yr,38.80841015625,39.19037109375,36.498609375,31.4105390625,28.1051796875,26.116740234375,25.41133984375,25.750075195312498,26.088810546875,25.41671484375,24.744619140625,23.947109375,23.149599609375,22.5107001953125,21.87180078125,20.9197607421875,19.967720703125,1
AIM,CO_GPP,P1d,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,4.78847009277344,4.96872900390625,4.70653393554687,4.04532574462891,3.14793347167969,2.12683123779297,1.14562689208984,0.720838996887205,0.29605110168457,0.2225243740081784,0.148997646331787,0.1269192218780515,0.104840797424316,0.093596797943115,0.082352798461914,0.074490077972412,0.0666273574829101,1
AIM,CO_NDCplus,P1c,Emissions|CO2,Mt CO2/yr,42040.0556678843,41392.4127641796,40061.5237666628,39739.1149124668,40002.7460973866,40077.0712927059,40811.6865271476,41908.8452186536,43006.0039101596,44764.811527507,46523.6191448544,47729.8790733495,48936.1390018446,49508.065596948654,50079.9921920527,50683.379073618,51286.7659551833,1
AIM,CO_NDCplus,P1c,Emissions|CO2|AFOLU,Mt CO2/yr,5158.63861935544,5055.96573448448,3993.8326829329,4188.97619384859,4157.00708367469,2906.89626859229,2036.33023320272,1160.4823682270403,284.634503251361,-41.764838003935495,-368.164179259232,-414.7661651551285,-461.368151051025,-626.384535240453,-791.400919429881,-983.0611473222206,-1174.72137521456,1
AIM,CO_NDCplus,P1c,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,36881.4283447266,36336.4368438721,36067.698928833,35550.1546020508,35845.7424316406,37170.1751251221,38775.3457336426,40748.3625793457,42721.3794250488,44806.57898712155,46891.7785491943,48144.6384811401,49397.4984130859,50134.44260406496,50871.386795044,51666.4413299561,52461.4958648682,1
AIM,CO_NDCplus,P1c,Emissions|CO2|Energy|Demand|Industry,Mt CO2/yr,7064.70417479674,7044.7086195151,6669.32968298594,6239.14738496145,5998.53802224,5830.42853573958,5828.82809142272,5904.320905605955,5979.81371978919,6069.2311152815855,6158.64851077398,6243.86751279235,6329.08651481072,6314.55839301149,6300.03027121226,6133.57256104549,5967.11485087872,1
AIM,CO_NDCplus,P1c,Primary Energy|Coal,EJ/yr,163.73090625,154.38309375,153.5325,140.5775,141.23609375,150.654296875,162.81859375,181.4743984375,200.130203125,229.04925000000003,257.968296875,282.80730468750005,307.6463125,330.0105625,352.3748125,374.575109375,396.77540625,1
AIM,CO_NDCplus,P1c,Secondary Energy|Electricity|Coal,EJ/yr,36.96457984,33.44642103575,34.471578233125,31.766500672,34.471528736,40.329279808,46.563544256,55.186798336,63.810052416,77.608324896,91.406597376,103.071534656,114.736471936,125.069447104,135.402422272,145.110627808,154.818833344,1
AIM,CO_NDCplus,P1c,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,13568.3313210805,12927.6395638784,12939.0907287598,12428.0203183492,12525.9492397308,13450.9540398916,14424.0434169769,15690.55807590485,16957.0727348328,18713.691393534347,20470.3100522359,21743.4008916219,23016.4917310079,24197.988986969,25379.4862429301,26912.62753804525,28445.7688331604,1
AIM,CO_NDCplus,P1c,Final Energy|Industry|Solids|Biomass,EJ/yr,12.9059340820312,14.9952309570313,17.5532861328125,21.2629345703125,26.061875,30.871974609375,34.8523515625,38.575595703125,42.29883984375,43.64878955078125,44.9987392578125,46.0917490234375,47.1847587890625,45.79279980468751,44.4008408203125,40.48862695312501,36.5764130859375,1
AIM,CO_NDCplus,P1c,Final Energy|Industry|Solids|Coal,EJ/yr,39.401078125,40.32441015625,39.23437109375,35.701140625,33.23580859375,31.6703203125,31.7166796875,32.9429453125,34.1692109375,34.98414453125,35.799078125,36.6385390625,37.478,36.996539062500005,36.515078125,34.173689453125,31.83230078125,1
AIM,CO_NDCplus,P1c,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,4.85681408691406,5.07586791992188,4.99715197753906,4.54887805175781,3.79113037109375,2.84506195068359,1.85762176513672,1.392623939514161,0.927626113891602,0.782127126693726,0.63662813949585,0.544961630821228,0.453295122146606,0.40364386844635,0.353992614746094,0.3134203033447265,0.272847991943359,1
