Model,Scenario,Policy_category,Variable,Unit,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
GEM-E3_V2021,EN_INDCi2030_1000f_COV,P3b,Primary Energy|Coal,EJ/yr,160.569228214339,163.424853665582,158.567386626134,89.3093920498912,60.9542207144378,52.990839750525,43.5738705738629,34.1974933316773,29.7642887395626,25.0685710715609,19.9356339007545,19.48348179886,17.0774777631412,19.1406210584329,20.0392326524061,22.2267456753678,23.5126917659212
GEM-E3_V2021,EN_INDCi2030_1000f_COV_NDCp,P3b,Primary Energy|Coal,EJ/yr,160.56922836558,152.804516135932,141.758976643885,88.5856064252567,60.8128993792562,53.0333324176468,45.1882863798376,36.017056362855,30.6040584435131,25.9041829390754,20.5956165921031,19.8450277179065,17.4778301050923,19.6282312320303,20.4107360216924,22.8544284871853,23.5144430139579
GEM-E3_V2021,EN_INDCi2030_1000f_NDCp,P3b,Primary Energy|Coal,EJ/yr,172.59574288952,159.377295731836,145.084289629293,90.1352409653141,63.0024257160645,54.8791142685327,45.5986645360292,35.8531911269013,30.8433241962101,25.5221964779157,20.3713661940113,17.3934911295024,15.493758662199,19.5377540909226,20.3514552665388,22.887327356109,24.0348512636458
GEM-E3_V2021,EN_INDCi2030_1400,P3b,Primary Energy|Coal,EJ/yr,172.59574288952,167.326640939832,160.858425446685,101.728653762161,80.5678212906273,68.1621654007794,61.0923352654987,57.5884101070526,50.8472546873646,47.2436931844586,38.1939170922737,34.1594069305224,30.5546125114989,28.8321905047307,30.9304126637468,33.4181707414678,34.6661406085379
GEM-E3_V2021,EN_INDCi2030_1400f,P3b,Primary Energy|Coal,EJ/yr,172.59574288952,167.326640939832,160.858425446685,101.728653762161,80.5678212906273,68.1621654007794,61.0923352654987,57.5884101070526,52.0285214145192,48.3611138666281,39.016136073924,34.891600373106,31.1568553919924,29.3081306060088,30.971339943881,31.7445090086145,31.005361353128
GEM-E3_V2021,EN_INDCi2030_1800,P3b,Primary Energy|Coal,EJ/yr,172.59574288952,167.326640939832,160.858425446685,106.589806140461,93.279137745222,78.8899293477276,73.7907899989155,69.948414545705,64.5748876240215,63.8886894560382,59.4928732237591,57.1945155748305,54.1361383106468,50.2854113854647,44.1866500840112,40.9713324256558,37.1174838061596
GEM-E3_V2021,EN_INDCi2030_1800f,P3b,Primary Energy|Coal,EJ/yr,172.59574288952,167.326640939832,160.858425446685,106.589806140461,93.279137745222,78.8899293477276,73.7907899989155,69.948414545705,64.5748876240215,63.8886894560382,59.4928732237591,57.1945155748305,54.1361383106468,50.2854113854647,44.1866500840112,40.9713324256558,37.1174838061596
GEM-E3_V2021,EN_INDCi2030_600f,P3b,Primary Energy|Coal,EJ/yr,172.59574288952,167.326640939832,160.858425446685,56.2423815234945,39.8438978185197,24.658676352265,17.2551537360325,14.5752147302439,12.3540226558002,9.48858884800646,7.85597086042586,6.89283108108546,6.49498055417575,6.35798204237657,6.53562126851899,10.4228220981936,13.3411697829457
GEM-E3_V2021,EN_INDCi2030_600f_COV,P3b,Primary Energy|Coal,EJ/yr,160.569228214339,163.424853665582,158.567386626134,55.9790977816753,40.9099436567957,24.9592411903699,17.5928916515147,14.6854445418145,12.2026738759805,9.4942029642776,7.67178436165729,6.72639661890818,6.22177755576388,6.07726864826365,6.23266514102923,10.0794853581092,12.531624393091
GEM-E3_V2021,EN_INDCi2030_600f_COV_NDCp,P3b,Primary Energy|Coal,EJ/yr,160.56922836558,152.804516135932,141.758976643885,56.3383098977366,41.3902596373386,26.4094771528283,18.2777024279894,15.1515591030935,12.5014009893526,9.70625679948679,7.83628783795918,6.70653378776116,6.18086656101241,6.03480213142175,6.25712403880584,10.2002703419823,12.6102722079609
GEM-E3_V2021,EN_INDCi2030_600f_NDCp,P3b,Primary Energy|Coal,EJ/yr,172.59574288952,159.377295731836,145.084289629293,56.9332458546318,41.6952209758574,25.4071842041443,18.0482688488294,15.2010945067295,12.68317059658,9.83629578991037,7.9973754746583,6.89994257771397,6.41583731213915,6.28027432940002,6.46292514657589,10.3861870751584,13.3969207810015
GEM-E3_V2021,EN_INDCi2030_800,P3b,Primary Energy|Coal,EJ/yr,172.59574288952,167.326640939832,160.858425446685,50.434206476654,31.2739711380498,17.2034145182691,14.2256754501962,12.8237116480819,14.5241308742655,12.2644465385807,11.5006234203398,14.1857561963088,14.8313007510902,18.6841467504639,22.1205207468584,23.9079417090423,26.2017277078866
GEM-E3_V2021,EN_INDCi2030_800f,P3b,Primary Energy|Coal,EJ/yr,172.59574288952,167.326640939832,160.858425446685,63.0141326870123,50.0969729871446,38.2232381879422,26.1069277476451,20.0649562968949,17.8704658568008,14.682951420218,11.1296612772113,9.20808121120979,8.37705934981089,10.3325888071714,12.8664143496168,14.2233466490229,17.3121800627082
GEM-E3_V2021,EN_INDCi2100,P1c,Primary Energy|Coal,EJ/yr,172.59574288952,167.326640939832,160.858425446685,154.869012768996,149.585323846768,145.393710916726,136.277788380274,126.698351235635,117.330940128825,115.431032470208,114.15614319149,114.166511750974,112.757571702035,113.808359482613,114.744513648718,115.899055445779,117.627981585452
GEM-E3_V2021,EN_INDCi2100_COV,P1c,Primary Energy|Coal,EJ/yr,160.569228214339,163.424853665582,158.567386626134,152.342218615806,146.03486548674,141.693634919442,133.477864443284,122.799654139472,113.291012294063,110.727358122681,108.785700098014,109.55676496049,108.048216280408,108.571764164662,109.508449685727,110.03846579006,111.264508662009
GEM-E3_V2021,EN_INDCi2100_COV_NDCp,P1c,Primary Energy|Coal,EJ/yr,160.56922836558,152.804516135932,141.758976643885,140.405572621031,131.594048127671,124.618369212283,111.338268448187,104.89400625874,98.5083685355851,94.9021854543371,93.2624395322072,94.1562374106128,93.0872502648605,93.7832796145003,93.7045105121304,95.2358338698442,95.2589594807892
GEM-E3_V2021,EN_INDCi2100_NDCp,P1c,Primary Energy|Coal,EJ/yr,172.59574288952,159.377295731836,145.084289629293,144.625112649146,137.132192009573,131.370543931194,119.562884434658,113.894997510046,105.847729514564,103.174269432199,100.782405160571,101.428750637831,100.518342696744,102.345777187995,102.573168995343,104.329290604299,105.019679493285
GEM-E3_V2021,EN_NPi2020_1000,P2a,Primary Energy|Coal,EJ/yr,172.595742473666,143.849381826522,113.927240359071,90.4247567445908,62.2472918463237,50.6562217091241,44.9099684219261,34.9048016905085,29.0441989850231,26.6194603834652,22.7081730903767,25.8364051943392,26.0128330377604,27.4760530132817,30.0366168089696,33.3905927634969,34.6966354438723
GEM-E3_V2021,EN_NPi2020_1000_COV,P2a,Primary Energy|Coal,EJ/yr,160.569228214339,140.312390778223,116.364902054274,93.8735948507656,63.6090246790443,53.9763661362856,46.510875228008,37.1207723691273,30.320386671193,26.1709590117489,22.056308951529,23.5605532610488,23.3433260477156,25.8357703594464,28.7485424085078,31.2966788827195,33.0807774921113
GEM-E3_V2021,EN_NPi2020_1000f,P2a,Primary Energy|Coal,EJ/yr,172.595742687996,145.743346527999,125.191381834857,99.8338354991564,70.4918597846649,62.1237943929302,51.7132909314616,44.6935150188436,34.518308027011,28.9355781896647,22.7786385216572,22.1902519138592,19.0726889700315,20.7711518475895,22.0874234721051,23.9833608675445,25.1985559817095
GEM-E3_V2021,EN_NPi2020_1000f_COV,P2a,Primary Energy|Coal,EJ/yr,160.569228214339,143.753581006841,124.092836016692,101.065132697669,74.5609269799507,62.8682709904622,51.1853329818432,44.0340026353965,34.7866392978819,29.0533713325749,23.0269764113639,22.3987524241675,20.1648551519209,21.5294080778773,22.6538503917967,24.302138560856,24.6769488084983
GEM-E3_V2021,EN_NPi2020_1400,P2a,Primary Energy|Coal,EJ/yr,172.595742640892,150.131061593865,130.799341869781,107.634461972987,84.7667980415343,70.3948624725644,64.8048782677892,58.624978617604,54.4078672927568,50.2566862296043,45.825120390788,40.7085192733265,34.7501492346075,31.1759718580682,31.3078529901829,33.2897466577307,34.7121128281489
GEM-E3_V2021,EN_NPi2020_1400f,P2a,Primary Energy|Coal,EJ/yr,172.595742640892,150.131061593865,130.799341869781,107.634461972987,84.7667980415343,70.3948624725644,64.8048782677892,58.624978617604,55.1175321561791,50.9262176637015,46.1448128783253,41.2423032954634,35.0811744716485,31.3738662050823,31.4912905842202,31.7722415357449,30.5774530128509
GEM-E3_V2021,EN_NPi2020_1800,P2a,Primary Energy|Coal,EJ/yr,172.595742640892,154.470712922878,137.200396030448,118.422237206499,96.9121702020664,84.5688093980691,78.4294077569621,73.3563106686463,70.0322048563695,67.7996858538527,63.5299671980445,59.6267655361354,56.3533987158701,52.1765083927617,48.182819934692,43.0574832432907,38.4814488923358
GEM-E3_V2021,EN_NPi2020_1800f,P2a,Primary Energy|Coal,EJ/yr,172.595742640892,154.470712922878,137.200396030448,118.422237206499,96.9121702020664,84.5688093980691,78.4294077569621,73.3563106686463,70.0322048563695,67.7996858538527,63.5299671980445,59.6267655361354,56.3533987158701,52.1765083927617,48.182819934692,43.0574832432907,38.4814488923358
GEM-E3_V2021,EN_NPi2020_400f,P2a,Primary Energy|Coal,EJ/yr,172.595742687996,117.365197302168,86.6283201630231,57.2517307336224,43.4564553789896,30.7518239436188,21.6141914769183,17.3785305330546,14.865758881368,11.8457186863665,9.88572652759712,8.76810705670724,8.0124186514157,8.37389344319202,9.95791400783445,14.6130307320183,17.1351138946515
GEM-E3_V2021,EN_NPi2020_500,P2a,Primary Energy|Coal,EJ/yr,172.595742473666,71.7917930975841,45.4380432594737,26.1915666954241,17.1792741946419,11.9562300449923,14.2822343877055,15.2838101203612,16.8270194650759,16.414829236834,18.5107449314359,21.0751831698565,22.0223379986606,24.5667297963535,28.8455705520338,32.3365058897775,36.0995125398629
GEM-E3_V2021,EN_NPi2020_500f,P2a,Primary Energy|Coal,EJ/yr,172.595742687996,124.626438384396,93.6556626395849,61.6897541716149,46.4152751934225,36.5176080203645,27.6772013124731,21.0744245020712,17.6326617545554,13.8476840748427,12.1465822921392,10.3702497640306,9.16574536494367,9.40046929762703,11.768536590322,15.9680163334174,18.7615476869983
GEM-E3_V2021,EN_NPi2020_600,P2a,Primary Energy|Coal,EJ/yr,172.595742473666,97.6084227939033,57.3592971099268,37.1440843363929,25.9258609202014,20.460644449668,16.9948702891109,16.9007477092621,19.4001417251682,19.0403383652075,18.8724504623166,24.6060364921322,25.8194721028641,28.8432966902292,30.964841675875,33.6811586846134,33.8980909391662
GEM-E3_V2021,EN_NPi2020_600_COV,P2a,Primary Energy|Coal,EJ/yr,160.569228214339,102.738781380984,58.4859287914955,41.780408725141,29.3548722550358,19.7779101945844,15.327762475472,14.7629262269579,15.3194914678087,12.8554120820273,12.2898272822689,14.4343545522998,15.6706338223992,18.792423709869,21.6479506921338,22.9296187286829,25.1687171828716
GEM-E3_V2021,EN_NPi2020_600f,P2a,Primary Energy|Coal,EJ/yr,172.595742687996,129.139360922072,98.246757735886,67.4211393562164,52.0075907509426,41.8358711524571,32.7923307414069,25.2096816418893,20.8451600032973,16.7566907538306,14.0723378813305,12.3268986076476,10.7343236580038,10.9080036210962,13.8295921050663,17.743637989029,20.5259672031385
GEM-E3_V2021,EN_NPi2020_600f_COV,P2a,Primary Energy|Coal,EJ/yr,160.569228214339,122.010021649736,90.7627501314353,58.8603192331257,46.8865933015062,40.3172042813174,31.8909423940383,22.594481373892,17.1369367890288,13.0268324550897,10.1865107905121,8.51543445602145,7.20081003606694,7.12914609954142,10.5720516085722,11.6701070719734,14.7160505081933
GEM-E3_V2021,EN_NPi2020_800,P2a,Primary Energy|Coal,EJ/yr,172.595742473666,126.594762202658,91.3520819364049,56.4369446569853,44.1092390330458,35.6566753093588,29.2085702344046,25.3541665667713,22.7286928971976,19.5554936680214,20.2382589846467,25.3018286456413,24.9912079195606,28.5846586836945,30.8479161022854,33.5567250502416,34.9333051394443
GEM-E3_V2021,EN_NPi2020_800f,P2a,Primary Energy|Coal,EJ/yr,172.595742687996,142.131852113797,108.124866893659,83.0849270948819,60.3997168991805,50.3958743305789,44.1289430256779,32.5321611641274,26.5956332860218,21.4748839549762,17.9236030415644,15.4279123179239,13.4094030362222,14.8811418595533,17.8910922307247,19.8721229702243,22.4499871985762
GEM-E3_V2021,EN_NPi2100,P1b,Primary Energy|Coal,EJ/yr,172.59574288952,183.411210914114,181.030470930258,181.03971204837,182.303443915924,186.741645014781,180.463580407897,183.168461470108,176.977646151,177.197455462056,177.912103905837,185.159680670707,186.614130726468,185.85929186162,184.557822245311,179.984523402033,172.805686645304
GEM-E3_V2021,EN_NPi2100_COV,P1b,Primary Energy|Coal,EJ/yr,160.569228214339,175.015818325039,172.503614023271,172.374837582241,173.00951000454,176.88521618893,170.479455090044,173.063349134428,167.238403099963,167.259227077699,167.664435692713,174.412576210354,175.608228454932,174.648495360318,173.176811579358,168.547329278542,161.422633587377
IMACLIM 1.1,SSP1_NoPolicy_TranspBase,P1a,Primary Energy|Coal,EJ/yr,191.9,188.8,198.9,211.1,214.1,217.6,225.0,228.7,233.5,243.0,249.7,257.5,269.1,269.1,269.1,269.1,269.1
IMACLIM 1.1,SSP1_NoPolicy_TranspOpt,P1a,Primary Energy|Coal,EJ/yr,186.9,183.0,191.6,199.7,193.2,185.7,187.7,191.1,191.0,191.5,194.6,198.1,204.6,204.6,204.6,204.6,204.6
IMACLIM 1.1,SSP1_RCP34_TranspBase,P2a,Primary Energy|Coal,EJ/yr,113.6,103.5,107.3,127.2,144.9,139.6,122.6,102.8,91.82,91.55,93.81,85.08,85.08,85.08,85.08,85.08,85.08
IMACLIM 1.1,SSP1_RCP34_TranspOpt,P2a,Primary Energy|Coal,EJ/yr,117.3,107.8,112.7,132.9,145.7,135.4,116.7,97.82,82.05,69.13,69.2,63.25,45.33,45.33,45.33,45.33,45.33
IMACLIM 1.1,SSP1_RCP45_TranspBase,P2a,Primary Energy|Coal,EJ/yr,130.3,142.1,168.9,190.6,192.1,189.4,187.0,172.3,145.7,123.6,117.6,113.2,101.0,101.0,101.0,101.0,101.0
IMACLIM 1.1,SSP1_RCP45_TranspOpt,P2a,Primary Energy|Coal,EJ/yr,131.6,142.8,166.5,182.1,177.5,169.9,167.2,158.7,141.0,128.7,128.7,112.8,99.56,99.56,99.56,99.56,99.56
IMACLIM 1.1,SSP3_NoPolicy_TranspBase,P1a,Primary Energy|Coal,EJ/yr,210.8,237.4,262.6,286.3,305.4,322.1,339.8,357.0,375.9,398.5,421.5,441.1,457.2,457.2,457.2,457.2,457.2
IMACLIM 1.1,SSP3_NoPolicy_TranspOpt,P1a,Primary Energy|Coal,EJ/yr,206.9,228.6,251.5,270.8,281.6,291.8,307.0,322.9,337.4,353.5,373.1,391.8,404.3,404.3,404.3,404.3,404.3
IMACLIM 1.1,SSP3_NoPolicy_Transp_111,P1a,Primary Energy|Coal,EJ/yr,154.2,152.1,155.6,156.1,155.8,156.0,158.8,161.7,165.8,169.1,173.1,177.5,180.7,180.7,180.7,180.7,180.7
IMACLIM 1.1,SSP3_NoPolicy_Transp_112,P1a,Primary Energy|Coal,EJ/yr,153.8,151.6,154.6,155.1,154.6,154.3,156.5,159.1,162.7,161.7,159.1,159.6,160.2,160.2,160.2,160.2,160.2
IMACLIM 1.1,SSP3_NoPolicy_Transp_121,P1a,Primary Energy|Coal,EJ/yr,151.4,148.4,150.7,151.2,148.7,148.3,152.2,154.3,155.7,158.7,162.0,163.4,166.6,166.6,166.6,166.6,166.6
IMACLIM 1.1,SSP3_NoPolicy_Transp_211,P1a,Primary Energy|Coal,EJ/yr,152.9,150.1,153.3,153.7,152.4,151.9,154.7,157.7,160.5,164.4,167.4,168.6,171.5,171.5,171.5,171.5,171.5
IMACLIM 1.1,SSP3_NoPolicy_Transp_222,P1a,Primary Energy|Coal,EJ/yr,149.8,145.6,148.0,149.7,146.3,145.4,149.6,152.2,152.2,154.0,156.6,158.3,159.9,159.9,159.9,159.9,159.9
IMACLIM 1.1,SSP3_RCP34_TranspBase,P2a,Primary Energy|Coal,EJ/yr,131.4,124.8,130.6,150.9,181.1,216.3,238.7,229.4,198.3,167.9,143.6,122.3,115.2,115.2,115.2,115.2,115.2
IMACLIM 1.1,SSP3_RCP34_TranspOpt,P2a,Primary Energy|Coal,EJ/yr,133.8,125.8,129.7,148.1,172.8,196.5,206.4,190.6,156.9,125.8,105.4,94.82,92.14,92.14,92.14,92.14,92.14
IMACLIM 1.1,SSP3_RCP34_Transp_111,P2a,Primary Energy|Coal,EJ/yr,131.4,119.1,114.4,118.5,124.4,131.5,132.3,117.2,97.75,85.56,77.17,65.78,56.08,56.08,56.08,56.08,56.08
IMACLIM 1.1,SSP3_RCP34_Transp_112,P2a,Primary Energy|Coal,EJ/yr,131.5,119.2,114.4,118.3,123.7,129.9,130.7,117.2,97.9,84.34,74.7,63.83,55.7,55.7,55.7,55.7,55.7
IMACLIM 1.1,SSP3_RCP34_Transp_121,P2a,Primary Energy|Coal,EJ/yr,133.8,121.2,114.8,116.9,121.3,127.6,129.3,117.0,98.63,85.09,75.02,63.73,55.29,55.29,55.29,55.29,55.29
IMACLIM 1.1,SSP3_RCP34_Transp_211,P2a,Primary Energy|Coal,EJ/yr,133.0,120.2,114.6,117.4,122.3,129.0,130.3,116.0,96.6,83.19,71.52,59.45,52.41,52.41,52.41,52.41,52.41
IMACLIM 1.1,SSP3_RCP34_Transp_222,P2a,Primary Energy|Coal,EJ/yr,134.7,121.4,113.9,114.7,117.8,123.0,125.0,114.1,95.53,79.16,67.18,57.74,51.26,51.26,51.26,51.26,51.26
IMACLIM 1.1,SSP3_RCP45_TranspBase,P2a,Primary Energy|Coal,EJ/yr,145.5,160.0,186.2,214.5,233.5,246.1,252.5,248.1,235.0,226.2,224.1,219.6,200.9,200.9,200.9,200.9,200.9
IMACLIM 1.1,SSP3_RCP45_TranspOpt,P2a,Primary Energy|Coal,EJ/yr,148.4,159.1,179.0,201.9,217.9,227.0,230.7,230.1,226.8,225.3,225.7,219.4,188.0,188.0,188.0,188.0,188.0
IMACLIM 1.1,SSP3_RCP45_Transp_111,P2a,Primary Energy|Coal,EJ/yr,146.3,148.6,148.8,145.4,141.2,142.3,141.3,134.1,124.0,117.9,113.1,105.0,92.71,92.71,92.71,92.71,92.71
IMACLIM 1.1,SSP3_RCP45_Transp_112,P2a,Primary Energy|Coal,EJ/yr,146.3,148.1,148.1,144.2,138.9,139.2,137.6,129.3,120.0,115.5,112.1,104.4,92.14,92.14,92.14,92.14,92.14
IMACLIM 1.1,SSP3_RCP45_Transp_121,P2a,Primary Energy|Coal,EJ/yr,148.5,152.0,153.1,150.7,142.3,136.7,133.5,128.3,120.3,116.0,113.7,108.5,98.19,98.19,98.19,98.19,98.19
IMACLIM 1.1,SSP3_RCP45_Transp_211,P2a,Primary Energy|Coal,EJ/yr,147.7,149.9,150.5,148.6,142.2,138.3,136.5,130.6,120.8,115.6,113.5,106.5,90.45,90.45,90.45,90.45,90.45
IMACLIM 1.1,SSP3_RCP45_Transp_222,P2a,Primary Energy|Coal,EJ/yr,147.9,149.7,152.6,151.2,143.2,136.1,130.7,125.2,118.3,114.7,113.8,110.5,96.87,96.87,96.87,96.87,96.87
IMACLIM-NLU 1.0,EMF33_tax_hi_none,P2a,Primary Energy|Coal,EJ/yr,192.5,165.4,163.1,171.7,168.9,165.7,165.3,172.5,169.3,168.2,175.2,188.9,196.9,193.2,188.5,188.4,189.7
IMACLIM-NLU 1.0,EMF33_tax_lo_none,P2a,Primary Energy|Coal,EJ/yr,192.5,171.7,182.6,195.9,189.4,184.2,183.7,192.4,213.5,263.9,270.5,280.3,269.3,274.5,275.5,305.7,312.2
IMAGE 3.0,CO_2Deg2020,P2a,Primary Energy|Coal,EJ/yr,164.3745,140.461796875,115.735,81.0926328125,51.48012890625,50.97066015625,54.77019140625,63.640740234375,72.5112890625,81.68550390625,90.85971875,96.226109375,101.5925,113.10330078125,124.6141015625,137.09605078125,149.578
IMAGE 3.0,CO_2Deg2030,P3b,Primary Energy|Coal,EJ/yr,163.649203125,154.04959375,153.209703125,79.46615625,59.23558984375,57.43669921875,61.86073828125,64.041482421875,66.2222265625,72.4661796875,78.7101328125,89.87296484375,101.035796875,107.247046875,113.458296875,116.7033984375,119.9485
IMAGE 3.0,CO_BAU,P1a,Primary Energy|Coal,EJ/yr,172.4555,189.15640625,205.829703125,217.112703125,228.251796875,240.695203125,255.64540625,270.445703125,285.246,303.65059375,322.0551875,345.786796875,369.51840625,400.49275,431.46709375,469.12059375,506.77409375
IMAGE 3.0,CO_Bridge,P3c,Primary Energy|Coal,EJ/yr,163.216296875,146.3265,131.257703125,72.5178203125,54.55912109375,52.63333984375,54.863640625,56.564964843750005,58.2662890625,62.6197734375,66.9732578125,78.21234765624999,89.4514375,97.16291796875,104.8743984375,110.5915,116.3086015625
IMAGE 3.0,CO_CurPol,P1b,Primary Energy|Coal,EJ/yr,164.46309375,164.965203125,165.90590625,165.818296875,169.93059375,185.667796875,203.46140625,225.2258515625,246.990296875,282.1115546875,317.2328125,354.667203125,392.10159375,423.732890625,455.3641875,480.64284375,505.9215
IMAGE 3.0,CO_GPP,P1d,Primary Energy|Coal,EJ/yr,163.216296875,146.3265,131.257703125,114.3983984375,103.1191015625,99.921578125,86.0467734375,87.64941015625,89.252046875,94.91157421875,100.5711015625,103.19380078125,105.8165,110.4968515625,115.177203125,119.50775,123.838296875
IMAGE 3.0,CO_NDCplus,P1c,Primary Energy|Coal,EJ/yr,163.73090625,154.38309375,153.5325,140.5775,141.23609375,150.654296875,162.81859375,181.4743984375,200.130203125,229.04925000000003,257.968296875,282.80730468750005,307.6463125,330.0105625,352.3748125,374.575109375,396.77540625
IMAGE 3.0,EN_INDCi2030_1000,P3b,Primary Energy|Coal,EJ/yr,165.08409375,151.3,145.7545,78.7183515625,59.767328125,56.17821875,59.06608984375,65.015779296875,70.96546875,77.28943749999999,83.61340625,90.66650390625,97.7196015625,104.68630078125,111.653,114.4598515625,117.266703125
IMAGE 3.0,EN_INDCi2030_1000f,P3b,Primary Energy|Coal,EJ/yr,165.08409375,151.518,146.319703125,126.8723984375,86.3761328125,84.3950390625,64.05212109375,64.880333984375,65.708546875,70.34620703125,74.9838671875,85.85898046874999,96.73409375,99.75124609375,102.7683984375,103.90284765625,105.037296875
IMAGE 3.0,EN_INDCi2030_1200,P3b,Primary Energy|Coal,EJ/yr,165.08409375,151.299703125,145.75,109.6836015625,80.85653125,72.228703125,64.69501953125,69.905474609375,75.1159296875,80.66224609375,86.2085625,94.54098046875,102.8733984375,106.45825,110.0431015625,117.07975,124.1163984375
IMAGE 3.0,EN_INDCi2030_1200f,P3b,Primary Energy|Coal,EJ/yr,165.08409375,151.518,146.319703125,132.6665,105.895,85.2413203125,63.620390625,68.39508984375,73.1697890625,79.67300390625,86.17621875,98.0134609375,109.850703125,118.35805078125,126.8653984375,131.04615234375,135.22690625
IMAGE 3.0,EN_INDCi2030_1400,P3b,Primary Energy|Coal,EJ/yr,165.08409375,151.30090625,145.766,124.463,85.96059375,85.4853828125,73.572578125,76.655953125,79.739328125,83.66948828125,87.5996484375,94.403375,101.2071015625,107.54544921875,113.883796875,122.681296875,131.478796875
IMAGE 3.0,EN_INDCi2030_1400f,P3b,Primary Energy|Coal,EJ/yr,165.08409375,151.518,146.319703125,132.40540625,106.3671015625,86.7844765625,71.032921875,77.9790859375,84.92525,85.27698437500001,85.62871875,93.5135078125,101.398296875,112.7195,124.040703125,131.98860156249998,139.9365
IMAGE 3.0,EN_INDCi2030_3000,P3b,Primary Energy|Coal,EJ/yr,165.08409375,151.518,146.319703125,140.101296875,143.455,149.92090625,152.7205,160.353546875,167.98659375,182.99309375,197.99959375,201.97784375,205.95609375,205.634046875,205.312,211.546203125,217.78040625
IMAGE 3.0,EN_INDCi2030_3000f,P3b,Primary Energy|Coal,EJ/yr,165.08409375,151.518,146.319703125,140.101296875,143.455,149.92090625,152.7205,160.353546875,167.98659375,182.99309375,197.99959375,201.97784375,205.95609375,205.634046875,205.312,211.546203125,217.78040625
IMAGE 3.0,EN_INDCi2030_800f,P3b,Primary Energy|Coal,EJ/yr,165.08409375,151.518,146.319703125,81.122796875,60.83594140625,55.4448515625,56.19916015625,59.202529296875,62.2058984375,68.8193125,75.4327265625,87.77461328125,100.1165,103.88730078125,107.6581015625,110.36225,113.0663984375
IMAGE 3.0,EN_INDCi2100,P1c,Primary Energy|Coal,EJ/yr,165.08409375,151.46259375,145.865703125,140.90840625,146.275,156.431796875,169.2685,188.6238515625,207.979203125,236.7855078125,265.5918125,290.46065625,315.3295,338.169796875,361.01009375,387.915046875,414.82
IMAGE 3.0,EN_NPi2020_1000,P2a,Primary Energy|Coal,EJ/yr,164.735796875,152.824796875,133.998296875,85.6780625,59.5405390625,50.84230859375,56.78901171875,65.199947265625,73.6108828125,76.1340703125,78.6572578125,86.965203125,95.2731484375,102.87772265625,110.482296875,115.05134765625,119.6203984375
IMAGE 3.0,EN_NPi2020_1000f,P2a,Primary Energy|Coal,EJ/yr,164.426,147.62090625,127.5601015625,90.6797109375,60.18116015625,53.96408984375,62.86276953125,67.388068359375,71.9133671875,77.88741015625,83.861453125,93.02602734375,102.1906015625,108.5851015625,114.9796015625,128.08569921875,141.191796875
IMAGE 3.0,EN_NPi2020_1200,P2a,Primary Energy|Coal,EJ/yr,165.15890625,156.276203125,133.911703125,101.0215,76.2383984375,58.58787890625,59.59621875,65.8478203125,72.099421875,76.92304687500001,81.746671875,86.9066796875,92.0666875,98.1746953125,104.282703125,116.38275,128.482796875
IMAGE 3.0,EN_NPi2020_1200f,P2a,Primary Energy|Coal,EJ/yr,164.537296875,149.937703125,130.756703125,96.787,72.2274296875,61.08523046875,70.78709375,73.338078125,75.8890625,79.56489453124999,83.2407265625,92.0241640625,100.8076015625,108.89240234375,116.977203125,133.9281484375,150.87909375
IMAGE 3.0,EN_NPi2020_1400,P2a,Primary Energy|Coal,EJ/yr,165.21759375,157.213296875,137.29440625,117.542703125,90.37890625,77.6390234375,69.847703125,73.08351562499999,76.319328125,80.633640625,84.947953125,89.53865625,94.129359375,99.98287890625,105.8363984375,119.87349609375,133.91059375
IMAGE 3.0,EN_NPi2020_1400f,P2a,Primary Energy|Coal,EJ/yr,164.72859375,152.828703125,135.07209375,112.4103984375,91.9348984375,74.5011796875,64.22912109375,71.976298828125,79.7234765625,81.4316328125,83.1397890625,88.96549609375,94.791203125,108.9846015625,123.178,138.7568984375,154.335796875
IMAGE 3.0,EN_NPi2020_3000,P2a,Primary Energy|Coal,EJ/yr,161.76559375,158.399703125,155.320296875,151.47609375,149.802703125,152.93859375,155.534296875,162.392296875,169.250296875,182.3488515625,195.44740625,197.0810546875,198.714703125,195.097203125,191.479703125,197.93225,204.384796875
IMAGE 3.0,EN_NPi2020_3000f,P2a,Primary Energy|Coal,EJ/yr,161.76559375,158.399703125,155.320296875,151.47609375,149.802703125,152.93859375,155.534296875,162.392296875,169.250296875,182.3488515625,195.44740625,197.0810546875,198.714703125,195.097203125,191.479703125,197.93225,204.384796875
IMAGE 3.0,EN_NPi2020_600f,P2a,Primary Energy|Coal,EJ/yr,164.396296875,149.032703125,99.90959375,64.12696875,44.45230078125,41.498,42.68183984375,46.151189453125,49.6205390625,57.33151953125,65.0425,76.49977343750001,87.957046875,94.998625,102.040203125,105.16615234375,108.2921015625
IMAGE 3.0,EN_NPi2020_800,P2a,Primary Energy|Coal,EJ/yr,164.367296875,146.878,122.7013984375,83.68915625,47.93087890625,44.94016015625,45.52071875,46.64200390625,47.7632890625,56.12812890625,64.49296875,72.0723359375,79.651703125,90.0281015625,100.4045,108.40275,116.401
