Model,Scenario,Policy_category,Variable,Unit,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
GEM-E3_V2021,EN_INDCi2030_1400f,P3b,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,6.79523122273357,7.35916318055229,7.83094947100159,6.28616828010601,6.06855189624072,5.86428251423489,5.64109112724913,5.59065996184067,5.57698964600366,5.59044745569603,5.18562126639075,4.62161874288252,4.23685673300935,3.83036950407491,3.63078673394076,3.30727926404423,2.90081337806313
GEM-E3_V2021,EN_INDCi2030_1800,P3b,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,6.79523122273357,7.35916318055229,7.83094947100159,6.48415179084664,6.39122592278492,6.33861784850134,6.34246632757302,6.47998354567795,6.60308360207944,6.81465423216193,6.86811264749201,6.9212888501071,6.97672087986494,6.9190652092419,6.22962820255368,5.20378140504576,4.16388334342152
GEM-E3_V2021,EN_INDCi2030_1800f,P3b,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,6.79523122273357,7.35916318055229,7.83094947100159,6.48415179084664,6.39122592278492,6.33861784850134,6.34246632757302,6.47998354567795,6.60308360207944,6.81465423216193,6.86811264749201,6.9212888501071,6.97672087986494,6.9190652092419,6.22962820255368,5.20378140504576,4.16388334342152
GEM-E3_V2021,EN_INDCi2030_600f,P3b,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,6.79523122273357,7.35916318055229,7.83094947100159,4.95909593047749,4.25988507059437,2.86723526060217,2.11100212465678,1.59372114621744,1.43008209047063,1.27332285325158,1.17132038337266,1.08569728616914,1.03616780529979,0.992124271619882,0.951786502498866,0.915767163692041,0.890943743330596
GEM-E3_V2021,EN_INDCi2030_600f_COV,P3b,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,6.43015826584444,7.13204365720952,7.68000987836347,4.92121159625706,4.29818124666022,2.91440697647015,2.16432210119742,1.64224321351338,1.40896597230172,1.26392082509191,1.13506547143823,1.05350286591999,1.00625522441478,0.962134480569391,0.921008047913088,0.883861515434751,0.860855158017877
GEM-E3_V2021,EN_INDCi2030_600f_COV_NDCp,P3b,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,6.43015827895563,6.76398947318435,6.84980331233446,4.79000881472785,4.17680316980258,3.01412705189922,2.21839588710962,1.68245045739899,1.41903139026318,1.26242858200686,1.14936137767461,1.06503366878656,1.01653366762536,0.973435319869235,0.933940370477421,0.898690952966852,0.874958919827563
GEM-E3_V2021,EN_INDCi2030_600f_NDCp,P3b,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,6.79523122273357,7.03439757808944,7.12498677832575,4.86141417952866,4.24505055141001,2.86849375961971,2.16409868606622,1.66658546955781,1.43610856514115,1.29293739667158,1.16644278036418,1.0818691452115,1.03353581099172,0.990571348257966,0.951337233607845,0.916183644227151,0.892635711749307
GEM-E3_V2021,EN_INDCi2030_800,P3b,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,6.79523122273357,7.35916318055229,7.83094947100159,4.64240076286115,3.54890929216545,1.6760364625429,1.24326821187452,1.01022357551981,1.46462124812664,1.68785409196335,1.94606527163146,2.45902505166583,2.79114483102567,3.20583520460651,3.44546215676882,3.61562290299429,3.55595916053523
GEM-E3_V2021,EN_INDCi2030_800f,P3b,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,6.79523122273357,7.35916318055229,7.83094947100159,5.41741124860733,4.80932958586291,4.34169304550302,3.18568413943632,2.51982658833058,2.24388567226391,2.02638492137556,1.80418674537988,1.61619115323018,1.53809708840448,1.46454005484019,1.41722762988787,1.36068780976131,1.3063600806059
GEM-E3_V2021,EN_INDCi2100,P1c,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,6.79523122273357,7.35916318055229,7.83094947100159,8.59058043708733,9.31251054513068,9.94593062941575,10.5119010108956,11.0552652680619,11.5644879881259,12.066793872963,12.5562568574525,13.016769682768,13.4564797568892,13.873773686036,14.2740085614663,14.6535187093524,15.0077261890049
GEM-E3_V2021,EN_INDCi2100_COV,P1c,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,6.43015826584444,7.13204365720952,7.68000987836347,8.42849957880568,9.12431767715431,9.73171556756724,10.268738372284,10.7664771978645,11.2410964551013,11.7145481063858,12.1743358936605,12.6025563716245,13.0100374998691,13.3984789070642,13.7719246936671,14.1274131305599,14.4604032894759
GEM-E3_V2021,EN_INDCi2100_COV_NDCp,P1c,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,6.43015827895563,6.76398947318435,6.84980331233446,7.42536708117949,7.94911605082211,8.41759693528683,8.85628064484884,9.32436418126997,9.7523362285724,10.1719783903994,10.5795834078045,10.9682422235831,11.3406155915488,11.6932577610469,12.0287578270513,12.3438599371716,12.6391291743071
GEM-E3_V2021,EN_INDCi2100_NDCp,P1c,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,6.79523122273357,7.03439757808944,7.12498677832575,7.75120238175061,8.33440040781894,8.85691370307685,9.34588313597086,9.85819759356579,10.3278017855702,10.7848133226233,11.2297822886368,11.6551506776106,12.061120167639,12.4472195442136,12.8149628248255,13.1568667411346,13.4776536509682
GEM-E3_V2021,EN_NPi2020_1000,P2a,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,6.79523121840419,6.48907740412522,6.29905947433029,6.05063025685177,5.446191420395,4.97584017489083,4.8051738723294,4.10060966279963,3.22523646233973,2.78489701958017,2.4178361351805,2.45715879291569,2.75829208517927,3.22962123688785,3.32900481078922,3.6245554055401,3.75231941125349
GEM-E3_V2021,EN_NPi2020_1000_COV,P2a,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,6.43015826584444,6.38109044967271,6.20674805278837,6.00471265410053,5.42696049946389,5.09508722618637,4.8171781431281,4.39621158037076,3.63560354856593,2.97617907056963,2.56339825187459,2.49186217083052,2.80116020464786,3.21496077433101,3.36983780081406,3.58739236458611,3.75024513120858
GEM-E3_V2021,EN_NPi2020_1000f,P2a,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,6.79523121772649,6.55268093053564,6.40044004159088,6.31004506903178,5.94411356384553,5.61383644222865,5.21011048042449,5.01672335386549,4.28047701155738,3.69251532700234,3.14415629389063,2.71032923898493,2.55170605048622,2.36456487373606,2.28980730942642,2.17298687805256,2.03245456911426
GEM-E3_V2021,EN_NPi2020_1000f_COV,P2a,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,6.43015826584444,6.44828193168637,6.30666039421183,6.19960072229387,5.80398154972986,5.54856113297947,5.12222806558869,4.92133177380229,4.346604105579,3.7388577405407,3.17425752708518,2.66616694758067,2.56088999516985,2.42959078477232,2.35475112906188,2.2690751482525,2.17057917120128
GEM-E3_V2021,EN_NPi2020_1400,P2a,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,6.7952312098985,6.66929454748287,6.58353622243895,6.51902226857634,6.23883244639581,6.00532404347855,5.87238488587099,5.84866082614864,5.7441854949134,5.72463631043889,5.79225336992988,5.36982459456958,5.08901185481303,4.39317743476371,3.76407169934718,3.72845123797656,3.95315271293206
GEM-E3_V2021,EN_NPi2020_1400f,P2a,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,6.7952312098985,6.66929454748287,6.58353622243895,6.51902226857634,6.23883244639581,6.00532404347855,5.87238488587099,5.84866082614864,5.81661886605139,5.7982466500669,5.83149605255078,5.45626529253318,5.15363345031093,4.43701242958637,3.8073424204976,3.3524261285416,2.85841374291906
GEM-E3_V2021,EN_NPi2020_1800,P2a,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,6.7952312098985,6.79360644144222,6.78416768035304,6.75456185064502,6.5930800771885,6.51369859645826,6.55793820065722,6.77047804556299,6.97326670376002,7.18272177879609,7.20100791160555,7.22281906832466,7.24602136198032,7.15511397153546,6.8367672626095,5.64214452340761,4.47414920883332
GEM-E3_V2021,EN_NPi2020_1800f,P2a,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,6.7952312098985,6.79360644144222,6.78416768035304,6.75456185064502,6.5930800771885,6.51369859645826,6.55793820065722,6.77047804556299,6.97326670376002,7.18272177879609,7.20100791160555,7.22281906832466,7.24602136198032,7.15511397153546,6.8367672626095,5.64214452340761,4.47414920883332
GEM-E3_V2021,EN_NPi2020_400f,P2a,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,6.79523121772649,5.73283711572367,5.26653914893207,4.84786157996648,4.33239240054419,3.44834565645444,2.45995032325864,1.91930517813975,1.56815637705202,1.36187321268566,1.20907993944743,1.12415862660335,1.07587595082102,1.03058366825893,0.990706758597556,0.956242654697825,0.934187482544198
GEM-E3_V2021,EN_NPi2020_500,P2a,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,6.79523121840419,5.09277712239188,4.12804253282809,2.95741726024142,1.79832957675159,0.825912016530156,1.48785420047957,1.86276626698502,2.23939419463032,2.48766787817896,2.94449372375006,3.53878772011872,3.94574560522201,4.26719376827516,4.46789700004941,4.84128393277669,5.20684486242203
GEM-E3_V2021,EN_NPi2020_500f,P2a,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,6.79523121772649,5.94710884593196,5.53944485139242,5.22245213782524,4.57110832505104,4.11363576527737,3.21662075498645,2.475062375618,2.05850639454556,1.67855946957116,1.53779272591719,1.3694765466548,1.24593665150066,1.19292871144304,1.1512605782726,1.1173182979158,1.09693358741464
GEM-E3_V2021,EN_NPi2020_600,P2a,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,6.79523121840419,5.44057050699632,4.74445638864423,3.80040687772482,2.8378862343708,2.08743006482557,1.52217106801091,1.48441887566948,1.78588995699694,2.03317024531837,2.38713395690956,3.02872264097785,3.42369303099905,3.77840167465942,4.057817300231,4.23900645661407,4.18337254733327
GEM-E3_V2021,EN_NPi2020_600_COV,P2a,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,6.43015826584444,5.39600036127894,4.73451226329854,4.02223375006625,3.25717583252515,2.1597396374004,1.49141248124813,1.43001845079346,1.72287303228346,1.86271240352171,2.09006302511162,2.628123065385,2.96976852558325,3.2600307427362,3.44298977469222,3.55182662479287,3.55580299380129
GEM-E3_V2021,EN_NPi2020_600f,P2a,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,6.79523121772649,6.03891885007829,5.64113986685375,5.55068538761918,4.88802591972687,4.50677467188067,3.78760908600026,3.01319060467785,2.4849350048881,2.07789348441303,1.8240383300471,1.63445711758926,1.50028117476476,1.41327280708116,1.33398880381845,1.29751683429496,1.27949170534256
GEM-E3_V2021,EN_NPi2020_600f_COV,P2a,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,6.43015826584444,5.83098827198529,5.36947536149358,4.96740817509637,4.44526547042352,4.35065729769506,3.86488994830271,2.92713314336199,2.2449771771599,1.8218435292622,1.59405285695308,1.41671841234163,1.21768884356656,1.16711396363597,1.12650645594896,1.09287935559567,1.07192350244238
GEM-E3_V2021,EN_NPi2020_800,P2a,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,6.79523121840419,6.09995591517512,5.59840527921027,4.83977220707199,4.38170351864786,3.97883114354836,3.3557168819665,2.75672302647614,2.29189812755635,1.93053085251902,2.23565817403611,2.92517900745818,3.19801795637902,3.67240243962571,3.88329456419758,4.02078513355762,4.05840567452511
GEM-E3_V2021,EN_NPi2020_800f,P2a,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,6.79523121772649,6.3937962973065,6.10991289713034,5.85220232701501,5.32402859417932,4.99062456290875,4.74577647857663,3.98352087924521,3.28044682199056,2.75873511790794,2.39688528495293,2.11700497436788,1.92689644959902,1.82236719229488,1.76752378491638,1.69863220903461,1.62989277565642
GEM-E3_V2021,EN_NPi2100,P1b,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,6.79523122273357,7.91065909424847,8.92162912496763,10.1002123057917,11.2401737140316,12.293753890569,13.2541304670871,13.956840856857,14.6410754737012,15.3293710241061,16.0032597597572,16.6408438377987,17.253494063119,17.8340836630381,18.405976948564,18.9598913508392,19.4858982513767
GEM-E3_V2021,EN_NPi2100_COV,P1b,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,6.43015826584444,7.5779089545226,8.57590387955204,9.67703876462788,10.7279507843169,11.6952505788894,12.5709128043226,13.2005521263691,13.8189865571358,14.4445677939301,15.0586723099859,15.6341188834063,16.1868210287174,16.7093965458743,17.2248123775371,17.7243583477695,18.1987452535129
IMAGE 3.0,CO_2Deg2020,P2a,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,4.85773486328125,4.3796240234375,3.76748468017578,3.02951470947266,2.24047204589844,1.31215763854981,0.521606597900391,0.335253722190857,0.148900846481323,0.1062456426620482,0.0635904388427734,0.0431243648529052,0.0226582908630371,0.0209585952758789,0.0192588996887207,0.0162755246162414,0.0132921495437622
IMAGE 3.0,CO_2Deg2030,P3b,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,4.85774096679688,5.0739541015625,4.99204187011719,3.67978057861328,2.82360430908203,1.95658657836914,1.01663150024414,0.5476646347045895,0.078697769165039,0.0498025894165038,0.0209074096679687,0.0160483899116515,0.0111893701553344,0.0095880739688872,0.0079867777824401,0.0072837042808532,0.0065806307792663
IMAGE 3.0,CO_BAU,P1a,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,4.89124011230469,5.31382800292969,5.35118811035156,4.96951000976563,4.26111999511719,3.30252502441406,2.24430792236328,1.66857586669922,1.09284381103516,0.9436805210113544,0.794517230987549,0.7116747066378595,0.62883218228817,0.565801894366741,0.502771606445312,0.43870100402832,0.374630401611328
IMAGE 3.0,CO_Bridge,P3c,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,4.78847009277344,4.96872900390625,4.70653393554687,3.52475360107422,2.80415887451172,1.83876727294922,0.883393310546875,0.4592713832855224,0.0351494560241699,0.020128525018692,0.0051075940132141,0.004365254998207,0.0036229159832,0.0032022440433501,0.0027815721035003,0.0025486035346984,0.0023156349658966
IMAGE 3.0,CO_CurPol,P1b,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,4.85680798339844,5.25089489746094,5.28977111816406,4.92622216796875,4.24328405761719,3.34150988769531,2.32659637451172,1.741399070739745,1.15620176696777,0.979282316207884,0.802362865447998,0.6867156177163125,0.571068369984627,0.510550435602665,0.450032501220703,0.400545196533203,0.351057891845703
IMAGE 3.0,CO_GPP,P1d,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,4.78847009277344,4.96872900390625,4.70653393554687,4.04532574462891,3.14793347167969,2.12683123779297,1.14562689208984,0.720838996887205,0.29605110168457,0.2225243740081784,0.148997646331787,0.1269192218780515,0.104840797424316,0.093596797943115,0.082352798461914,0.074490077972412,0.0666273574829101
IMAGE 3.0,CO_NDCplus,P1c,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,4.85681408691406,5.07586791992188,4.99715197753906,4.54887805175781,3.79113037109375,2.84506195068359,1.85762176513672,1.392623939514161,0.927626113891602,0.782127126693726,0.63662813949585,0.544961630821228,0.453295122146606,0.40364386844635,0.353992614746094,0.3134203033447265,0.272847991943359
IMAGE 3.0,EN_INDCi2030_1000,P3b,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,4.91192004394531,5.02478698730469,4.92098901367187,3.63944738769531,2.86331069946289,1.96692916870117,1.01420111083984,0.5701070976257305,0.126013084411621,0.0792942962646483,0.0325755081176757,0.0326938438415526,0.0328121795654296,0.0281006250381469,0.0233890705108642,0.0227606000900267,0.0221321296691894
IMAGE 3.0,EN_INDCi2030_1000f,P3b,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,4.91192004394531,5.03005407714844,4.93231799316406,4.13616156005859,3.19010992431641,2.15168548583984,1.1209434967041,0.6598690338134761,0.198794570922852,0.1236459413468839,0.0484973117709159,0.0285785447061061,0.0086597776412963,0.006919724702835,0.0051796717643737,0.0047478098869323,0.0043159480094909
IMAGE 3.0,EN_INDCi2030_1200,P3b,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,4.91192004394531,5.02478002929687,4.92092504882813,3.91707507324219,3.06968566894531,2.12578234863281,1.13316018676758,0.67010015487671,0.20704012298584,0.154018222630024,0.100996322274208,0.080120755970478,0.059245189666748,0.0439561252593993,0.0286670608520507,0.0269822158813476,0.0252973709106445
IMAGE 3.0,EN_INDCi2030_1200f,P3b,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,4.91192004394531,5.03005407714844,4.93231799316406,4.34047674560547,3.36734368896484,2.2213662109375,1.18408662414551,0.7205605316162119,0.257034439086914,0.1829002301692965,0.108766021251679,0.0807863156795504,0.0528066101074218,0.0404005699157714,0.027994529724121,0.01983061504364,0.0116667003631591
IMAGE 3.0,EN_INDCi2030_1400,P3b,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,4.91192004394531,5.02478002929687,4.92091711425781,4.06007318115234,3.16198895263672,2.1557155456543,1.15021726989746,0.7469702415466305,0.343723213195801,0.2578451256752015,0.171967038154602,0.1264427323341369,0.0809184265136718,0.0626698837280273,0.0444213409423828,0.0376363658905029,0.030851390838623
IMAGE 3.0,EN_INDCi2030_1400f,P3b,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,4.91192004394531,5.03005407714844,4.93231799316406,4.33636108398438,3.36286407470703,2.24405523681641,1.21194561767578,0.7843350448608395,0.356724472045899,0.267088950634003,0.177453429222107,0.124257110118866,0.071060791015625,0.0499069156646728,0.0287530403137207,0.0178906705379486,0.0070283007621765
IMAGE 3.0,EN_INDCi2030_3000,P3b,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,4.91192004394531,5.03005407714844,4.93231799316406,4.48549139404297,3.71199304199219,2.75309442138672,1.77903161621094,1.285020721435548,0.791009826660156,0.6589010887145994,0.526792350769043,0.438358669281006,0.349924987792969,0.3049817962646485,0.260038604736328,0.2276369552612305,0.195235305786133
IMAGE 3.0,EN_INDCi2030_3000f,P3b,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,4.91192004394531,5.03005407714844,4.93231799316406,4.48549139404297,3.71199304199219,2.75309442138672,1.77903161621094,1.285020721435548,0.791009826660156,0.6589010887145994,0.526792350769043,0.438358669281006,0.349924987792969,0.3049817962646485,0.260038604736328,0.2276369552612305,0.195235305786133
IMAGE 3.0,EN_INDCi2030_800f,P3b,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,4.91192004394531,5.03005407714844,4.93231799316406,3.683744140625,2.88363934326172,1.99803692626953,1.04309307861328,0.5859918136596675,0.128890548706055,0.077796844482422,0.026703140258789,0.0189580850601196,0.0112130298614502,0.0095222113132476,0.0078313927650451,0.0071576933860778,0.0064839940071105
IMAGE 3.0,EN_INDCi2100,P1c,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,4.91192004394531,5.03005407714844,4.93231604003906,4.49048004150391,3.75217553710938,2.79034344482422,1.80162634277344,1.3384305114746105,0.875234680175781,0.7421026802062984,0.608970680236816,0.525919456243515,0.442868232250214,0.3950834691524505,0.347298706054687,0.308346557617187,0.269394409179687
IMAGE 3.0,EN_NPi2020_1000,P2a,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,4.91189208984375,5.0144609375,4.62719812011719,3.64435827636719,2.86450360107422,1.87920681762695,0.885806411743164,0.5134485321044919,0.14109065246582,0.1135494079589842,0.0860081634521484,0.0700392570495605,0.0540703506469726,0.0501648998260497,0.0462594490051269,0.0411155242919921,0.0359715995788574
IMAGE 3.0,EN_NPi2020_1000f,P2a,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,4.91189501953125,4.94852197265625,4.41471832275391,3.59883905029297,2.69616653442383,1.72537512207031,0.823244689941406,0.5326169815063475,0.241989273071289,0.181959587097168,0.121929901123047,0.0965945091247559,0.0712591171264648,0.0619867935180663,0.0527144699096679,0.0482847290039062,0.0438549880981445
IMAGE 3.0,EN_NPi2020_1200,P2a,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,4.91188708496094,5.16505798339844,4.74828393554688,3.90689605712891,2.95622265625,1.96136149597168,0.969735122680664,0.6008591175079345,0.231983112335205,0.182063257217407,0.132143402099609,0.1035832443237302,0.0750230865478515,0.0528731679916381,0.0307232494354248,0.029620774269104,0.0285182991027832
IMAGE 3.0,EN_NPi2020_1200f,P2a,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,4.91189404296875,4.96835803222656,4.49147198486328,3.66224871826172,2.78155828857422,1.8232448425293,0.941878692626953,0.6241959438323975,0.306513195037842,0.234268545150757,0.162023895263672,0.1308130989074707,0.0996023025512695,0.0814303817749023,0.0632584609985351,0.0448802852630614,0.0265021095275878
IMAGE 3.0,EN_NPi2020_1400,P2a,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,4.91188708496094,5.16499194335938,4.80861193847656,4.04249047851563,3.07497787475586,2.07793634033203,1.08380682373047,0.6983005657196051,0.31279430770874,0.2354185828268525,0.158042857944965,0.1280469454824922,0.0980510330200195,0.0772227668762206,0.0563945007324218,0.042352045059204,0.0283095893859863
IMAGE 3.0,EN_NPi2020_1400f,P2a,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,4.91189208984375,4.99952490234375,4.60367700195313,3.84085931396484,2.94712280273438,1.96134692382812,1.03346920776367,0.7042894439697255,0.375109680175781,0.2832280220538375,0.191346363931894,0.146383833363652,0.10142130279541,0.0789045658111571,0.0563878288269043,0.0384564943313598,0.0205251598358154
IMAGE 3.0,EN_NPi2020_3000,P2a,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,4.66426904296875,4.90994592285156,4.87876696777344,4.4544326171875,3.71380786132812,2.79226745605469,1.82797827148438,1.3159488449096703,0.803919418334961,0.6624146480560305,0.5209098777771,0.4270624828338625,0.333215087890625,0.2868589935302735,0.240502899169922,0.2058843002319335,0.171265701293945
IMAGE 3.0,EN_NPi2020_3000f,P2a,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,4.66426904296875,4.90994592285156,4.87876696777344,4.4544326171875,3.71380786132812,2.79226745605469,1.82797827148438,1.3159488449096703,0.803919418334961,0.6624146480560305,0.5209098777771,0.4270624828338625,0.333215087890625,0.2868589935302735,0.240502899169922,0.2058843002319335,0.171265701293945
IMAGE 3.0,EN_NPi2020_600f,P2a,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,4.91189111328125,5.02336389160156,4.09175079345703,3.42357672119141,2.60622952270508,1.63532180786133,0.685485771179199,0.377825651168823,0.0701655311584472,0.0440373106002807,0.0179090900421142,0.0118489274978637,0.0057887649536132,0.0047815439701079,0.0037743229866027,0.0032250185012816,0.0026757140159606
IMAGE 3.0,EN_NPi2020_800,P2a,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,4.91189501953125,4.948501953125,4.31854626464844,3.47301190185547,2.65746118164062,1.7018249206543,0.733155288696289,0.418202250480652,0.103249212265015,0.0667416410446168,0.0302340698242187,0.0302619295120239,0.0302897891998291,0.0245906791687011,0.0188915691375732,0.019525499343872,0.0201594295501709
IMAGE 3.0,EN_NPi2020_800f,P2a,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,4.91189501953125,4.94852197265625,4.41474914550781,3.56929156494141,2.70319055175781,1.71956425476074,0.763863327026367,0.453749798774719,0.143636270523071,0.111850499153137,0.0800647277832031,0.0738618545532226,0.0676589813232421,0.0731107864379882,0.0785625915527343,0.080963409423828,0.0833642272949218
IMAGE 3.0,EN_NPi2100,P1b,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,4.91188208007812,5.32011999511719,5.36665002441406,4.98859509277344,4.26654608154297,3.30122674560547,2.22857489013672,1.626132011413575,1.02368913269043,0.8704720726013185,0.717255012512207,0.61251549834013,0.507775984168053,0.455489386737347,0.403202789306641,0.361823394775391,0.320444000244141
IMAGE 3.0,EN_NoPolicy,P1a,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,4.89124011230469,5.31382800292969,5.35118811035156,4.96951000976563,4.26111999511719,3.30252502441406,2.24430792236328,1.66857586669922,1.09284381103516,0.9436805210113544,0.794517230987549,0.7116747066378595,0.62883218228817,0.565801894366741,0.502771606445312,0.43870100402832,0.374630401611328
IMAGE 3.0.1,EMF30_BCOC-EndU,P1d,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,4.8281689453125,5.2175029296875,4.97876013183594,4.20789312744141,3.2957574005127,2.32020419311523,1.30807483673096,0.758806577205659,0.209538317680358,0.127467521801503,0.045396725922648,0.0232466138330049,0.001096501743362,0.0005483355788815,1.69414401170798e-07,1.713686506263915e-07,1.73322900081985e-07
IMAGE 3.0.1,EMF30_Baseline,P1a,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,4.8281689453125,5.24501293945313,5.2588330078125,4.87637292480469,4.16405993652344,3.2120146484375,2.17365954589844,1.62283846282959,1.07201737976074,0.9287140674591056,0.785410755157471,0.7004424758553505,0.61547419655323,0.554587501108646,0.493700805664062,0.4344658966064449,0.375230987548828
IMAGE 3.0.1,EMF30_CH4-Only,P1d,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,4.8281689453125,5.24501293945313,5.2588330078125,4.87637292480469,4.16405993652344,3.2120146484375,2.17365954589844,1.62283846282959,1.07201737976074,0.9287140674591056,0.785410755157471,0.7004424758553505,0.61547419655323,0.554587501108646,0.493700805664062,0.4344658966064449,0.375230987548828
IMAGE 3.0.1,EMF30_ClimPolicy,P2,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,3.59109997558594,3.07759265136719,2.59385433959961,2.05440686035156,1.40530932617187,0.8091494140625,0.422104400634766,0.306288507699966,0.190472614765166,0.160957010507583,0.13144140625,0.101100189208984,0.070758972167968,0.0568672065734855,0.042975440979003,0.0309948501586905,0.019014259338378
IMAGE 3.0.1,EMF30_ClimPolicy+SLCF,P2c,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,3.59109997558594,3.07401062011719,2.55171731567383,1.95501905822754,1.25945294189453,0.645924797058104,0.265022422790526,0.1617193400859825,0.058416257381439,0.0551346137523645,0.05185297012329,0.0445410156249995,0.037229061126709,0.0319197759628295,0.02661049079895,0.018061368465423,0.009512246131896
IMAGE 3.0.1,EMF30_SLCF,P1d,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,4.8281689453125,5.2175029296875,4.97876013183594,4.20789312744141,3.2957574005127,2.32020419311523,1.30807483673096,0.758806577205659,0.209538317680358,0.127467521801503,0.045396725922648,0.0232466138330049,0.001096501743362,0.0005483355788815,1.69414401170798e-07,1.713686506263915e-07,1.73322900081985e-07
IMAGE 3.0.1,EMF30_Slower-Action,P1c,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,4.622205078125,4.91643395996094,4.8162080078125,4.274376953125,3.45726232910156,2.53450671386719,1.58502197265625,1.148328681945801,0.711635391235352,0.6274931392669676,0.543350887298583,0.488538389205932,0.433725891113281,0.3951750488281245,0.356624206542968,0.314768402099609,0.27291259765625
IMAGE 3.0.1,EMF30_Slower-Action+SLCF,P1d,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,4.622205078125,4.89786499023437,4.56275128173828,3.65864099121094,2.73872468566895,1.85338954544067,0.920433813095093,0.4934137904942035,0.066393767893314,0.0396448539366935,0.012895939980073,0.0064479916772014,4.3374329834478e-08,4.581788925861475e-08,4.82614486827515e-08,5.14969797222875e-08,5.47325107618235e-08
IMAGE 3.0.1,EMF30_Slower-to-faster,P3b,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,4.64111291503906,4.92467395019531,4.81331188964844,3.58103759765625,2.81468859863281,1.93816937255859,1.02586370849609,0.5667481722831704,0.107632636070251,0.073170438289642,0.038708240509033,0.0276799554824825,0.016651670455932,0.013199998378753,0.009748326301574,0.0071045510768885,0.004460775852203
