Model,Scenario,Policy_category,Variable,Unit,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_1800f_COV,P2a,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,2.07543745481907,0.413851021565934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_2000,P2a,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,3.28428320960744,1.47244152916052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_2000_COV,P2a,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,2.07543745481907,0.413851021565934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_2000f,P2a,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,3.28428320960744,1.47244152916052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_2000f_COV,P2a,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,2.07543745481907,0.413851021565934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_200f,P2a,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,3.28428320960744,0.984364465476075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_2500,P2a,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,3.28428320960744,1.50155518913332,0.057771678664143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_2500_COV,P2a,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,2.07543745481907,0.413851021565934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_2500f,P2a,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,3.28428320960744,1.48631776056452,0.0488234054986661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_2500f_COV,P2a,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,2.07543745481907,0.413851021565934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_3000,P2a,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,3.28428320960744,1.57866331538617,0.110967442348424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_3000_COV,P2a,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,2.07543745481907,0.413851021565934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_3000f,P2a,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,3.28428320960744,1.57562909522851,0.112396840483365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_3000f_COV,P2a,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,2.07543745481907,0.413851021565934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_300f,P2a,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,3.28428320960744,0.921657985517732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_400f,P2a,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,3.28428320960744,0.921657985517732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_450,P2a,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,3.28428320960744,0.926677290629216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_450f,P2a,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,3.28428320960744,0.921657985517732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500,P2a,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,3.28428320960744,1.22561805175528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500f,P2a,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,3.28428320960744,0.921657985517732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600,P2a,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,3.28428320960744,1.02593688582299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_COV,P2a,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,2.07543745481907,0.413851021565934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f,P2a,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,3.28428320960744,0.951163102416506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_COV,P2a,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,2.07543745481907,0.413851021565934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700,P2a,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,3.28428320960744,0.921657985517732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700_COV,P2a,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,2.07543745481907,0.413851021565934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700f,P2a,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,3.28428320960744,1.20150473792158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700f_COV,P2a,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,2.07543745481907,0.413851021565934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_800,P2a,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,3.28428320960744,0.921657985517732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_800_COV,P2a,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,2.07543745481907,0.413851021565934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_800f,P2a,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,3.28428320960744,1.47244152916052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_800f_COV,P2a,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,2.07543745481907,0.413851021565934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_900,P2a,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,3.28428320960744,1.32316925654101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_900_COV,P2a,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,2.07543745481907,0.413851021565934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_900f,P2a,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,3.28428320960744,1.47244152916052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MESSAGEix-GLOBIOM_1.1,EN_NPi2020_900f_COV,P2a,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,2.07543745481907,0.413851021565934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MESSAGEix-GLOBIOM_1.1,EN_NPi2100,P1b,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,3.28428320960744,1.59016702867412,0.0850208308892078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MESSAGEix-GLOBIOM_1.1,EN_NPi2100_COV,P1b,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,2.07543745481907,0.413851021565934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MESSAGEix-GLOBIOM_1.1,EN_NoPolicy,P1a,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,3.28428320960744,1.66068650021577,0.162114420843475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MESSAGEix-GLOBIOM_1.1,NGFS2_Below 2¡ãC,P2,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,2.075437455,0.413851022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MESSAGEix-GLOBIOM_1.1,NGFS2_Current Policies,P1b,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,2.075437455,0.413851022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MESSAGEix-GLOBIOM_1.1,NGFS2_Delayed Transition,P3a,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,2.075437455,0.413851022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MESSAGEix-GLOBIOM_1.1,NGFS2_Divergent Net Zero Policies,P2c,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,2.075437455,0.413851022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MESSAGEix-GLOBIOM_1.1,NGFS2_Nationally Determined Contributions (NDCs),P1c,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,2.075437455,0.413851022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MESSAGEix-GLOBIOM_1.1,NGFS2_Net-Zero 2050,P2c,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,2.075437455,0.413851022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MUSE 1.0,PR_Baseline,P1a,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,22.522,26.326,30.732,32.681,33.136,33.87,32.835,33.146,31.349,31.221,30.764,29.917,32.128,32.73,33.01,32.969,32.851
MUSE 1.0,PR_CP_Intensity,P1b,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,21.095,25.151,28.962,30.958,29.702,29.679,28.849,28.527,27.033,26.755,26.37,26.022,25.43,25.932,26.336,26.025,24.813
MUSE 1.0,PR_CP_Price,P3a,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,21.071,25.185,29.434,30.983,31.729,31.884,30.489,30.301,31.537,31.882,32.273,32.603,32.495,32.943,32.987,32.804,32.616
MUSE 1.0,PR_NDC_Intensity,P1c,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,21.036,25.141,28.761,30.536,29.406,29.614,28.641,28.436,26.916,26.646,26.023,25.703,25.371,25.924,26.325,26.041,24.828
MUSE 1.0,PR_NDC_Price,P3b,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,21.036,25.084,28.692,29.923,27.967,27.567,27.138,27.453,26.16,26.332,25.875,24.778,23.535,24.169,24.717,24.77,24.539
POLES EMF30,EMF30_BCOC-EndU,P1d,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,3.36254223079687,1.98477142966406,1.17156198782812,0.691561722515625,0.408232850501952,0.240987782012695,0.142262823357422,0.095921583782959,0.049580344208496,0.0334304145211485,0.017280484833801,0.0116518345015865,0.006023184169372,0.0040613443740685,0.002099504578765,0.0014156798575454,0.0007318551363258
POLES EMF30,EMF30_Baseline,P1a,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,5.65895313028125,5.43352208034375,5.1846498568125,4.92859220132812,4.6756409551875,4.39553062434375,4.06638190785938,3.917929509914065,3.76947711196875,3.768735099796875,3.767993087625,3.7673485493906247,3.76670401115625,3.76614337246875,3.76558273378125,3.765094955226565,3.76460717667188
POLES EMF30,EMF30_CH4-Only,P1d,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,5.65895313028125,5.43352208034375,5.1846498568125,4.92859220132812,4.6756409551875,4.39553062434375,4.06638190785938,3.917929509914065,3.76947711196875,3.768735099796875,3.767993087625,3.7673485493906247,3.76670401115625,3.76614337246875,3.76558273378125,3.765094955226565,3.76460717667188
POLES EMF30,EMF30_ClimPolicy,P2,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,4.6885192903125,2.01424911841406,0.8530951719375,0.359941117675781,0.151552633394531,0.063231995399414,0.025961823194457,0.0153510046403955,0.004740186086334,0.0028367037370032,0.0009332213876724,0.0005584743965577,0.0001837274054431,0.000109949315385,3.61712253270149e-05,2.1646207105234257e-05,7.12118888345361e-06
POLES EMF30,EMF30_ClimPolicy+SLCF,P2c,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,2.78590612394531,0.735772245292969,0.192774960553711,0.050507723986084,0.01323320373413,0.003467146315017,0.0009084046666717,0.0004853814460243,6.23582253770828e-05,3.331942980214208e-05,4.28063422720134e-06,2.287241032894234e-06,2.93847838587128e-07,1.5700963904871624e-07,2.01714395103045e-08,1.0778062700948803e-08,1.3846858915931102e-09
POLES EMF30,EMF30_SLCF,P1d,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,3.36254223079687,1.98477142966406,1.17156198782812,0.691561722515625,0.408232850501952,0.240987782012695,0.142262823357422,0.095921583782959,0.049580344208496,0.0334304145211485,0.017280484833801,0.0116518345015865,0.006023184169372,0.0040613443740685,0.002099504578765,0.0014156798575454,0.0007318551363258
POLES EMF30,EMF30_Slower-Action,P1c,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,5.349606505875,4.39077975117188,3.42749258254688,2.58938746298438,1.67698005426563,0.952815671085937,0.464853575917969,0.295538788505127,0.126224001092285,0.0817221962197265,0.037220391347168,0.0239367528871765,0.010653114427185,0.0068062114299199,0.002959308432655,0.0018785440162952,0.0007977795999355
POLES EMF30,EMF30_Slower-Action+SLCF,P1d,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,3.16905074071875,1.56826799325,0.725163266162109,0.321965850172851,0.124264464209473,0.042980378125122,0.013255587934936,0.0073003511435045,0.001345114352073,0.000741707353201,0.0001383003543291,7.6051209384705e-05,1.380206444031e-05,7.56945740508288e-06,1.33685036985576e-06,7.31255698822438e-07,1.25661027789116e-07
POLES EMF30,EMF30_Slower-to-faster,P3b,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,5.349606505875,4.39077975117188,3.42749258254688,1.61560050321094,0.696959934662109,0.296865738852539,0.123564412032715,0.073170365582428,0.022776319132141,0.0136301966838225,0.004484074235504,0.0026834368571719,0.0008827994788398,0.0005283000580129,0.000173800637186,0.0001040087670026,3.42168968192339e-05
POLES EMF30,EMF30_Slower-to-faster+SLCF,P3c,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,3.16905074071875,1.56826799325,0.725163266162109,0.204707902746094,0.05363419848706,0.014052351256347,0.00368176597229,0.0019672519950198,0.0002527380177497,0.0001350437186958,1.73494196419716e-05,9.27019275200554e-06,1.19096586203948e-06,6.363603731832717e-07,8.17548843270633e-08,4.3683509499314807e-08,5.612134671566311e-09
POLES EMF30,EMF30_Slower-to-faster+SLCF+HFC,P3c,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,3.16905074071875,1.56826799325,0.725163266162109,0.204707902746094,0.05363419848706,0.014052351256347,0.00368176597229,0.0019672519950198,0.0002527380177497,0.0001350437186958,1.73494196419716e-05,9.27019275200554e-06,1.19096586203948e-06,6.363603731832717e-07,8.17548843270633e-08,4.3683509499314807e-08,5.612134671566311e-09
POLES ENGAGE,EN_INDCi2030_1000,P3b,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,5.47726440429688,4.73970890045166,3.41033816337585,1.4278804063797,0.599384486675262,0.249326705932617,0.102227851748466,0.0595392817631361,0.0168507117778062,0.0098028371576219,0.0027549625374376,0.0016012966079869,0.0004476306785363,0.0002608672584755,7.41038384148851e-05,4.31714265687333e-05,1.22390147225815e-05
POLES ENGAGE,EN_INDCi2030_1000_COV,P3b,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,5.47726440429688,4.73970890045166,3.41033816337585,1.42823994159699,0.599556922912598,0.249359861016273,0.102230831980705,0.0595414908602832,0.0168521497398614,0.0098026406485586,0.0027531315572559,0.0016002916527213,0.0004474517481867,0.0002607405731396,7.40293980925344e-05,4.312567489250795e-05,1.22219516924815e-05
POLES ENGAGE,EN_INDCi2030_1000_COV_NDCp,P3b,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,5.47724914550781,4.76625442504883,3.19315814971924,1.34631395339966,0.569855093955994,0.238427624106407,0.0981371775269508,0.0571927679702638,0.016248358413577,0.009457665728405,0.0026669730432331,0.0015502120804739,0.0004334511177148,0.0002525874078855,7.1723698056303e-05,4.175267486061785e-05,1.17816516649327e-05
POLES ENGAGE,EN_INDCi2030_1000_NDCp,P3b,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,5.47734117507935,4.77846813201904,3.19256234169006,1.34364128112793,0.566751182079315,0.235801532864571,0.0967755243182182,0.0563791301101446,0.015982735902071,0.0093164943391457,0.0026502527762204,0.0015454069070983,0.0004405610379762,0.0002559380336605,7.13150293449871e-05,4.162760569670355e-05,1.194018204842e-05
POLES ENGAGE,EN_INDCi2030_1000f,P3b,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,5.47726440429688,4.73970890045166,3.41033816337585,1.46024990081787,0.613486707210541,0.25526949763298,0.104695238173008,0.060982683673501,0.017270129173994,0.0100458274828269,0.0028215257916599,0.0016404360067099,0.0004593462217599,0.0002676083495316,7.58704773033969e-05,4.421236963025875e-05,1.25542619571206e-05
POLES ENGAGE,EN_INDCi2030_1000f_COV,P3b,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,5.47726440429688,4.73970890045166,3.41033816337585,1.49783623218536,0.629921197891235,0.262216210365295,0.107571855187416,0.0626649847254156,0.0177581142634153,0.0103317514294757,0.0029053885955363,0.001689663666184,0.0004739387368317,0.0002762354451988,7.85321535659023e-05,4.5773724650644e-05,1.30152957353857e-05
POLES ENGAGE,EN_INDCi2030_1000f_COV_NDCp,P3b,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,5.47724914550781,4.76625442504883,3.19315814971924,1.42611598968506,0.605694651603699,0.253926932811737,0.10468015819788,0.0610333112999797,0.0173864644020795,0.0101229788269846,0.0028594932518899,0.0016634459898341,0.0004673987277783,0.0002724093028518,7.7419877925422e-05,4.510726557782615e-05,1.27946532302303e-05
POLES ENGAGE,EN_INDCi2030_1000f_NDCp,P3b,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,5.47734117507935,4.77846813201904,3.19256234169006,1.38378846645355,0.585074901580811,0.243771731853485,0.10012424737215,0.0583414006978271,0.0165585540235042,0.0096547136781736,0.0027508733328431,0.0016046015807659,0.0004583298286888,0.0002663870654941,7.44443022995256e-05,4.34639487139066e-05,1.24835951282876e-05
POLES ENGAGE,EN_INDCi2030_1200,P3b,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,5.47726440429688,4.73970890045166,3.41033816337585,1.47791755199432,0.62119597196579,0.258533507585526,0.106052003800869,0.0617759255692362,0.0174998473376035,0.0101784050930291,0.0028569628484547,0.0016614097403361,0.0004658566322177,0.0002713702415348,7.68838508520275e-05,4.4810510644310846e-05,1.27371704365942e-05
POLES ENGAGE,EN_INDCi2030_1200f,P3b,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,5.47726440429688,4.73970890045166,3.41033816337585,1.57390296459198,0.663014233112335,0.276215136051178,0.11339259147644,0.0660702548921106,0.0187479183077812,0.0109062172705307,0.0030645162332803,0.0017832159355747,0.0005019156378693,0.000292397726298,8.28798147267662e-05,4.834536184716855e-05,1.38109089675709e-05
POLES ENGAGE,EN_INDCi2030_1400,P3b,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,5.47726440429688,4.73970890045166,3.41033816337585,1.73105394840241,0.731642305850983,0.305300951004028,0.12544858455658,0.0731261800974609,0.0208037756383419,0.0121095252688974,0.0034152748994529,0.0019886507361661,0.0005620265728794,0.0003276665847806,9.33065966819413e-05,5.447259718494025e-05,1.56385976879392e-05
POLES ENGAGE,EN_INDCi2030_1400f,P3b,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,5.47726440429688,4.73970890045166,3.41033816337585,1.75290966033936,0.74114054441452,0.309325873851776,0.127113655209541,0.0740983439609406,0.0210830327123403,0.0122711252188309,0.0034592177253216,0.0020145131857134,0.0005698086461052,0.0003321291223983,9.44495986914262e-05,5.51519806322176e-05,1.5854362573009e-05
POLES ENGAGE,EN_INDCi2030_1600,P3b,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,5.47726440429688,4.73970890045166,3.41033816337585,2.01617097854614,0.853582203388214,0.356479465961456,0.146431535482407,0.0853692153468729,0.0243068952113389,0.0141460341401397,0.0039851730689406,0.0023209346691146,0.0006566962692886,0.0003824943560175,0.0001082924427464,6.32689198027645e-05,1.8245396859129e-05
POLES ENGAGE,EN_INDCi2030_1600f,P3b,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,5.47726440429688,4.73970890045166,3.41033816337585,2.01617097854614,0.853582203388214,0.356479465961456,0.146431535482407,0.0853692153468729,0.0243068952113389,0.0141460341401397,0.0039851730689406,0.0023209346691146,0.0006566962692886,0.0003824943560175,0.0001082924427464,6.32689198027645e-05,1.8245396859129e-05
POLES ENGAGE,EN_INDCi2030_1800,P3b,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,5.477264,4.739709,3.410338,2.280274,1.003048,0.4182013,0.1714794,0.09994593,0.02841246,0.0165309054999999,0.004649351,0.00270452855,0.0007597061,0.00044190505,0.000124104,7.2438345e-05,2.077269e-05
POLES ENGAGE,EN_INDCi2030_1800f,P3b,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,5.477264,4.739709,3.410338,2.280274,1.003048,0.4182013,0.1714794,0.09994593,0.02841246,0.0165309054999999,0.004649351,0.00270452855,0.0007597061,0.00044190505,0.000124104,7.2438345e-05,2.077269e-05
POLES ENGAGE,EN_INDCi2030_2000,P3b,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,5.477264,4.739709,3.410338,2.388156,1.139988,0.4750998,0.1947261,0.11349083,0.03225556,0.0187731035,0.005290647,0.0030754824,0.0008603178,0.000500145,0.0001399722,8.1676245e-05,2.338029e-05
POLES ENGAGE,EN_INDCi2030_2000f,P3b,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,5.477264,4.739709,3.410338,2.388156,1.139988,0.4750998,0.1947261,0.11349083,0.03225556,0.0187731035,0.005290647,0.0030754824,0.0008603178,0.000500145,0.0001399722,8.1676245e-05,2.338029e-05
POLES ENGAGE,EN_INDCi2030_2500,P3b,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,5.477264,4.739709,3.410338,2.663801,1.931801,1.236389,0.6857122,0.41028335,0.1348545,0.078702095,0.02254969,0.01315117,0.00375265,0.00218423665,0.0006158233,0.0003584864,0.0001011495
POLES ENGAGE,EN_INDCi2030_2500f,P3b,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,5.477264,4.739709,3.410338,2.663801,1.931801,1.236389,0.6857122,0.41028335,0.1348545,0.078702095,0.02254969,0.01315117,0.00375265,0.00218423665,0.0006158233,0.0003584864,0.0001011495
POLES ENGAGE,EN_INDCi2030_3000,P3b,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,5.477264,4.739709,3.410338,2.801455,2.450009,2.084899,1.703218,1.3571565,1.011095,0.77343725,0.5357795,0.392792,0.2498045,0.17495885,0.1001132,0.0673082,0.0345032
POLES ENGAGE,EN_INDCi2030_3000f,P3b,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,5.477264,4.739709,3.410338,2.801455,2.450009,2.084899,1.703218,1.3571565,1.011095,0.77343725,0.5357795,0.392792,0.2498045,0.17495885,0.1001132,0.0673082,0.0345032
POLES ENGAGE,EN_INDCi2030_300f,P3b,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,5.477264,4.739709,3.410338,1.427867,0.5993744,0.2493242,0.1022253,0.05953646,0.01684762,0.00980046,0.0027533,0.0016002975,0.000447295,0.000260632155,7.396931e-05,4.309542e-05,1.222153e-05
POLES ENGAGE,EN_INDCi2030_400f,P3b,Final Energy|Residential and Commercial|Solids|Coal,EJ/yr,5.477264,4.739709,3.410338,1.427869,0.599376,0.2493246,0.1022257,0.05953684,0.01684798,0.0098007195,0.002753459,0.00160039075,0.0004473225,0.000260657845,7.399319e-05,4.310914e-05,1.222509e-05
