Model,Scenario,Policy_category,Variable,Unit,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
COFFEE 1.1,EN_NPi2020_400f,P2c,Emissions|CO2,Mt CO2/yr,37662.7342475,32993.48036,29490.109333,25830.04875,22981.555906,18206.165894,13463.079081,7935.2626275,2407.446174,-2785.817472,-7979.081118,-10864.061198,-13749.041278,-15630.9118905,-17512.782503,-19324.673279,-21136.564055
COFFEE 1.1,EN_NPi2020_400f_lowBECCS,P2c,Emissions|CO2,Mt CO2/yr,37662.7342475,30689.436809,26710.4041239,23021.625141,19202.881253,14414.478052,10351.503058,4764.678722000001,-822.145614,-4177.276462,-7532.40731,-8304.757594499999,-9077.107879,-11365.6053255,-13654.102772,-13441.509508,-13228.916244
COFFEE 1.1,EN_NPi2020_500,P2c,Emissions|CO2,Mt CO2/yr,37662.7342475,26010.324372,17551.837174,13709.110455,9704.700991,4477.971283,1078.420349,550.5532645000004,22.6861800000009,26.77596350000045,30.865747,29.760008999999947,28.6542709999999,28.78309699999975,28.9119229999996,29.50942199999995,30.1069210000003
COFFEE 1.1,EN_NPi2020_500f,P2c,Emissions|CO2,Mt CO2/yr,37662.7342475,33920.834061,30470.883422,26881.835151,24606.653189,20213.352651,15119.259208,10062.8314775,5006.403747,-575.4745499999999,-6157.352847,-9844.5533085,-13531.75377,-15477.5343295,-17423.314889,-18620.4005015,-19817.486114
COFFEE 1.1,EN_NPi2020_600,P2c,Emissions|CO2,Mt CO2/yr,37662.7342475,28400.030993,21284.985224,16780.988595,12918.240179,7488.907655,4090.203782,2056.1195984999995,22.0354149999986,25.461474999999,28.8875349999994,29.1430384999998,29.3985420000002,29.4241010000007,29.4496600000012,30.124539500000505,30.7994189999998
COFFEE 1.1,EN_NPi2020_600_COV,P2c,Emissions|CO2,Mt CO2/yr,37007.480771,27365.621655,21145.8497389,16707.082197,12926.426324,7903.572032,4458.754625,2135.941023499999,-186.872578000001,-179.6376570000005,-172.402736,-70.9721725000001,30.4583909999998,29.03980149999975,27.6212119999997,-50.58661150000015,-128.794435
COFFEE 1.1,EN_NPi2020_600f,P2c,Emissions|CO2,Mt CO2/yr,37662.7342475,34554.849722,31837.200445,27994.11914,25953.067418,22601.509722,17431.755801,12129.5216015,6827.287402,863.4298184999998,-5100.427765,-9155.4141395,-13210.400514,-15200.3567825,-17190.313051,-17219.1099705,-17247.90689
COFFEE 1.1,EN_NPi2020_600f_COV,P2c,Emissions|CO2,Mt CO2/yr,37007.480771,31842.88688,30448.0337603,27946.30018,26711.798716,23901.333575,19464.899149,13514.665554,7564.431959,1540.5056619999996,-4483.420635,-9354.943897,-14226.467159,-16112.465245,-17998.463331,-18033.668041,-18068.872751
COFFEE 1.1,EN_NPi2020_700,P2c,Emissions|CO2,Mt CO2/yr,37662.7342475,29487.503797,24514.933782,20273.104904,16147.088584,11136.552361,7607.654372,3814.0398595000006,20.425347000001,23.199110000000505,25.972873,28.088635999999752,30.2043989999995,30.08160549999965,29.9588119999998,30.7291885000002,31.4995650000006
COFFEE 1.1,EN_NPi2020_700f,P2c,Emissions|CO2,Mt CO2/yr,37662.7342475,34970.582322,32822.004101,29328.344443,27700.696657,24839.555836,19852.085356,14363.068943,8874.05253,2702.708445,-3468.63564,-8060.266407499999,-12651.897175,-14692.9549475,-16734.01272,-16902.930989499997,-17071.849259
COFFEE 1.1,EN_NPi2020_800,P2c,Emissions|CO2,Mt CO2/yr,37662.7342475,31013.969834,27265.960684,23576.703976,19146.488916,14221.125941,10515.445255,5725.5777525,935.71025,481.414283,27.118316,28.453229999999948,29.7881439999999,30.30707800000025,30.8260120000006,31.6000535000004,32.3740950000002
COFFEE 1.1,EN_NPi2020_800f,P2c,Emissions|CO2,Mt CO2/yr,37662.7342475,35238.375793,33950.15239,30443.6593,29505.775394,26791.429815,22419.148697,16546.6543735,10674.16005,4631.934709,-1410.290632,-6663.828892,-11917.367152,-14235.574891,-16553.78263,-16662.166867,-16770.551104
COFFEE 1.1,EN_NPi2020_900,P2c,Emissions|CO2,Mt CO2/yr,37662.7342475,32711.919171,29257.940483,25431.784063,22211.660613,17122.495249,12925.449898,8113.552199000001,3301.6545,1665.2593275,28.8641549999998,28.2166480000001,27.5691410000004,29.79140449999985,32.0136679999993,32.194876499999054,32.3760849999988
COFFEE 1.1,EN_NPi2020_900f,P2c,Emissions|CO2,Mt CO2/yr,37662.7342475,36102.69375,35156.164989,31714.398562,30842.563605,28406.552483,24209.295136,18229.571526,12249.847916,6517.8151155,785.782314999999,-4792.053058,-10369.888431,-13390.001027,-16410.113623,-16535.990432,-16661.867241
COFFEE 1.1,EN_NPi2100,P1b,Emissions|CO2,Mt CO2/yr,37662.7342475,39152.2672587,40083.48491117,39025.516159,40096.830919,40535.811225,39931.542997,42046.772797,44162.002597,45889.2852575,47616.567918,47427.8589435,47239.149969,46921.3132625,46603.476556,45946.3407585,45289.204961
COFFEE 1.1,EN_NPi2100_COV,P1b,Emissions|CO2,Mt CO2/yr,37007.480771,35765.9103646,37018.94077626,36061.656333,37277.057266,37161.489816,36868.648524,38493.77864999999,40118.908776,41562.718437,43006.528098,42967.679275,42928.830452,42851.908371,42774.98629,42640.970436,42506.954582
COPPE-COFFEE 1.0,CD-LINKS_INDC2030i_1600,P3b,Emissions|CO2,Mt CO2/yr,38003.626548,37758.29691,39185.897119,38182.52449,38165.816455,35498.344492,31827.881775,25643.6825905,19459.483406,12597.32527,5735.167134,449.9721374999999,-4835.222859,-9954.4618305,-15073.700802,-15409.095569,-15744.490336
COPPE-COFFEE 1.0,CD-LINKS_INDCi,P1c,Emissions|CO2,Mt CO2/yr,38072.231137,38104.994127,40313.324945,43398.948353,46456.004631,49375.290419,51973.159491,54638.0576675,57302.955844,60148.8620075,62994.768171,65443.3088395,67891.849508,70372.1328925,72852.416277,75687.3460285,78522.27578
COPPE-COFFEE 1.0,CD-LINKS_NDC2030i_1000,P3b,Emissions|CO2,Mt CO2/yr,37591.667342,37379.553342,38421.51735,34220.210051,32008.938849,26964.614857,18728.748488,12142.5703235,5556.392159,626.4405579999993,-4303.511043,-7287.0003255,-10270.489608,-14071.1200965,-17871.750585,-19287.494057000004,-20703.237529
COPPE-COFFEE 1.0,CD-LINKS_NPi,P1b,Emissions|CO2,Mt CO2/yr,38766.394074,43019.542707,46926.174133,46316.369391,48652.281577,50567.900227,52580.657711,55138.4479405,57696.23817,60565.192841,63434.147512,65684.649915,67935.152318,70097.62428749999,72260.096257,75452.370954,78644.645651
COPPE-COFFEE 1.0,CD-LINKS_NPi2020_1000,P2a,Emissions|CO2,Mt CO2/yr,38050.715217,39674.702741,39172.85607,35364.142864,32266.593307,26673.228625,18270.543133,11781.209802,5291.876471,320.45987199999945,-4650.956727,-7570.4729035,-10489.98908,-14270.0241395,-18050.059199,-19817.7124905,-21585.365782
COPPE-COFFEE 1.0,CD-LINKS_NPi2020_1600,P2a,Emissions|CO2,Mt CO2/yr,38225.156517,40924.076717,43519.333504,40274.301388,39507.780593,35320.92793,30323.48126,24184.494026,18045.506792,11320.290275,4595.073758,-566.6650869999994,-5728.403932,-10614.942416999998,-15501.480902,-15717.505582,-15933.530262
COPPE-COFFEE 1.0,CD-LINKS_NPi2020_400,P2a,Emissions|CO2,Mt CO2/yr,37348.729667,35004.825565,31465.410449,25093.772604,19458.987658,11862.138012,5960.945567,1792.4426354999996,-2376.060296,-5386.2816745,-8396.503053,-11429.8931605,-14463.283268,-18600.3929,-22737.502532,-23450.20804,-24162.913548
EPPA 6,1.5CNow_Gradual,P2,Emissions|CO2,Mt CO2/yr,36226.7497154017,31198.3978301338,26087.838604476,21119.6113469601,17654.9787627714,14324.2790146909,11815.3948562515,9651.28689526953,7816.07729935767,6270.44661711076,4958.39327562676,4196.53853985868,3513.62624451075,2921.97803356752,2616.78809129186,2420.80040332386,2143.05829476375
EPPA 6,1.5CNow_OptTax,P3b,Emissions|CO2,Mt CO2/yr,23351.2754252391,22748.1581459045,21466.2769554926,20422.4954033848,19083.5676735172,17344.3185896636,15188.2991776003,11704.7990444011,9166.79314468978,7717.25623259327,6328.09803648117,5140.68108517158,4414.1987144891,3587.95329282742,2971.10277454319,2646.23569492036,2286.7378385375
EPPA 6,2CNow_Gradual,P2,Emissions|CO2,Mt CO2/yr,39735.2262940252,38092.9622363748,35114.0816524205,31228.87548664,27017.0262631925,23916.7055146382,20957.0894854578,18368.3181436502,16196.294072056,13871.1948973713,11294.4886995241,9304.91048650696,7891.3876018575,6670.80043300291,5632.86297013222,4698.13378211869,3853.97812225567
EPPA 6,2CNow_OptTax,P2,Emissions|CO2,Mt CO2/yr,30799.3664755165,30749.5771137656,30062.6175936405,28012.306499715,26358.9244892455,25190.5328929708,23987.0137562746,22569.5746510047,20448.1538204441,17549.8575305174,12816.4503365497,10585.5572602139,8748.21610924054,7760.48115204029,6328.12874481742,5211.98617306225,4173.21130588632
EPPA 6,Paris1.5C_OptTax,P3b,Emissions|CO2,Mt CO2/yr,41453.5394470971,41332.373841598,41280.1194262995,15846.8674533479,13436.2628595017,11783.0202231648,10401.6153650616,8710.5653862532,6385.68121915257,4547.79488005284,3408.79673904911,2824.52807068199,2538.39558769808,2254.2547427763,2058.17741565879,1853.16977628377,1564.02317363164
EPPA 6,Paris2C_Gradual,P3b,Emissions|CO2,Mt CO2/yr,41353.5011165989,41132.3332131534,40886.0747735695,36882.2849434893,32545.0060919393,27765.9114342793,22612.1786372754,18527.9434578205,14726.0616622619,11421.266790344,8908.59619488281,6876.15997462249,5522.16747740814,4200.1797582978,3225.07169889506,3002.02391762596,2705.06356656126
EPPA 6,Paris2C_OptTax,P3b,Emissions|CO2,Mt CO2/yr,41353.5011165989,41132.3332131534,40886.0747735695,26317.8978259299,24288.4457466385,22542.505893321,20703.9681021412,19339.2943005056,17225.4016913937,14014.3635787819,9329.01321678806,8086.30196709785,7107.95586241874,5736.81692845989,4837.16900443267,3677.19677507774,3093.63844799115
EPPA 6,ParisFlat,P1c,Emissions|CO2,Mt CO2/yr,41453.6911165989,41332.4232131534,41285.9547735695,41468.207007741,41267.8171435231,40878.9047467219,40379.3446948889,40046.2481846915,39644.3996668723,39059.1825395077,38570.1626179079,38001.5670069752,37419.8120690708,36680.4374583421,36045.6091754339,35444.8012418206,34689.7250616402
EPPA 6,ParisForever,P1c,Emissions|CO2,Mt CO2/yr,41453.6911165989,41332.4232131534,41285.9547735695,42310.8099737,43376.5738496147,44475.8380764101,45630.4373869707,46726.6569646483,47793.4799785179,48849.5637071585,49980.4594519578,50581.5385968052,51482.9489524735,51888.947971799,52288.5737690871,52708.1356622527,53204.2316611728
EPPA 6,Ref,P1a,Emissions|CO2,Mt CO2/yr,42710.9947753531,44734.9819212353,46873.0247793742,49034.4384661671,51206.9708389567,53635.5556630946,56044.681588515,58144.6468202032,60079.7751303579,61643.8885456701,63172.8857122282,64447.850824858,65453.1487385702,66157.594594678,66703.1116379197,67105.8385165365,66328.4723225098
En-ROADS-96,Ratchet-1.5-allCDR,P2,Emissions|CO2,Mt CO2/yr,43738.2,36203.2,27147.2,19605.2,11885.1,4743.98,-1290.48,-4613.58,-6555.23,-7457.21,-7661.53,-7637.7,-7391.22,-6943.09,-6542.83,-6225.98,-5450.16
En-ROADS-96,Ratchet-1.5-limCDR,P2,Emissions|CO2,Mt CO2/yr,43480.0,36139.6,25968.3,16013.2,6957.69,-1073.78,-5292.17,-6237.74,-6591.65,-6424.42,-6212.48,-5947.22,-5532.3,-4851.48,-4220.3,-3667.65,-2982.77
En-ROADS-96,Reference,P1,Emissions|CO2,Mt CO2/yr,44970.3,48862.2,53555.5,57908.0,61275.2,64823.7,69083.3,73482.7,78024.6,82612.0,86365.7,89058.5,91480.3,93800.0,95973.9,97689.7,99282.7
GCAM 4.2,ADVANCE_2020_1.5C-2100,P2a,Emissions|CO2,Mt CO2/yr,37414.3705357812,26182.8385441924,22102.6817993044,12847.2443027741,4786.09207326176,2756.06858726671,956.564540239071,-796.548548729922,-2290.46727211817,-3637.43229408262,-5088.27500303791,-6451.45736442413,-7629.63740150332,-8660.77923302234,-9450.47467727461,-9970.60695999952,-10358.5602746444
GCAM 4.2,ADVANCE_2020_Med2C,P2a,Emissions|CO2,Mt CO2/yr,37414.3665148448,36070.4982815482,37710.4131529558,37533.8734480286,35444.9473643052,31542.1691840579,25173.0071412821,18314.1912087164,13319.6139268224,9296.76699935046,6354.08106938387,3772.3012065164,1258.61413121225,-718.735662813261,-2411.26971554062,-4043.91389261911,-5399.41595324074
GCAM 4.2,ADVANCE_2020_WB2C,P2a,Emissions|CO2,Mt CO2/yr,37414.3685150665,32603.493857011,32083.3801890145,29813.5968413438,22376.6648799337,13004.875451173,8335.28716587681,5695.71185814489,3543.91015253798,1376.39191097478,-562.616943093195,-2224.55959068056,-3781.75595912721,-5324.50607208115,-6638.86443984936,-7767.17988754982,-8698.8606460148
GCAM 4.2,ADVANCE_2030_1.5C-2100,P3b,Emissions|CO2,Mt CO2/yr,37414.3718580361,37172.7360222615,37899.3726356568,14116.28297466,1148.02407738854,-216.437050018619,-2163.28164664829,-3327.12793396748,-4465.71086969501,-5771.98820830561,-6962.36885377288,-8047.68142974578,-9092.17602889477,-9824.70278918487,-10351.6235830064,-10698.9256344956,-10908.7964728053
GCAM 4.2,ADVANCE_2030_Med2C,P3b,Emissions|CO2,Mt CO2/yr,37414.3663211289,37172.5933629935,37899.3751118192,36880.6218557828,35826.6140808423,32070.9705690373,25998.1576632076,19548.5584649848,14406.8975651633,10145.0902159067,7002.02643009163,4331.83839089955,1748.86077924915,-350.462930553941,-2074.77188537965,-3701.15048269396,-5109.50993958049
GCAM 4.2,ADVANCE_2030_Price1.5C,P3b,Emissions|CO2,Mt CO2/yr,37414.3704914475,37172.7084473188,37899.3665181462,20103.9739348399,4942.70458513483,2802.00943286466,836.59611196195,-953.001971485147,-2381.08697089482,-3657.75694222387,-5063.37621458125,-6384.5709153104,-7628.02428608579,-8664.74886420319,-9462.46750837652,-9997.08109642248,-10371.134272759
GCAM 4.2,ADVANCE_2030_WB2C,P3b,Emissions|CO2,Mt CO2/yr,37414.3673457166,37172.5952181764,37899.3779535885,29021.5622106103,21684.9837304701,11715.2437175113,7495.47167261586,4925.53879458341,2781.6287427173,637.346355741907,-1130.65135908599,-2692.27420345792,-4249.4530156026,-5737.58577662045,-7014.85186649132,-8102.28079498044,-8957.5162654439
GCAM 4.2,ADVANCE_NoPolicy,P1a,Emissions|CO2,Mt CO2/yr,40161.7394315133,44819.775042559,49335.4018747627,54033.1841124387,57713.4837753943,61135.49899875,63940.550710003,66561.9492405303,69400.3452441933,72216.9077852273,75005.8204299507,76690.7937259273,78225.887390827,79709.9716101627,81089.974390502,82577.9473184527,85515.7065295097
GCAM 5.2,"NGFS1_Current policies (Hot house world, Rep)",P1b,Emissions|CO2,Mt CO2/yr,41647.24862,43937.5592,45613.38437,46781.98162,47450.92384,48588.61756,49433.75501,50480.39661,51704.70104,52816.15603,54289.24217,55506.45788,55799.15484,56261.91026,56680.73723,57039.74383,57419.2642
GCAM 5.2,"NGFS1_Immediate 2C with CDR (Orderly, Rep)",P2,Emissions|CO2,Mt CO2/yr,41423.81706,31968.64282,27911.48653,21221.85506,14385.18945,9548.508622,5237.883692,1643.27115,-1256.627032,-2700.572533,-4055.914115,-5470.995202,-6927.488943,-8111.104326,-8348.619822,-8470.652046,-9005.438759
GCAM 5.3,NGFS2_Below 2¡ãC,P2,Emissions|CO2,Mt CO2/yr,41741.75309,37793.75824,32406.95474,25829.20168,18922.58369,12067.98767,8278.475528,4645.685161,1076.803384,-2404.680371,-2832.526163,-2910.682468,-2711.414102,-2469.776089,-2180.161602,-1864.633619,-1247.643547
GCAM 5.3,NGFS2_Current Policies,P1b,Emissions|CO2,Mt CO2/yr,41748.37734,42870.42878,43254.56569,44092.38302,43654.92957,43423.74654,42993.37337,44085.21373,44816.83483,45735.58264,46162.81202,46702.60411,47606.18359,47749.91614,47904.23704,48510.54124,47172.66278
GCAM 5.3,NGFS2_Delayed Transition,P3a,Emissions|CO2,Mt CO2/yr,41748.37734,42870.42878,43254.56569,30460.79935,22589.82736,14167.74964,6438.37365,1348.757383,-4040.52607,-6862.14396,-8725.110715,-10265.9917,-11696.99491,-13100.15204,-11003.62851,-8984.707472,-6842.030879
GCAM 5.3,NGFS2_Divergent Net Zero Policies,P2c,Emissions|CO2,Mt CO2/yr,41748.37902,28707.85247,22710.42761,15083.19263,7853.611857,575.6752438,-6216.716932,-7589.21288,-7980.01651,-8197.69393,-8101.267411,-7886.080794,-7769.410743,-7503.440419,-7158.048501,-6821.042552,-5990.85038
GCAM 5.3,NGFS2_Nationally Determined Contributions (NDCs),P1c,Emissions|CO2,Mt CO2/yr,42010.31911,41518.27463,39157.19664,36726.45253,34248.83416,31693.52141,28901.92345,27006.10344,24433.93579,21956.86377,19003.33888,18494.58393,18505.71597,17889.87624,17419.85933,16434.6627,15817.73405
GCAM 5.3,NGFS2_Net-Zero 2050,P2c,Emissions|CO2,Mt CO2/yr,41747.49126,34422.14652,27631.83193,18783.9327,10015.22921,4747.746668,-311.0425527,-3236.22615,-4751.983944,-5309.01496,-5702.405898,-5790.983743,-5745.170317,-5424.899623,-5135.37928,-4802.455971,-4184.539505
GCAM 5.3,R_BAU,P1a,Emissions|CO2,Mt CO2/yr,39923.6608996537,43465.4253208603,47012.7720632496,49904.1666573448,52024.3451028013,54593.177647419,56461.7582601391,58718.0995877075,60650.019705091,62499.513198299,64475.9793930862,66224.2863486739,67035.9837716931,67818.0469376401,68343.2712667627,68842.8278035127,69346.7159439409
GCAM 5.3,R_MAC_30_n0,P2a,Emissions|CO2,Mt CO2/yr,39923.6675574815,19307.4696097284,-0.367922220799485,-0.367093393724947,-0.364447252375323,-0.365703496632381,-0.361695708157777,-0.376589176168967,-0.376395289769738,-0.364036440486688,-0.367876028435446,-0.36747284429412,-0.370969770203676,-0.370512786592256,-0.367599921211599,-0.367021608497707,-0.366363466885241
GCAM 5.3,R_MAC_30_n8,P2a,Emissions|CO2,Mt CO2/yr,39923.6788858584,15307.5500552958,-7999.99226658398,-8000.0014545689,-7999.99833508005,-8000.00482225355,-8000.00028692895,-8000.00942625844,-8000.00442043536,-8000.71649516885,-7999.99981564137,-7999.99972183175,-8000.004449884,-8000.04601355727,-8000.01005686836,-8000.0054520194,-8000.00591355069
GCAM 5.3,R_MAC_35_n0,P2a,Emissions|CO2,Mt CO2/yr,39923.6651819826,25743.3342215993,12872.7358050121,-0.372370797553661,-0.378868584322785,-0.366077659285065,-0.367646570136134,-0.366186134931791,-0.364851649459418,-0.371062827558356,-0.370778406774752,-0.366888842192228,-0.366845639078912,-0.367112354445675,-0.373336457613863,-0.367567798397511,-0.366485651005753
GCAM 5.3,R_MAC_35_n8,P2a,Emissions|CO2,Mt CO2/yr,39923.6696938546,23076.7133687776,7538.38733388826,-8000.00316850689,-8000.00496813459,-8000.00055849614,-8000.00258752027,-8000.01407642928,-7999.96205023122,-7999.99710078845,-8000.05344506615,-7999.99949623494,-8000.006441245,-8000.04109033002,-7999.68364582973,-8000.08392099187,-8000.00452472229
GCAM 5.3,R_MAC_40_n0,P2a,Emissions|CO2,Mt CO2/yr,39923.6634755302,28961.2562354338,19307.6195792846,9653.68431947928,-0.3679442045373,-0.374707766829186,-0.36529318751818,-0.366937365689212,-0.371968896455707,-0.369590290971347,-0.363724252714059,-0.366861954659798,-0.369945207188048,-0.36867400949302,-0.372115617210619,-0.372111879944548,-0.375044705340021
GCAM 5.3,R_MAC_40_n8,P2a,Emissions|CO2,Mt CO2/yr,39923.6665080821,26961.2846946023,15307.531898281,3651.88996852859,-8000.00394863755,-8000.00098715799,-7999.9936254701,-8000.00596258148,-8000.09766002888,-8000.00295355247,-8000.00596071693,-8000.06060777937,-7999.57958162809,-8000.01008153684,-8000.03794058462,-8000.00779832907,-8000.01086658672
GCAM 5.3,R_MAC_45_n0,P2a,Emissions|CO2,Mt CO2/yr,39923.6631886676,30891.9913402705,23168.9865386631,15445.9609612362,7722.92417517744,-0.363493750183249,-0.371693916666818,-0.369110203992346,-0.373952765106944,-0.371283583561121,-0.369417338624922,-0.370003545577657,-0.375573809990636,-0.366112874592126,-0.369865063345893,-0.370710204497968,-0.362037975244482
GCAM 5.3,R_MAC_45_n8,P2a,Emissions|CO2,Mt CO2/yr,39923.6642847895,29292.0588516802,19969.030927296,10646.0173805348,1323.00706889436,-8000.00119872297,-8000.00618526503,-8000.00120640516,-8000.02113140448,-8000.00477832367,-8000.01400382798,-8000.00148109423,-8000.00983713198,-7999.8679732864,-8000.00211185711,-8000.00479940172,-8000.01128909214
GCAM 5.3,R_MAC_50_n0,P2a,Emissions|CO2,Mt CO2/yr,39923.6630605179,32179.1925876492,25743.3216125314,19307.4710615418,12871.6553656125,6435.78908779087,-0.365631969549927,-0.369998125134281,-0.371084911194192,-0.369651077266647,-0.363936322172483,-0.363789604803069,-0.366225736608937,-0.367032880317797,-0.371123168215036,-0.374348165015078,-0.36778137366875
GCAM 5.3,R_MAC_50_n8,P2a,Emissions|CO2,Mt CO2/yr,39923.6633568523,30845.8546113588,23076.6722663725,15306.1519096099,7538.35862483249,-230.838984967918,-8000.00736575837,-7999.99739367485,-8000.00497495187,-8000.03689916086,-8000.13287908562,-8000.01871418778,-8000.00416490559,-7999.9960284498,-7999.99784314731,-8000.13264845769,-8000.01439588948
GCAM 5.3,R_MAC_55_n0,P2a,Emissions|CO2,Mt CO2/yr,39923.6630401082,33098.5996996102,27582.1422638365,22066.2740045484,16549.2498580789,11032.7885481158,5516.34331131484,-0.366684333849438,-0.373803137459289,-0.37561065885283,-0.367500334005436,-0.361500942069272,-0.372524121401291,-0.371569026043522,-0.370183619065662,-0.366905253337201,-0.370766990583517
GCAM 5.3,R_MAC_55_n8,P2a,Emissions|CO2,Mt CO2/yr,39923.6631998772,31955.7461891291,25296.4903586025,18637.1829617842,11977.8670361249,5318.58438909796,-1340.72203035359,-8000.02488725472,-7999.99880626768,-8000.00072903806,-8000.01610006396,-8000.00412588396,-8000.00389169397,-8000.00162434521,-8000.00712858247,-8000.00034947928,-8000.02944930685
GCAM 5.3,R_MAC_60_n0,P2a,Emissions|CO2,Mt CO2/yr,39923.6627312559,33788.1508776256,28961.2503955993,24134.3613966409,19307.4610755101,14480.5807076702,9653.67546537224,4826.73777406286,-0.369662371984228,-0.373296497155671,-0.37024341913615,-0.373814910133684,-0.371498951440255,-0.373087423038758,-0.367438430732237,-0.368067623016978,-0.366374179206941
GCAM 5.3,R_MAC_60_n8,P2a,Emissions|CO2,Mt CO2/yr,39923.6630717275,32788.1684730419,26961.282609371,21134.3981247763,15307.5317904653,9480.64629555633,3653.75737925561,-2173.12849785849,-8000.00517628969,-8000.01279492751,-8000.00332403413,-8000.39801189761,-8000.00772859177,-7998.83044856722,-8000.99702988598,-8000.00375090852,-8000.02954059445
GCAM 5.3,R_MAC_65_n0,P2a,Emissions|CO2,Mt CO2/yr,39923.6627312559,34324.4689490426,30033.8983882163,25743.3219104431,21452.6028572227,17162.2857217578,12871.6439594242,8579.84181206211,4290.48429997598,-0.369617569497674,-0.376197700764003,-0.36493140865095,-0.377278217172276,-0.372099384176639,-0.368806415357477,-0.368754845645018,-0.366292444012766
GCAM 5.3,R_MAC_65_n8,P2a,Emissions|CO2,Mt CO2/yr,39923.6630656107,33435.6048853404,28256.1528204595,23076.6949666763,17897.1375708875,12717.7946917044,7538.35373306906,2358.88346386508,-2821.1990778781,-7999.99776354768,-7999.50155498134,-8000.00269443296,-8000.00449387214,-8000.02301067006,-8000.0025491482,-8002.86371708828,-8000.02915487208
GCAM 5.3,R_MAC_70_n0,P2a,Emissions|CO2,Mt CO2/yr,39923.6627312559,34753.5402421134,30892.0127486558,27030.5025301999,23169.1388602936,19307.4695802831,15445.9508531815,11584.3584367877,7722.63608123734,3861.4051236641,-0.362096493341358,-0.368338560989427,-0.371763216110574,-0.364879132031806,-0.374846460827296,-0.369966292181655,-0.364494933051771
GCAM 5.3,R_MAC_70_n8,P2a,Emissions|CO2,Mt CO2/yr,39923.6627424655,33953.5271109751,29292.0354484658,24630.5342315647,19969.0174795378,15307.5155050725,10646.0168399295,5984.51399415389,1323.02012360663,-3338.56260903852,-8000.01114097135,-8000.00444792303,-8000.00010204973,-8000.03728148371,-8000.00395780886,-8000.37289956772,-8000.21551648191
GCAM 5.3,R_MAC_75_n0,P2a,Emissions|CO2,Mt CO2/yr,39923.6625933968,35104.6220013741,31594.1084340665,28083.640142037,24573.1745422794,21062.7047498563,17552.2399687123,14041.771536462,10531.2905330631,7020.81622201435,3510.24536003019,-0.37270717746819,-0.376767229598904,-0.372189695207604,-0.372692510781226,-0.376287442128323,-0.373718549628697
GCAM 5.3,R_MAC_75_n8,P2a,Emissions|CO2,Mt CO2/yr,39923.6627424655,34377.283854455,30139.5776033694,25901.8516018462,21663.8445861326,17422.9999951233,13188.6576272473,8950.99375460325,4713.19340054231,475.45948909583,-3762.27289950001,-8000.04150769801,-8000.1114788548,-8000.34973594946,-8000.78238456664,-8000.34426036061,-8000.02193887701
GCAM 5.3,R_MAC_80_n0,P2a,Emissions|CO2,Mt CO2/yr,39923.6624777088,35397.0962230317,32179.9406619625,28961.2795965381,25743.3253803956,22525.4047971879,19306.7828685616,16089.5452272704,12871.5995920664,9653.72366972735,6435.75305360862,3218.30352414463,-0.364650411201383,-0.365551317492629,-0.364134012778552,-0.363390220459973,-0.373502910750434
GCAM 5.3,R_MAC_80_n8,P2a,Emissions|CO2,Mt CO2/yr,39923.6627312559,34730.6507703467,30845.8651106478,26961.3113814948,23076.6848820238,19192.1072937747,15307.5170602639,11422.7915658701,7538.12688683579,3653.76180673453,-230.777840605684,-4115.33705688885,-8000.18773397449,-8000.05885476892,-8000.01518868788,-8000.00560406768,-8000.01082193473
GCAM 5.3,R_MAC_85_n0,P2a,Emissions|CO2,Mt CO2/yr,39923.6624777088,35644.734898023,32674.2440359446,29703.8587869953,26733.1812260607,23763.0583358234,20792.6655479549,17822.5551847184,14851.8793080189,11881.4815815527,8911.08889833019,5940.68302417121,2969.79898066534,-0.364362229834311,-0.366070563134713,-0.366509311388418,-0.368495077365607
GCAM 5.3,R_MAC_85_n8,P2a,Emissions|CO2,Mt CO2/yr,39923.6626129119,35029.2619748581,31443.4959419463,27857.7194683541,24271.8571095079,20686.2835147165,17100.4106926375,13514.6316083785,9928.85561291729,6343.092948188,2756.9714421716,-828.469779140502,-4414.29510204591,-7999.89240693646,-8000.00250513196,-8000.04027327149,-8000.00410794592
GCAM 5.3,R_MAC_90_n0,P2a,Emissions|CO2,Mt CO2/yr,39923.6624777088,35856.8157277259,33098.5749807369,30340.3737831601,27582.1445278369,24823.9370013018,22065.6876040682,19307.4641332892,16549.3982486408,13791.0305739188,11032.71732416,8274.7946481622,5516.11100297442,2758.11919449079,-0.368067165637679,-0.368688531623931,-0.369775184911338
GCAM 5.3,R_MAC_90_n8,P2a,Emissions|CO2,Mt CO2/yr,39923.6626129119,35285.3878437377,31955.7511693837,28626.1052580854,25296.3975128885,21966.8137237869,18637.166702605,15307.5219878626,11977.8469953686,8648.22434931991,5318.22348867739,1988.94107169494,-1340.7053992239,-4670.35779661048,-8000.04102768747,-8000.00211354113,-8000.00890891498
GCAM 5.3,R_MAC_95_n0,P2a,Emissions|CO2,Mt CO2/yr,39923.6624777088,36040.6937964996,33466.3589966984,30892.013941581,28317.7556721809,25743.3804251998,23168.9846945277,20594.4943313625,18020.31755701,15446.0635174032,12871.6328896192,10297.4066145783,7722.93371552244,5148.94584936044,2574.24435797987,-0.368439940176986,-0.367244363917887
