Model,Scenario,Policy_category,Variable,Unit,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
GCAM 5.3,R_MAC_40_n8,P2a,Final Energy|Industry|Solids|Coal,EJ/yr,51.48851418,25.7655431053,16.406876692,6.2959377253,1.93579820038847,1.79233616270439,1.57526040800441,1.30862123277659,1.03505271272234,0.801486630137758,0.652779451610496,0.577400627857176,0.537853089056753,0.497343134568245,0.449821674183404,0.400105594684995,0.350538068321787
GCAM 5.3,R_MAC_45_n0,P2a,Final Energy|Industry|Solids|Coal,EJ/yr,51.48851418,31.045930643,23.8952603432,17.261595791,9.55326592495,3.83883099066086,3.7896024410052,2.98185825794915,2.33223932237177,1.85177853571834,1.53805734795445,1.307453599869,1.15584117639614,1.04228349876152,0.94935460557143,0.85384716656481,0.76789379162016
GCAM 5.3,R_MAC_45_n8,P2a,Final Energy|Industry|Solids|Coal,EJ/yr,51.48851418,28.6586174888,20.8975231359,12.37354814569,5.0079507049465,1.68742800808401,1.56830701268295,1.31886014219409,1.06667423907127,0.83877464800252,0.676030686267799,0.577865019824507,0.53028780672542,0.489240707742584,0.441782827263401,0.394112003110591,0.341761319668362
GCAM 5.3,R_MAC_50_n0,P2a,Final Energy|Industry|Solids|Coal,EJ/yr,51.48851418,33.318042147,26.433391674,21.0336620646,14.7225986721,7.812520024902,3.37957555690332,2.9680767240659,2.36410805165246,1.8960946954237,1.58396385481625,1.33961881995725,1.15886424485431,1.03355618973312,0.93594649847989,0.84809572143998,0.76713422442514
GCAM 5.3,R_MAC_50_n8,P2a,Final Energy|Industry|Solids|Coal,EJ/yr,51.48851418,30.971066391,23.8071755744,17.121888012,9.39012314182,3.73699222638638,1.51952058147866,1.32038065790622,1.08628668696371,0.866714120970819,0.699813429524459,0.585616315429429,0.519936065635164,0.476587688231916,0.434595063813218,0.388943079500182,0.338584547561261
GCAM 5.3,R_MAC_55_n0,P2a,Final Energy|Industry|Solids|Coal,EJ/yr,51.48851418,35.157518714,28.387294533,23.5951833133,18.5881094803,11.99955655279,6.383391583929,2.74551104735031,2.3550963424987,1.92549743604063,1.61884520615117,1.37382877931237,1.18299982159485,1.03467687085228,0.9290323750907,0.83860987645494,0.76273821664943
GCAM 5.3,R_MAC_55_n8,P2a,Final Energy|Industry|Solids|Coal,EJ/yr,51.48851418,32.898905601,25.979397819,20.3953333727,13.76996250208,6.976136440229,2.89149233729681,1.29683711337809,1.09105506961336,0.872846688737905,0.707674541650903,0.591579651459659,0.522750436543545,0.472421915622508,0.42846819103357,0.382756962894814,0.33742128513035
GCAM 5.3,R_MAC_60_n0,P2a,Final Energy|Industry|Solids|Coal,EJ/yr,51.48851418,36.676531145,29.952631157,25.46675362,21.3000908707,15.5879942812,9.79075553167,4.9677890098657,2.2608394798882,1.94210854167995,1.64628851778901,1.40511133587766,1.21262403194651,1.05349538055771,0.93025079430311,0.83505049907433,0.75678725423965
GCAM 5.3,R_MAC_60_n8,P2a,Final Energy|Industry|Solids|Coal,EJ/yr,51.48851418,34.51205841,27.711893749,22.7382641665,17.3035202905,10.45444673367,5.1766101636799,2.14361108814858,1.07892269834975,0.881285426808658,0.722833263617643,0.609075786197714,0.53767675172401,0.480923630277579,0.430579825187615,0.377421358461611,0.333886612463353
GCAM 5.3,R_MAC_65_n0,P2a,Final Energy|Industry|Solids|Coal,EJ/yr,51.48851418,37.934214654,31.214024798,26.846034935,23.2039116537,18.3080568993,13.05497984141,7.636711699629,3.9136819780069,1.90680229006131,1.66593602765221,1.43250542010413,1.24258119997433,1.07939771820053,0.944857558712445,0.83740691557543,0.75624359999272
GCAM 5.3,R_MAC_65_n8,P2a,Final Energy|Industry|Solids|Coal,EJ/yr,51.48851418,35.885994318,29.141235611,24.5166225598,19.9466591235,13.7600455436,7.910513062308,3.66199466786632,1.65709317936931,0.906771612350826,0.757232066846774,0.648293214968909,0.574439820012971,0.510748149128339,0.445793056764242,0.383823866571545,0.338176862217977
GCAM 5.3,R_MAC_70_n0,P2a,Final Energy|Industry|Solids|Coal,EJ/yr,51.48851418,38.981788275,32.223728631,27.985148005,24.696410492,20.5453468211,15.8251927603,10.29004442866,5.892288994123,3.13671929105964,1.65790022343995,1.45325291972926,1.26924309862731,1.10693700048604,0.968289112944537,0.853001546143142,0.76035285245769
GCAM 5.3,R_MAC_70_n8,P2a,Final Energy|Industry|Solids|Coal,EJ/yr,51.48851418,37.057262246,30.339147007,25.904230335,21.9111621,16.3749190048,10.7440552006,5.69688569111,2.65383734578083,1.3242786391821,0.780009613490974,0.678030177592708,0.603280487459551,0.536533057251653,0.467239998440399,0.402352821810952,0.350950209409119
GCAM 5.3,R_MAC_75_n0,P2a,Final Energy|Industry|Solids|Coal,EJ/yr,51.48851418,39.860305698,33.015681085,29.126282317,26.101320573,22.3409415899,18.1181457857,12.78368771798,7.94314337598,4.6294182162462,2.55275181574335,1.45443349710348,1.284549603193,1.12817081865106,0.990462594802048,0.873487929578308,0.773362176182008
GCAM 5.3,R_MAC_75_n8,P2a,Final Energy|Industry|Solids|Coal,EJ/yr,51.48851418,38.061388555,31.338932314,26.973663949,23.3743385352,18.5805047106,13.3898238768,7.938083363098,4.1319839247919,2.02140436931237,1.10773956806736,0.702870720361147,0.626638133980438,0.558123858341775,0.48326076510541,0.415214761892787,0.359618942667391
GCAM 5.3,R_MAC_80_n0,P2a,Final Energy|Industry|Solids|Coal,EJ/yr,51.48851418,40.602702602,33.920924595,30.139859286,27.307416907,23.838768944,20.0024408965,14.9722177913,9.99361584903,6.233805198293,3.6600322480927,2.11415102585042,1.27651097904704,1.13679300524091,1.00644457179057,0.891433588895388,0.789614339996728
GCAM 5.3,R_MAC_80_n8,P2a,Final Energy|Industry|Solids|Coal,EJ/yr,51.48851418,38.925488639,32.170733123,27.911731171,24.604639106,20.4257271819,15.6745203819,10.13491894273,5.77301705358,3.05129832914276,1.6130210041721,0.960715688098323,0.645250939226808,0.577670582760886,0.498942206043239,0.428237062466366,0.368297069903132
GCAM 5.3,R_MAC_85_n0,P2a,Final Energy|Industry|Solids|Coal,EJ/yr,51.48851418,41.235080134,34.729441712,31.037953712,28.359326707,25.113320647,21.5839376649,16.8460371728,11.9274916201,7.888423930143,4.8779031152155,2.95587530350323,1.78475184881351,1.12473005057783,1.01164711791369,0.9042222693689,0.80464897058276
GCAM 5.3,R_MAC_85_n8,P2a,Final Energy|Industry|Solids|Coal,EJ/yr,51.48851418,39.670532571,32.835387016,28.875286774,25.79689307,21.9584703532,17.627815178,12.23184167388,7.464354936077,4.2720186376955,2.32400072517633,1.3283292931015,0.844873440413346,0.588706270055194,0.51164857577419,0.437838878247983,0.373918634227565
GCAM 5.3,R_MAC_90_n0,P2a,Final Energy|Industry|Solids|Coal,EJ/yr,51.48851418,41.775741049,35.44726888,31.841490137,29.287945118,26.220140866,22.935048024,18.4411575629,13.6777179243,9.53326299667,6.155092505079,3.9110553248034,2.42858146631205,1.51605813886263,0.997434764591569,0.906159797719047,0.814325456864694
GCAM 5.3,R_MAC_90_n8,P2a,Final Energy|Industry|Solids|Coal,EJ/yr,51.48851418,40.318370078,33.565734821,29.747435746,26.842459634,23.2656432815,19.2867528649,14.1299888517,9.17573347086,5.578595439669,3.19505464939204,1.82278832448045,1.11277693253383,0.744587679738231,0.521328151951081,0.444151721345638,0.382984616838473
GCAM 5.3,R_MAC_95_n0,P2a,Final Energy|Industry|Solids|Coal,EJ/yr,51.48851418,42.245786446,36.087387726,32.568559365,30.121862354,27.196642952,24.111235587,19.8115785751,15.2309649312,11.09408743501,7.45460734557,4.928166680093,3.1770478581336,2.01285324039227,1.30655768236565,0.893134484311218,0.815468248574769
GCAM 5.3,R_MAC_95_n8,P2a,Final Energy|Industry|Solids|Coal,EJ/yr,51.48851418,40.882908118,34.276210912,30.534903356,27.771636885,24.40572058,20.7084220908,15.8058464197,10.83699657645,6.935201795015,4.1710305135533,2.45352493718028,1.47454134243513,0.946796981059889,0.655198671857912,0.454120548906923,0.392276075950216
GCAM 5.3,R_MAC_99_n0,P2a,Final Energy|Industry|Solids|Coal,EJ/yr,51.48851418,42.65466227,36.662838281,33.226511892,30.876404613,28.072397813,25.146425926,21.0077380514,16.5947591887,12.5195832787,8.73605869091,5.975312448401,3.991640900489,2.5996114601724,1.69821235540618,1.14227032842033,0.806463806727225
GCAM 5.3,R_MAC_99_n8,P2a,Final Energy|Industry|Solids|Coal,EJ/yr,51.48851418,41.379302497,34.918940178,31.250098423,28.604471113,25.408771331,21.9470051034,17.2754633314,12.39062752164,8.31037021924,5.197709069764,3.19035720148439,1.93600231462121,1.21412801246954,0.816103367274624,0.582914260633402,0.408889558574246
GCAM 5.3,SSP1-DACCS-1p9-3pctHR,P2a,Final Energy|Industry|Solids|Coal,EJ/yr,46.96961461,23.554384101,20.417666047,17.4606997059,14.3796873983,11.1787372949,8.4456134772,6.12166568968,4.46806374488,3.27033174158,2.4055593395,1.75435971442,1.271699912126,0.919863826158,0.652398818565,0.4532419184263,0.31178911562797
GCAM 5.3,SSP1-DACCS-2p6-3pctHR,P2a,Final Energy|Industry|Solids|Coal,EJ/yr,46.96959231,33.80423695,30.638952593,28.375985302,25.65379064,22.068780181,18.3162136283,14.4681209656,11.169868539,8.5655188523,6.5610267125,4.94562199204,3.71436931253,2.77258324536,2.07364528377,1.52431764752,1.10444300115
GCAM 5.3,SSP1-highcostDACCS-2p6-3pctHR,P2a,Final Energy|Industry|Solids|Coal,EJ/yr,46.94718851,33.23863233,29.9840635,27.63957882,24.81015527,21.12827117,17.32753377,13.53331474,10.34620699,7.868489405,5.988820556,4.497436444,3.363310871,2.494795559,1.8269792,1.353613933,0.982892949
GCAM 5.3,SSP1-lowcostDACCS-2p6-3pctHR,P2a,Final Energy|Industry|Solids|Coal,EJ/yr,46.94720917,35.33073307,32.34369048,30.14205282,27.43043759,23.75582487,19.88469794,15.8897887,12.41500536,9.62104896,7.448185132,5.67429447,4.317006197,3.264703351,2.433487453,1.786787696,1.296287202
GCAM 5.3,SSP1-noDACCS-1p9-3pctHR,P2a,Final Energy|Industry|Solids|Coal,EJ/yr,46.9695964,25.338458123,22.096684321,19.1669117979,16.1017142752,12.7285295634,9.742749496,7.1204713649,5.16185287471,3.75200676974,2.75317526691,1.9958877386,1.49514514991,1.095841991902,0.784112884104,0.545454331886,0.3715269555399
GCAM 5.3,SSP1-noDACCS-2p6-3pctHR,P2a,Final Energy|Industry|Solids|Coal,EJ/yr,46.96960969,33.42026047,30.206373663,27.902317792,25.159364066,21.573024185,17.8354916633,14.0264282885,10.7840507542,8.2402769448,6.2912309921,4.73140121719,3.54195895176,2.6297660444,1.9129513466,1.33157062097,0.947076337007
GCAM 5.3,SSP2-DACCS-2p6-3pctHR,P2a,Final Energy|Industry|Solids|Coal,EJ/yr,49.5131444,53.10793581,54.18749065,55.31472545,25.591677476,22.729865244,19.6983042348,16.5152189315,13.4224098972,10.6707602962,8.1361497755,6.3365785036,4.81880120921,3.61544713843,2.6818036413,1.995053381661,1.512007452416
GCAM 5.3,SSP2-noDACCS-2p6-3pctHR,P2a,Final Energy|Industry|Solids|Coal,EJ/yr,49.53961673,53.07705045,54.15887591,55.29999384,22.116163495,19.2642614536,16.3378262741,13.4275019473,10.7283222343,8.4121491892,6.27218943169,4.87840307303,3.68940495978,2.767818783831,2.064490622617,1.5506037846835,1.18782889518741
GCAM 5.3,SSP4-DACCS-1p9-3pctHR,P2a,Final Energy|Industry|Solids|Coal,EJ/yr,48.73311966,35.638709375,31.791435198,29.683588463,27.18211492,23.667951472,19.9256928499,16.0390364703,12.6249358008,9.8614480099,7.6937126239,5.82841856529,4.3798235506,3.27517867253,2.4361405752,1.816996198244,1.37446066196
GCAM 5.3,SSP4-DACCS-2p6-3pctHR,P2a,Final Energy|Industry|Solids|Coal,EJ/yr,48.73594186,40.38561802,38.281923823,36.804893885,34.872405291,31.618016188,27.840204648,23.605360958,19.6717252402,16.1999271089,13.0710443453,10.3018780772,8.0454077814,6.232988405,4.72371542303,3.54857965699,2.65965929416
GCAM 5.3,SSP4-highcostDACCS-2p6-3pctHR,P2a,Final Energy|Industry|Solids|Coal,EJ/yr,48.73321909,36.03711747,32.26918767,30.19404588,27.70674866,24.18849041,20.39767799,16.42804745,12.91462495,10.0092367,7.621201596,5.699651742,4.261139496,3.278180401,2.491024233,1.882646586,1.421637772
GCAM 5.3,SSP4-medcostDACCS-2p6-3pctHR,P2a,Final Energy|Industry|Solids|Coal,EJ/yr,48.73336664,37.65621045,34.44657167,32.56040035,30.21756059,26.76998897,22.95080011,18.86316831,15.15374833,11.99503239,9.318096495,7.078915599,5.391742121,4.144901822,3.122819266,2.339974238,1.75821439
GCAM 5.3,SSP4-noDACCS-1p9-3pctHR,P2a,Final Energy|Industry|Solids|Coal,EJ/yr,48.75913499,26.932759113,23.867189174,20.9502522563,17.9747549852,14.5526939048,11.3044626225,8.3786129155,6.12732343553,4.59946066695,3.483454689774,2.619902367928,1.9903974649279,1.533440028448,1.17813782548338,0.910805556403396,0.709442908427743
GCAM 5.3,SSP4-noDACCS-2p6-3pctHR,P2a,Final Energy|Industry|Solids|Coal,EJ/yr,48.76348624,36.059395106,32.306712301,30.258317668,27.831295589,24.389054886,20.6476573444,16.6816998417,13.1482865578,10.2141857723,7.7891460904,5.82881647671,4.35136005881,3.34267919246,2.54156300953,1.919865182482,1.448243516121
GCAM 5.3,SSP5-DACCS-1p9-3pctHR,P2a,Final Energy|Industry|Solids|Coal,EJ/yr,49.78877501,55.12348123,59.16271076,63.22469842,28.897452227,25.966913167,22.67115042,19.0814688472,15.4673136654,12.2478456603,9.09702685965,6.75526075779,4.95396073622,3.581218933166,2.575100485489,1.8563427073873,1.37579038035773
GCAM 5.3,SSP5-DACCS-2p6-3pctHR,P2a,Final Energy|Industry|Solids|Coal,EJ/yr,49.78877501,55.14749384,59.18601118,63.22711284,36.060839344,32.813757128,29.201895478,25.158287811,21.0903334485,17.3461415185,13.6502421706,10.5193572029,7.9554261289,5.91944765588,4.29660551925,3.079133368788,2.221910931031
GCAM 5.3,SSP5-noDACCS-2p6-3pctHR,P2a,Final Energy|Industry|Solids|Coal,EJ/yr,49.81584644,55.11328473,59.14900211,63.21114643,21.7694865525,19.0984206443,16.0602839257,13.070360481,10.26215267405,7.85616365479,5.627195334823,4.101429465438,2.9884218866628,2.2159931346538,1.66348076925049,1.26956535438377,0.996082388704323
GCAM 5.3,SSP_SSP1,P2a,Final Energy|Industry|Solids|Coal,EJ/yr,49.60186945,33.228212434,25.407476307,19.568054223,14.1550366816,8.5504581678,4.6391470231,2.25336376471,0.90018993863104,0.755603624141875,0.60748540022535,0.496118703640742,0.414577851203909,0.348046157888817,0.306890426438832,0.273194391458397,0.238839161361708
GCAM 5.3,SSP_SSP2,P2a,Final Energy|Industry|Solids|Coal,EJ/yr,46.22177866,33.767645016,27.170545108,21.879000173,15.9684426204,9.32145586063,4.7625992696509,2.02406181039773,0.979983035795585,0.794938365218362,0.643401315354781,0.534437068500714,0.461813049296322,0.40525734306821,0.35235483253318,0.298522338416131,0.258223186824787
GCAM 5.3,SSP_SSP3,P2a,Final Energy|Industry|Solids|Coal,EJ/yr,46.03646049,34.747740085,28.161014999,23.044640993,17.4348583513,10.74309745267,5.2817011295053,2.14157840886794,1.0126159430955,0.847518169885782,0.709343743411207,0.596722462029871,0.519615251845256,0.459152895479924,0.410446598834958,0.3696480486131,0.32584782120794
GCAM 5.3,SSP_SSP4,P2a,Final Energy|Industry|Solids|Coal,EJ/yr,46.78646373,34.584720017,27.665322839,22.5380876347,16.8842768848,9.92094004562,5.102080275603,2.21027715710211,1.11523844607048,0.940217880987209,0.788342127265256,0.675542934323317,0.593672476239055,0.533461768772859,0.489353402966023,0.448510583068222,0.404394881693503
GCAM 5.3,SSP_SSP5,P2a,Final Energy|Industry|Solids|Coal,EJ/yr,46.01178264,32.056941928,25.854965285,20.294664448,13.76776332345,7.560147499096,3.58608152440263,1.61936456887781,0.886580869460099,0.714783187920143,0.5866370946279,0.502109519745381,0.437058217947295,0.376239101845893,0.3167315927637,0.270286550819012,0.23345493486
GCAM-PR 5.3,PR_CP_Intensity,P1b,Final Energy|Industry|Solids|Coal,EJ/yr,40.774385224,40.678725724,39.97169087,45.217238103,46.409523354,47.535107352,48.124279596,46.014782921,42.039753932,36.72065457,32.182719289,29.068914173,26.782272063,23.554986774,20.343269722,17.527513103,15.122354458
GCAM-PR 5.3,PR_CP_Price,P3a,Final Energy|Industry|Solids|Coal,EJ/yr,40.768232125,40.678274379,39.97148932,45.31736972,50.04660121,51.08757244,51.2184804,51.46176645,50.67034661,49.751117762,47.95964402,46.631784199,45.073090542,43.269752439,41.638483019,39.959996552,38.245235703
GCAM-PR 5.3,PR_NDC_Intensity,P1c,Final Energy|Industry|Solids|Coal,EJ/yr,40.768232125,38.9216360631,37.6595328042,41.84899481917,42.284124127207,42.0895372834457,42.1296941991436,39.4484013832786,35.4953394805947,30.321024480243,26.0202167331584,22.6543379152619,19.8726014976824,17.085887553957,14.5189691815286,12.2502679985982,10.5126113363853
GCAM-PR 5.3,PR_NDC_Price,P3b,Final Energy|Industry|Solids|Coal,EJ/yr,40.768232125,38.9260747602,37.6420853178,42.3823575705,46.530932167,47.1093534504,46.89871995415,46.62138474102,45.593298996699,44.4295772446,42.2819412251872,40.6609454006447,38.7886340881864,36.8551833025139,34.9445946686702,33.1122917581333,31.1712671892239
GCAM-PR 5.3,PR_baseline,P1a,Final Energy|Industry|Solids|Coal,EJ/yr,47.20539536,50.83886212,51.61772122,54.69099975,58.24414674,60.33202398,61.67614273,61.98145296,61.54591685,61.02952262,60.06874141,58.74692825,57.24299177,55.74261619,54.3071669,52.77583514,51.42753072
GCAM5.2_NET,GCAM_1.5C_high_os_high-cost-DAC,P2,Final Energy|Industry|Solids|Coal,EJ/yr,43.83071,47.93093,40.65449,24.81496,14.8181,5.600158,3.894903,3.787,3.517438,3.294667,3.037396,2.734735,2.478453,2.278184,2.109728,1.979641,1.877831
GCAM5.2_NET,GCAM_1.5C_high_os_low-cost-DAC,P2,Final Energy|Industry|Solids|Coal,EJ/yr,43.83071,47.93093,40.65449,24.81496,14.8181,8.120488,7.956576,7.580353,7.10493,6.689292,6.217329,5.633698,5.139444,4.743576,4.394082,4.096118,3.884058
GCAM5.2_NET,GCAM_1.5C_low_os_high-cost-DAC,P2,Final Energy|Industry|Solids|Coal,EJ/yr,43.83071,21.82583,13.24432,5.794126,4.181253,4.151071,4.006172,3.757784,3.463319,3.182845,2.970906,2.794912,2.637835,2.499575,2.355156,2.176371,2.017844
GCAM5.2_NET,GCAM_1.5C_low_os_low-cost-DAC,P2,Final Energy|Industry|Solids|Coal,EJ/yr,43.83071,21.82583,13.24432,8.067162,8.224933,8.119608,7.725628,7.383034,6.924102,6.474488,6.108426,5.735077,5.367915,5.105615,4.779827,4.365626,4.132518
GCAM5.2_NET,GCAM_1.5C_low_os_noDAC,P2,Final Energy|Industry|Solids|Coal,EJ/yr,43.83072,21.82571,13.24431,5.795073,3.63103,2.513352,2.098706,1.667774,1.334286,1.044732,0.8994732,0.8177138,0.7496617,0.6791414,0.6114938,0.5438658,0.4803563
IMACLIM 1.1,SSP1_NoPolicy_TranspBase,P1a,Final Energy|Industry|Solids|Coal,EJ/yr,59.85,67.38,73.69,78.25,81.96,83.93,81.74,77.67,75.08,72.55,68.42,63.06,55.76,55.76,55.76,55.76,55.76
IMACLIM 1.1,SSP1_NoPolicy_TranspOpt,P1a,Final Energy|Industry|Solids|Coal,EJ/yr,60.78,69.06,77.21,84.42,90.54,94.08,93.28,90.64,90.06,91.37,92.74,91.83,86.98,86.98,86.98,86.98,86.98
IMACLIM 1.1,SSP1_RCP34_TranspBase,P2a,Final Energy|Industry|Solids|Coal,EJ/yr,42.17,39.61,34.72,29.33,23.44,17.16,11.03,6.564,4.204,3.138,2.604,2.296,2.296,2.296,2.296,2.296,2.296
IMACLIM 1.1,SSP1_RCP34_TranspOpt,P2a,Final Energy|Industry|Solids|Coal,EJ/yr,45.24,44.15,40.75,36.95,32.22,26.18,19.01,12.73,8.576,6.168,4.578,3.456,2.938,2.938,2.938,2.938,2.938
IMACLIM 1.1,SSP1_RCP45_TranspBase,P2a,Final Energy|Industry|Solids|Coal,EJ/yr,47.79,53.67,59.38,64.06,64.17,60.39,52.5,40.37,27.14,17.43,10.38,5.538,3.165,3.165,3.165,3.165,3.165
IMACLIM 1.1,SSP1_RCP45_TranspOpt,P2a,Final Energy|Industry|Solids|Coal,EJ/yr,50.71,58.03,65.11,70.72,72.54,70.24,62.69,50.6,36.92,25.8,16.52,9.457,5.802,5.802,5.802,5.802,5.802
IMACLIM 1.1,SSP3_NoPolicy_TranspBase,P1a,Final Energy|Industry|Solids|Coal,EJ/yr,56.18,65.63,73.28,80.07,87.06,93.63,98.93,102.4,105.1,108.6,112.2,114.6,114.5,114.5,114.5,114.5,114.5
IMACLIM 1.1,SSP3_NoPolicy_TranspOpt,P1a,Final Energy|Industry|Solids|Coal,EJ/yr,56.37,65.39,73.02,79.93,86.95,93.71,98.95,102.6,106.2,110.0,113.5,116.7,119.4,119.4,119.4,119.4,119.4
IMACLIM 1.1,SSP3_NoPolicy_Transp_111,P1a,Final Energy|Industry|Solids|Coal,EJ/yr,42.9,46.71,49.69,52.12,54.62,56.83,58.16,58.75,59.07,59.62,60.16,60.1,58.9,58.9,58.9,58.9,58.9
IMACLIM 1.1,SSP3_NoPolicy_Transp_112,P1a,Final Energy|Industry|Solids|Coal,EJ/yr,42.9,46.71,49.73,52.22,54.79,57.0,58.31,59.0,59.35,59.69,60.39,61.16,61.08,61.08,61.08,61.08,61.08
IMACLIM 1.1,SSP3_NoPolicy_Transp_121,P1a,Final Energy|Industry|Solids|Coal,EJ/yr,42.94,46.6,49.46,51.79,54.34,56.58,57.85,58.48,59.11,59.71,60.22,60.66,60.66,60.66,60.66,60.66,60.66
IMACLIM 1.1,SSP3_NoPolicy_Transp_211,P1a,Final Energy|Industry|Solids|Coal,EJ/yr,42.83,46.55,49.48,51.83,54.38,56.69,58.1,58.94,59.69,60.41,60.96,61.41,61.28,61.28,61.28,61.28,61.28
IMACLIM 1.1,SSP3_NoPolicy_Transp_222,P1a,Final Energy|Industry|Solids|Coal,EJ/yr,42.86,46.45,49.15,51.51,54.19,56.67,58.14,58.75,59.61,60.74,61.6,62.37,63.25,63.25,63.25,63.25,63.25
IMACLIM 1.1,SSP3_RCP34_TranspBase,P2a,Final Energy|Industry|Solids|Coal,EJ/yr,44.1,45.71,44.07,40.36,35.87,31.03,24.77,17.92,12.44,8.568,5.61,3.726,2.963,2.963,2.963,2.963,2.963
IMACLIM 1.1,SSP3_RCP34_TranspOpt,P2a,Final Energy|Industry|Solids|Coal,EJ/yr,45.8,48.11,47.25,44.5,40.96,36.85,30.87,23.59,17.04,11.97,7.892,5.153,4.089,4.089,4.089,4.089,4.089
IMACLIM 1.1,SSP3_RCP34_Transp_111,P2a,Final Energy|Industry|Solids|Coal,EJ/yr,39.08,39.75,38.96,37.09,34.38,30.9,25.25,18.2,12.06,7.673,4.512,2.591,1.801,1.801,1.801,1.801,1.801
IMACLIM 1.1,SSP3_RCP34_Transp_112,P2a,Final Energy|Industry|Solids|Coal,EJ/yr,39.16,39.9,39.22,37.56,35.18,32.06,26.62,19.52,13.11,8.421,4.97,2.843,1.981,1.981,1.981,1.981,1.981
IMACLIM 1.1,SSP3_RCP34_Transp_121,P2a,Final Energy|Industry|Solids|Coal,EJ/yr,39.86,40.79,40.11,38.48,36.29,33.47,28.32,21.17,14.33,9.183,5.402,3.029,2.024,2.024,2.024,2.024,2.024
IMACLIM 1.1,SSP3_RCP34_Transp_211,P2a,Final Energy|Industry|Solids|Coal,EJ/yr,39.35,40.12,39.44,37.78,35.51,32.62,27.48,20.57,14.1,9.169,5.459,3.124,2.144,2.144,2.144,2.144,2.144
IMACLIM 1.1,SSP3_RCP34_Transp_222,P2a,Final Energy|Industry|Solids|Coal,EJ/yr,40.15,41.13,40.51,39.2,37.62,35.44,30.93,24.15,17.06,11.28,6.799,3.864,2.553,2.553,2.553,2.553,2.553
IMACLIM 1.1,SSP3_RCP45_TranspBase,P2a,Final Energy|Industry|Solids|Coal,EJ/yr,48.73,56.59,62.96,68.05,71.56,73.14,70.37,61.7,48.99,36.38,24.72,15.06,9.037,9.037,9.037,9.037,9.037
IMACLIM 1.1,SSP3_RCP45_TranspOpt,P2a,Final Energy|Industry|Solids|Coal,EJ/yr,50.45,58.64,64.69,69.67,74.02,76.65,74.78,68.04,57.79,46.02,33.3,21.89,14.02,14.02,14.02,14.02,14.02
IMACLIM 1.1,SSP3_RCP45_Transp_111,P2a,Final Energy|Industry|Solids|Coal,EJ/yr,42.21,46.3,48.64,50.43,52.07,53.22,51.67,47.47,40.54,31.41,21.44,12.99,7.283,7.283,7.283,7.283,7.283
IMACLIM 1.1,SSP3_RCP45_Transp_112,P2a,Final Energy|Industry|Solids|Coal,EJ/yr,42.28,46.26,48.71,50.65,52.31,53.62,51.74,47.12,40.21,31.45,21.73,13.27,7.59,7.59,7.59,7.59,7.59
IMACLIM 1.1,SSP3_RCP45_Transp_121,P2a,Final Energy|Industry|Solids|Coal,EJ/yr,42.82,46.98,49.4,51.33,52.8,53.62,52.08,48.52,42.44,34.18,24.36,15.25,8.866,8.866,8.866,8.866,8.866
IMACLIM 1.1,SSP3_RCP45_Transp_211,P2a,Final Energy|Industry|Solids|Coal,EJ/yr,42.43,46.45,49.05,50.99,52.36,53.36,51.85,47.93,41.59,33.41,23.89,15.04,8.852,8.852,8.852,8.852,8.852
IMACLIM 1.1,SSP3_RCP45_Transp_222,P2a,Final Energy|Industry|Solids|Coal,EJ/yr,42.91,46.99,49.39,51.49,53.31,54.23,52.88,49.84,44.57,37.06,27.47,18.02,11.11,11.11,11.11,11.11,11.11
IMACLIM-NLU 1.0,EMF33_tax_hi_none,P2a,Final Energy|Industry|Solids|Coal,EJ/yr,49.48,48.0,49.97,49.95,48.22,45.4,39.94,33.55,25.83,19.67,15.63,12.9,9.799,6.692,4.497,3.139,2.325
IMACLIM-NLU 1.0,EMF33_tax_lo_none,P2a,Final Energy|Industry|Solids|Coal,EJ/yr,49.48,49.98,53.32,54.86,55.35,55.54,54.11,53.05,50.81,49.82,46.69,44.18,39.92,36.31,31.93,28.94,25.28
IMAGE 3.0,CO_2Deg2020,P2a,Final Energy|Industry|Solids|Coal,EJ/yr,39.326171875,34.84778125,31.73755078125,26.966859375,24.0400703125,23.404109375,24.511919921875,26.51539453125,28.518869140625,28.4302998046875,28.34173046875,27.3028056640625,26.263880859375,25.48860546875,24.713330078125,23.736705078125,22.760080078125
IMAGE 3.0,CO_2Deg2030,P3b,Final Energy|Industry|Solids|Coal,EJ/yr,39.32562109375,40.08944140625,38.947,29.19773046875,28.233830078125,26.94591015625,25.57769921875,23.645359375,21.71301953125,18.3984296875,15.08383984375,13.350955078125,11.6180703125,11.340939941406251,11.0638095703125,10.12605322265625,9.188296875
IMAGE 3.0,CO_BAU,P1a,Final Energy|Industry|Solids|Coal,EJ/yr,39.5487109375,41.24253125,40.5351796875,37.038609375,34.1439609375,31.816419921875,31.306119140625,31.9858193359375,32.66551953125,33.06533984375,33.46516015625,33.597820312500005,33.73048046875,33.08741015625,32.44433984375,31.1802900390625,29.916240234375
IMAGE 3.0,CO_Bridge,P3c,Final Energy|Industry|Solids|Coal,EJ/yr,38.80841015625,39.19037109375,36.498609375,28.238599609375,27.24083984375,25.9055703125,23.7592890625,21.439474609375,19.11966015625,15.420550292968748,11.7214404296875,10.34215185546875,8.96286328125,9.39546142578125,9.8280595703125,9.196409667968751,8.564759765625
