Model,Scenario,Policy_category,Variable,Unit,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
GCAM-PR 5.3,PR_NDC_Price,P3b,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,36162.7514229113,36235.4964928641,35784.9276829806,36088.2258629621,36286.1121146438,35048.0477803875,33440.3457710329,33435.2812229793,33845.2080828447,34634.6018135352,35207.7530514725,35464.8092691207,35412.300181186,35401.2198815432,35150.6925273198,34834.7258193084,34297.2635732475
GCAM-PR 5.3,PR_baseline,P1a,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,38689.74111,40880.54199,42224.04375,43931.96763,45593.37575,46215.92715,46641.45393,48028.12415,49662.30775,51523.6519,53612.9444,55189.89445,56324.47804,57863.33012,59345.38892,60807.7552,62454.57054
GCAM5.2_NET,GCAM_1.5C_high_os_high-cost-DAC,P2,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,39856.6488996796,42634.5915318385,41194.9281456424,31052.8387914338,18348.8277741686,6278.39744145,-2911.20946956838,-7396.27624386385,-12059.9183702851,-14122.7136342899,-15424.8559349949,-16604.2953069511,-17200.9114727497,-17627.9955983301,-18069.3398809224,-18533.2133743306,-19003.8721011512
GCAM5.2_NET,GCAM_1.5C_high_os_low-cost-DAC,P2,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,39856.6487591208,42634.5911998657,41194.927496861,31052.8374074359,18348.8262274738,6545.73295978199,-3187.66164159529,-7747.87232705147,-12299.5409531133,-14188.2841915219,-15453.0853178661,-16592.8504991335,-17150.8119724321,-17537.7275075957,-17983.327402632,-18492.3306446762,-19015.741402804
GCAM5.2_NET,GCAM_1.5C_low_os_high-cost-DAC,P2,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,39856.6489353091,27562.8764650407,16243.6068730511,4911.59547359213,464.091542121987,-2751.74348268841,-4001.46458980918,-4858.95147359617,-5114.68291973921,-5283.27111783732,-5353.13264572595,-5407.37788551036,-5478.47459887162,-5556.37811638349,-5631.11797866355,-5674.15316856286,-5667.82052151886
GCAM5.2_NET,GCAM_1.5C_low_os_low-cost-DAC,P2,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,39856.648829777,27562.8759952842,16243.6062496413,5567.19360998347,187.316480739091,-3179.73284926736,-4240.70597069181,-5002.11659444526,-5229.33084258357,-5343.70420474989,-5393.80041373429,-5441.62335838349,-5500.71335051004,-5556.97116246247,-5625.56622228767,-5635.16274398351,-5674.1165783645
GCAM5.2_NET,GCAM_1.5C_low_os_noDAC,P2,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,39856.6478714547,27562.7973123751,16243.6091169122,4911.30871049401,371.405309355391,-2579.32175681095,-3686.2057760096,-4544.37544764301,-4842.53195423863,-5044.04451162304,-5190.32015439943,-5316.51484134735,-5417.95240828288,-5510.67836339596,-5580.83477719178,-5624.92050839003,-5647.66982493344
GEM-E3_V2021,EN_INDCi2030_1000,P3b,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,36960.3766414792,37085.5517807302,36936.6147084009,25445.6138941655,19764.3250319869,15547.3769470844,10988.4795272015,7802.18943599762,5411.6109138502,4106.0483418589,3728.48922057168,4254.4466220628,4785.73938755564,5114.5937407312,5443.04180177406,5581.26881053641,5721.20795473454
GEM-E3_V2021,EN_INDCi2030_1000_COV,P3b,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,34226.3617539654,35721.8034745535,35567.0517168494,24841.5906487759,19345.2335133174,15330.7848044922,11446.5814065177,8717.2170347303,6397.58931973875,4875.39958606485,3759.94033380083,4277.22730007935,4791.67934810272,5133.12224961531,5473.70688671896,5617.54868429875,5762.7116163886
GEM-E3_V2021,EN_INDCi2030_1000_COV_NDCp,P3b,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,34226.3617761871,34545.2097719067,33360.5685597813,25041.1628686929,19692.4949136308,15854.3046724455,12247.2214213697,9153.70409217374,6784.76899002749,5196.44332058159,4299.33340284927,4286.92696006147,4793.29018653683,5132.97899298346,5472.4843992114,5618.7380854775,5765.82899427728
GEM-E3_V2021,EN_INDCi2030_1000_NDCp,P3b,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,36960.3766414792,36223.9319729042,34808.3536863645,25195.1099118314,19785.6324028573,15592.2888682438,11034.1036964085,7948.94676589679,5634.32133457067,4336.29467597423,3795.21952982054,4226.25226402992,4761.12499209302,5094.69705286008,5424.85108718171,5572.02152573363,5719.79011700779
GEM-E3_V2021,EN_INDCi2030_1000f,P3b,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,36960.3766414792,37085.5517807302,36936.6147084009,28020.8486473086,22779.1625383145,19433.4699258869,15411.6649420538,11710.6549389526,8877.92722619048,6392.24270048682,4349.47344154945,1949.16165265905,1538.7471555657,818.170665468431,392.774579682983,-374.127286926115,-1025.63109457753
GEM-E3_V2021,EN_INDCi2030_1000f_COV,P3b,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,34226.3617539654,35721.8034745535,35567.0517168494,26911.1226150445,21691.0268017835,18891.1348939131,14968.5413856242,11818.7483377916,8917.33373794206,6598.44703536128,4729.43081105254,2539.18460192419,2319.26696314253,1842.24284265993,1476.46432212064,690.560253738561,436.473651233948
GEM-E3_V2021,EN_INDCi2030_1000f_COV_NDCp,P3b,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,34226.3617761871,34545.2097719067,33360.5685597813,26609.9759780264,21573.1087186016,18754.404122024,15123.9202400786,12184.0280090642,9320.12675516663,6932.42417125136,4945.86378171376,2742.61269113321,2491.07641242892,2046.27967913458,1743.16977565659,888.081321136701,629.383837640736
GEM-E3_V2021,EN_INDCi2030_1000f_NDCp,P3b,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,36960.3766414792,36223.9319729042,34808.3536863645,27893.2909872966,22675.2927424179,19679.5253611954,15544.9010073812,12167.3664953505,9089.57072183235,6394.2587284656,4257.54879081322,1762.88108716309,1502.50414518188,932.491847877185,488.101725320005,-234.16370879294,-547.987264943213
GEM-E3_V2021,EN_INDCi2030_1400,P3b,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,36960.3766414792,37085.5517807302,36936.6147084009,29567.7944333824,25717.5526282171,23468.7022916946,20569.4073681715,18624.5747481273,16247.9035934034,14713.5569266852,12028.9261854443,9207.84614183093,7883.04844645855,6039.44246827366,5746.40677113592,5672.487135861,5680.82195149132
GEM-E3_V2021,EN_INDCi2030_1400f,P3b,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,36960.3766414792,37085.5517807302,36936.6147084009,29567.7944333824,25717.5526282171,23468.7022916946,20569.4073681715,18624.5747481273,16742.9313313929,15209.6769513809,12384.2738899967,9559.11409335934,8183.77515268908,6289.7667394742,5766.60884271574,4714.18050681897,3538.35765278958
GEM-E3_V2021,EN_INDCi2030_1800,P3b,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,36960.3766414792,37085.5517807302,36936.6147084009,30252.0033076994,28079.3009563962,25506.2540047144,24064.0210267233,22972.7384017467,21824.1372829097,21157.8621693676,20272.1836433296,19119.0290764347,17945.6291539265,16086.5245700552,13110.6721064575,10542.8123490704,8065.53187686385
GEM-E3_V2021,EN_INDCi2030_1800f,P3b,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,36960.3766414792,37085.5517807302,36936.6147084009,30252.0033076994,28079.3009563962,25506.2540047144,24064.0210267233,22972.7384017467,21824.1372829097,21157.8621693676,20272.1836433296,19119.0290764347,17945.6291539265,16086.5245700552,13110.6721064575,10542.8123490704,8065.53187686385
GEM-E3_V2021,EN_INDCi2030_600f,P3b,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,36960.3766414792,37085.5517807302,36936.6147084009,21605.8310108064,15907.7155213386,9004.24251203327,4958.67517018302,2617.75087541496,1173.20396409831,143.469789043619,-672.487080489192,-1782.0775520512,-2222.02322800777,-2531.42952525444,-2679.07963649944,-2607.97611766044,-2838.45766206079
GEM-E3_V2021,EN_INDCi2030_600f_COV,P3b,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,34226.3617539654,35721.8034745535,35567.0517168494,21036.3672629027,16029.2290104403,9264.41255758931,5254.69872339367,2928.3831092581,1365.68107973988,517.229962534297,-326.775431261109,-1313.83085404489,-1749.28334614989,-1930.50215672777,-2049.18517950857,-2085.42329827969,-2303.98947485736
GEM-E3_V2021,EN_INDCi2030_600f_COV_NDCp,P3b,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,34226.3617761871,34545.2097719067,33360.5685597813,21040.6813866831,16069.4010545837,9941.68798381703,5531.79800282807,2972.70921228482,1481.15071289933,600.660253896135,-298.534354862338,-1244.84009311975,-1708.29957872539,-1879.74740508316,-1975.4182861055,-2029.51225826706,-2266.45834702244
GEM-E3_V2021,EN_INDCi2030_600f_NDCp,P3b,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,36960.3766414792,36223.9319729042,34808.3536863645,21717.7888162481,16390.8279081479,9368.04672604698,5347.6616049175,2803.54439956972,1253.40136356944,273.72177548625,-568.674085794577,-1743.91474068042,-2214.53674036509,-2526.9513545632,-2635.29290097387,-2601.66038294425,-2820.87916686514
GEM-E3_V2021,EN_INDCi2030_800,P3b,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,36960.3766414792,37085.5517807302,36936.6147084009,19971.0073108465,12893.7807444336,5492.55858345084,3588.27868705648,2088.93909592363,2777.5913525314,3267.96682860566,3758.33180898343,4214.73733472039,4671.060813515,5050.57131870014,5430.14440587762,5601.76908823427,5773.48334834764
GEM-E3_V2021,EN_INDCi2030_800f,P3b,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,36960.3766414792,37085.5517807302,36936.6147084009,23953.6689278419,19187.6764923,14853.9654925216,9458.90159603522,5916.66618046533,4115.35936090531,3088.26149913101,2175.34883440485,732.087642100251,73.0262622942847,-134.236423634212,-354.443321636363,-517.174158936628,-848.111643866176
GEM-E3_V2021,EN_INDCi2100,P1c,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,36960.3766414792,37085.5517807302,36936.6147084009,36252.6697172123,36327.4391371145,36899.686046257,37112.7893115451,37823.3325272402,37299.2200459303,38483.3030672341,40034.4138760149,41471.4694205362,42726.3878592395,43935.982803535,45594.3441587571,47421.577892547,48996.291198536
GEM-E3_V2021,EN_INDCi2100_COV,P1c,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,34226.3617539654,35721.8034745535,35567.0517168494,35193.6995434869,35250.5179909432,35876.4596050232,36093.194244375,36529.9317717454,36430.9540002066,37116.4620928963,38409.0214484408,39763.7688251684,40908.3241005931,42162.9128897379,43802.7218712954,45434.1306434008,47025.7038801311
GEM-E3_V2021,EN_INDCi2100_COV_NDCp,P1c,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,34226.3617761871,34545.2097719067,33360.5685597813,33348.7952086503,32824.1866244783,33213.091027975,32143.2245177424,32945.4100261648,33274.2302613912,34372.6209856052,35821.7690111312,37237.7577147619,38408.6755249357,39714.2261361287,41299.609582864,43000.5914973105,44527.8934202687
GEM-E3_V2021,EN_INDCi2100_NDCp,P1c,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,36960.3766414792,36223.9319729042,34808.3536863645,34565.9711550631,34096.5038691937,34532.2558083779,33448.8245138809,34406.4674271709,34974.6636255355,36156.4328929704,37576.3195609882,39257.2159195731,40494.6441479575,41707.6949120828,43378.526268152,45204.2972603911,46792.0578650192
GEM-E3_V2021,EN_NPi2020_1000,P2a,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,36960.3765848237,34682.8929222459,31006.5566083278,26926.101396537,22240.8501985037,18233.0353751467,14969.6090981776,11411.9836976538,8163.29551667871,6546.51999794379,5204.29351444254,4533.7147001598,5042.97539211799,5366.53625215607,5686.18703838722,5787.15801269672,5888.46202468985
GEM-E3_V2021,EN_NPi2020_1000_COV,P2a,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,34226.3617539654,33333.6555209672,30276.1252564292,26820.1572694649,22002.3886213184,18932.025848211,15245.4319847728,12283.7696019029,9025.58284877671,6807.1922079957,5383.90070911005,4435.94540129137,4992.88934238202,5303.04356027123,5610.39427602713,5722.02427868946,5831.54555744077
GEM-E3_V2021,EN_NPi2020_1000f,P2a,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,36960.3766189583,34968.8956231064,32270.3650731535,28585.8829137448,24215.4224459258,21581.8893337627,17162.6401672872,14852.5564884458,10845.0807063767,8089.64557156586,5676.69798871333,3329.69435598643,2795.25451848304,2000.64689687216,1523.88962345855,496.921399738062,82.5615795551677
GEM-E3_V2021,EN_NPi2020_1000f_COV,P2a,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,34226.3617539654,33819.5312146541,31214.1293868569,27864.8927335092,23395.6505699446,21355.9133036816,16919.7100275964,14687.3145221431,11123.748644258,8414.74886427269,6235.59308566191,3864.55551579852,3589.19435298193,2862.86097487097,2443.46172738553,1803.19771275801,1622.01239083735
GEM-E3_V2021,EN_NPi2020_1400,P2a,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,36960.3766166514,35594.4046403903,33111.5126095338,29812.3029445314,25746.0678836405,23919.0471037795,21373.624002731,19774.4096769004,17437.8465512995,15859.4644566751,14733.6378476375,12147.9850770398,10331.5623320423,7360.33860117394,6032.52644426333,5753.33763989595,5816.50550476784
GEM-E3_V2021,EN_NPi2020_1400f,P2a,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,36960.3766166514,35594.4046403903,33111.5126095338,29812.3029445314,25746.0678836405,23919.0471037795,21373.624002731,19774.4096769004,17724.9913229998,16149.2378040825,14877.0944227257,12388.87001451,10484.4791308071,7460.00777400729,6132.41122624087,4886.7244558162,3400.52607637903
GEM-E3_V2021,EN_NPi2020_1800,P2a,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,36960.3766166514,36150.4499239931,33555.6938001488,31343.4089093346,28418.9877436458,25993.0180006915,24685.2870406522,23875.9528910589,23138.5217656802,22370.2971209102,21523.1311501656,20265.9986587199,18970.8213988895,16921.707156725,15054.609167858,11744.0809063298,8979.88260855119
GEM-E3_V2021,EN_NPi2020_1800f,P2a,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,36960.3766166514,36150.4499239931,33555.6938001488,31343.4089093346,28418.9877436458,25993.0180006915,24685.2870406522,23875.9528910589,23138.5217656802,22370.2971209102,21523.1311501656,20265.9986587199,18970.8213988895,16921.707156725,15054.609167858,11744.0809063298,8979.88260855119
GEM-E3_V2021,EN_NPi2020_400f,P2a,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,36960.3766189583,31383.1141442767,27101.7870525716,21733.4383299351,16886.9000067455,11372.3866889037,5615.96504903505,2814.81306425725,926.144967103896,-518.242298053065,-1944.12973869682,-2901.91161666742,-3473.23365044596,-3977.29665079424,-4456.17050464476,-4782.6884842557,-4956.45894869036
GEM-E3_V2021,EN_NPi2020_500,P2a,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,36960.3765848237,27108.8042781143,20946.4347175686,12332.1177135922,6366.8285719457,2278.8573459024,2835.8781843338,3218.14162463129,3558.15116739456,3818.76472026406,4079.70992202409,4589.15392798547,5094.01911383133,5363.67903616135,5633.12093128732,5736.95296961379,5822.43319402077
GEM-E3_V2021,EN_NPi2020_500f,P2a,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,36960.3766189583,32262.556163787,28267.6272773554,23014.5887332178,18078.0347032258,13721.5062894779,8471.2807742813,4985.52752221435,2603.53900320672,871.955936943471,-545.75282700229,-1987.08892156391,-2722.58420388256,-3263.94102939348,-3664.38687850492,-3950.80861988608,-4672.68286520343
GEM-E3_V2021,EN_NPi2020_600,P2a,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,36960.3765848237,29201.9704913822,23919.5208575835,16219.8027292004,10616.2650160728,6956.08681188982,3836.80640807091,3120.88818437767,3551.52723852479,3830.10855931457,4108.61172631565,4619.65742922425,5133.00382520935,5386.05956308976,5639.96300094614,5730.56180847178,5822.27358200152
GEM-E3_V2021,EN_NPi2020_600_COV,P2a,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,34226.3617539654,28714.6155201198,23571.0398202207,17379.6830076469,11992.165068338,6886.76120380555,3850.02261115195,3069.46902460172,3513.69382508276,3798.6891025819,4083.93042945645,4603.0546646446,5121.74075312455,5399.71611259093,5677.49688350174,5771.4457287737,5865.19688659268
GEM-E3_V2021,EN_NPi2020_600f,P2a,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,36960.3766189583,32857.4729103073,28839.7078037543,24638.2332848686,19592.8031653073,15809.3634771149,10825.1500633261,7163.44567985871,4130.36585575544,2183.47621770347,930.13207343933,-1040.7691420131,-1703.65064652884,-2325.40281683141,-2820.20805749878,-3199.08663075992,-4007.26114959129
GEM-E3_V2021,EN_NPi2020_600f_COV,P2a,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,34226.3617539654,31007.181683244,26960.579156997,21615.2260351178,17662.6961572727,15444.8582551097,11462.5486441078,7245.17484843034,4135.36862978132,2534.14352164527,1555.03483228166,119.76905816887,-618.548813311591,-771.865571300922,-862.59754232386,-928.643644068184,-1300.34855029522
GEM-E3_V2021,EN_NPi2020_800,P2a,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,36960.3765848237,32605.4507746074,28074.476862154,21580.159017826,17161.5027086328,13274.3469383928,9461.67373237558,7034.19252296184,5072.82223902262,3734.49567361675,4091.95464517724,4591.67621975584,5094.86792146789,5392.74839087907,5696.2843591726,5791.88784908325,5884.9069114497
GEM-E3_V2021,EN_NPi2020_800f,P2a,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,36960.3766189583,34429.8742467503,30267.5055043519,25911.3247316303,21736.3215354944,18345.0303155626,14652.325731029,10793.7333233216,7291.45783968641,4620.07065124662,3024.58811877221,782.475703948771,71.1944261841608,-421.97195406927,-741.674096054896,-1535.78033306379,-2158.07242345846
GEM-E3_V2021,EN_NPi2100,P1b,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,36960.3766414792,38959.5536088546,39398.0309485751,39884.8568904559,40990.0762344012,42964.274994718,43503.5629947236,45519.7218753857,46504.5880748781,48421.004050605,50625.9981628891,53139.6969874841,55270.2312303844,57058.5636168101,59184.3569929486,60801.245451767,62283.1747647044
GEM-E3_V2021,EN_NPi2100_COV,P1b,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,34226.3617539654,36949.9835388945,37317.4463476048,37719.1729114453,38644.4666127142,40424.2527498322,40825.1736360432,42678.2371830848,43554.5004302675,45306.531516338,47319.3400908842,49627.8660516535,51577.6502812677,53198.6632278724,55134.3838304036,56589.2575315752,57916.6420130962
IMACLIM 1.1,SSP1_NoPolicy_TranspBase,P1a,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,43350.0,46700.0,50370.0,53530.0,55610.0,57130.0,58190.0,58800.0,59800.0,61120.0,61730.0,61600.0,60920.0,60920.0,60920.0,60920.0,60920.0
IMACLIM 1.1,SSP1_NoPolicy_TranspOpt,P1a,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,42460.0,45620.0,49360.0,52760.0,54900.0,56310.0,57500.0,58350.0,58900.0,59260.0,59610.0,59510.0,58090.0,58090.0,58090.0,58090.0,58090.0
IMACLIM 1.1,SSP1_RCP34_TranspBase,P2a,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,34430.0,34160.0,32900.0,31150.0,29250.0,27580.0,25630.0,22950.0,19790.0,16490.0,13150.0,10810.0,10810.0,10810.0,10810.0,10810.0,10810.0
IMACLIM 1.1,SSP1_RCP34_TranspOpt,P2a,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,34430.0,34160.0,32900.0,31150.0,29250.0,27580.0,25630.0,22950.0,19790.0,16550.0,13290.0,10070.0,7545.0,7545.0,7545.0,7545.0,7545.0
IMACLIM 1.1,SSP1_RCP45_TranspBase,P2a,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,36100.0,38180.0,39810.0,40870.0,41230.0,41010.0,39790.0,37460.0,34140.0,30290.0,25770.0,20720.0,16300.0,16300.0,16300.0,16300.0,16300.0
IMACLIM 1.1,SSP1_RCP45_TranspOpt,P2a,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,36100.0,38180.0,39810.0,40870.0,41230.0,41010.0,39790.0,37460.0,34140.0,30290.0,25770.0,20720.0,16380.0,16380.0,16380.0,16380.0,16380.0
IMACLIM 1.1,SSP3_NoPolicy_TranspBase,P1a,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,42230.0,46730.0,50920.0,54690.0,57990.0,60980.0,63830.0,66150.0,68110.0,70170.0,72230.0,73820.0,74320.0,74320.0,74320.0,74320.0,74320.0
IMACLIM 1.1,SSP3_NoPolicy_TranspOpt,P1a,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,41430.0,45340.0,49210.0,52700.0,55510.0,58070.0,60550.0,62630.0,64520.0,66360.0,68150.0,69730.0,70980.0,70980.0,70980.0,70980.0,70980.0
IMACLIM 1.1,SSP3_NoPolicy_Transp_111,P1a,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,36880.0,38790.0,40810.0,42330.0,43450.0,44320.0,45100.0,45680.0,46040.0,46220.0,46570.0,47050.0,47280.0,47280.0,47280.0,47280.0,47280.0
IMACLIM 1.1,SSP3_NoPolicy_Transp_112,P1a,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,36830.0,38730.0,40730.0,42280.0,43380.0,44190.0,44870.0,45410.0,45730.0,45480.0,45160.0,45160.0,45110.0,45110.0,45110.0,45110.0,45110.0
IMACLIM 1.1,SSP3_NoPolicy_Transp_121,P1a,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,36380.0,38080.0,39880.0,41330.0,42300.0,43020.0,43690.0,44150.0,44410.0,44530.0,44630.0,44810.0,45210.0,45210.0,45210.0,45210.0,45210.0
IMACLIM 1.1,SSP3_NoPolicy_Transp_211,P1a,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,36620.0,38430.0,40360.0,41840.0,42890.0,43670.0,44340.0,44870.0,45250.0,45460.0,45560.0,45710.0,45940.0,45940.0,45940.0,45940.0,45940.0
IMACLIM 1.1,SSP3_NoPolicy_Transp_222,P1a,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,36130.0,37730.0,39430.0,40840.0,41730.0,42450.0,43100.0,43440.0,43590.0,43730.0,43710.0,43660.0,43860.0,43860.0,43860.0,43860.0,43860.0
IMACLIM 1.1,SSP3_RCP34_TranspBase,P2a,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,34430.0,34160.0,32900.0,31150.0,29250.0,27580.0,25630.0,22950.0,19790.0,16550.0,13290.0,10070.0,7638.0,7638.0,7638.0,7638.0,7638.0
IMACLIM 1.1,SSP3_RCP34_TranspOpt,P2a,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,34430.0,34160.0,32900.0,31150.0,29250.0,27580.0,25630.0,22950.0,19790.0,16550.0,13290.0,10070.0,7259.0,7259.0,7259.0,7259.0,7259.0
IMACLIM 1.1,SSP3_RCP34_Transp_111,P2a,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,34430.0,34160.0,32900.0,31150.0,29250.0,27580.0,25630.0,22950.0,19790.0,16550.0,13290.0,10070.0,7506.0,7506.0,7506.0,7506.0,7506.0
IMACLIM 1.1,SSP3_RCP34_Transp_112,P2a,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,34430.0,34160.0,32900.0,31150.0,29250.0,27580.0,25630.0,22950.0,19790.0,16550.0,13290.0,10070.0,7638.0,7638.0,7638.0,7638.0,7638.0
IMACLIM 1.1,SSP3_RCP34_Transp_121,P2a,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,34410.0,34160.0,32900.0,31150.0,29250.0,27580.0,25630.0,22950.0,19790.0,16550.0,13290.0,10070.0,7638.0,7638.0,7638.0,7638.0,7638.0
IMACLIM 1.1,SSP3_RCP34_Transp_211,P2a,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,34430.0,34160.0,32900.0,31150.0,29250.0,27580.0,25630.0,22950.0,19790.0,16550.0,13290.0,10070.0,7638.0,7638.0,7638.0,7638.0,7638.0
IMACLIM 1.1,SSP3_RCP34_Transp_222,P2a,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,34410.0,34160.0,32900.0,31150.0,29250.0,27580.0,25630.0,22950.0,19790.0,16550.0,13290.0,10070.0,7638.0,7638.0,7638.0,7638.0,7638.0
IMACLIM 1.1,SSP3_RCP45_TranspBase,P2a,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,36100.0,38160.0,39790.0,40870.0,41230.0,41010.0,39790.0,37460.0,34140.0,30290.0,25770.0,20720.0,16810.0,16810.0,16810.0,16810.0,16810.0
IMACLIM 1.1,SSP3_RCP45_TranspOpt,P2a,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,36100.0,38180.0,39810.0,40870.0,41230.0,41010.0,39790.0,37460.0,34140.0,30290.0,25770.0,20720.0,16810.0,16810.0,16810.0,16810.0,16810.0
IMACLIM 1.1,SSP3_RCP45_Transp_111,P2a,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,36000.0,38110.0,39770.0,40770.0,41130.0,41010.0,39790.0,37460.0,34140.0,30290.0,25770.0,20720.0,16810.0,16810.0,16810.0,16810.0,16810.0
IMACLIM 1.1,SSP3_RCP45_Transp_112,P2a,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,36000.0,38060.0,39710.0,40800.0,41200.0,41010.0,39790.0,37460.0,34140.0,30290.0,25770.0,20720.0,16780.0,16780.0,16780.0,16780.0,16780.0
IMACLIM 1.1,SSP3_RCP45_Transp_121,P2a,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,35930.0,38070.0,39730.0,40860.0,41220.0,41010.0,39790.0,37460.0,34140.0,30290.0,25770.0,20720.0,16750.0,16750.0,16750.0,16750.0,16750.0
IMACLIM 1.1,SSP3_RCP45_Transp_211,P2a,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,35990.0,38070.0,39730.0,40840.0,41230.0,41010.0,39790.0,37460.0,34140.0,30290.0,25770.0,20720.0,16780.0,16780.0,16780.0,16780.0,16780.0
IMACLIM 1.1,SSP3_RCP45_Transp_222,P2a,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,35840.0,37880.0,39600.0,40780.0,41190.0,41010.0,39790.0,37460.0,34140.0,30290.0,25770.0,20720.0,16730.0,16730.0,16730.0,16730.0,16730.0
IMAGE 3.0,CO_2Deg2020,P2a,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,36903.0628356934,32561.784362793,28064.6112365723,20684.0264282227,13470.5558891296,10655.9476013184,8517.43148422241,6658.445506095885,4799.45952796936,3624.2671585083,2449.07478904724,1329.536252856254,209.997716665268,8.898964107036505,-192.199788451195,-706.3575535714625,-1220.51531869173
IMAGE 3.0,CO_2Deg2030,P3b,Emissions|CO2|Energy and Industrial Processes,Mt CO2/yr,36846.7597351074,36307.817489624,36039.6307067871,25236.2632980347,17902.8001441956,10623.7904014587,7152.10866546631,4571.70687866211,1991.30509185791,1039.9799865484238,88.6548812389374,-409.5903906822202,-907.835662603378,-1454.892253696919,-2001.94884479046,-2291.10696709156,-2580.26508939266
