Model,Scenario,Policy_category,Variable,Unit,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
IMACLIM 1.1,SSP1_NoPolicy_TranspBase,P1a,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,14070.0,13990.0,14530.0,15000.0,14790.0,14590.0,14760.0,14690.0,14180.0,13550.0,12960.0,12180.0,11050.0,11050.0,11050.0,11050.0,11050.0
IMACLIM 1.1,SSP1_NoPolicy_TranspOpt,P1a,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,13920.0,13910.0,14530.0,15010.0,14590.0,14150.0,14350.0,14670.0,14660.0,14460.0,14390.0,14510.0,14860.0,14860.0,14860.0,14860.0,14860.0
IMACLIM 1.1,SSP1_RCP34_TranspBase,P2a,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,8886.0,7526.0,5743.0,3817.0,2119.0,1012.0,467.6,219.4,-329.0,-2126.0,-4934.0,-6853.0,-6853.0,-6853.0,-6853.0,-6853.0,-6853.0
IMACLIM 1.1,SSP1_RCP34_TranspOpt,P2a,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,9193.0,7923.0,6187.0,4237.0,2445.0,1231.0,621.1,365.2,255.0,-254.5,-1713.0,-3376.0,-4665.0,-4665.0,-4665.0,-4665.0,-4665.0
IMACLIM 1.1,SSP1_RCP45_TranspBase,P2a,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,9594.0,9011.0,7983.0,6502.0,5206.0,4274.0,3297.0,2367.0,1664.0,1073.0,140.2,-1902.0,-4326.0,-4326.0,-4326.0,-4326.0,-4326.0
IMACLIM 1.1,SSP1_RCP45_TranspOpt,P2a,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,9798.0,9290.0,8413.0,7160.0,5884.0,4868.0,3927.0,3015.0,2188.0,1423.0,748.0,-224.6,-1867.0,-1867.0,-1867.0,-1867.0,-1867.0
IMACLIM 1.1,SSP3_NoPolicy_TranspBase,P1a,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,14930.0,16490.0,17990.0,19300.0,20210.0,20940.0,21760.0,22530.0,23280.0,24100.0,24880.0,25460.0,25630.0,25630.0,25630.0,25630.0,25630.0
IMACLIM 1.1,SSP3_NoPolicy_TranspOpt,P1a,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,14800.0,16160.0,17620.0,18780.0,19400.0,20020.0,20970.0,21980.0,22880.0,23830.0,24970.0,26070.0,26840.0,26840.0,26840.0,26840.0,26840.0
IMACLIM 1.1,SSP3_NoPolicy_Transp_111,P1a,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,11900.0,11840.0,12050.0,11950.0,11680.0,11410.0,11270.0,11120.0,10930.0,10540.0,10130.0,9840.0,9579.0,9579.0,9579.0,9579.0,9579.0
IMACLIM 1.1,SSP3_NoPolicy_Transp_112,P1a,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,11890.0,11830.0,12010.0,11920.0,11650.0,11350.0,11210.0,11100.0,11040.0,10680.0,10290.0,10180.0,10180.0,10180.0,10180.0,10180.0,10180.0
IMACLIM 1.1,SSP3_NoPolicy_Transp_121,P1a,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,11790.0,11720.0,11900.0,11830.0,11450.0,11140.0,11070.0,10930.0,10720.0,10450.0,10150.0,9844.0,9743.0,9743.0,9743.0,9743.0,9743.0
IMACLIM 1.1,SSP3_NoPolicy_Transp_211,P1a,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,11860.0,11780.0,11990.0,11910.0,11600.0,11290.0,11170.0,11090.0,10910.0,10660.0,10370.0,10090.0,9995.0,9995.0,9995.0,9995.0,9995.0
IMACLIM 1.1,SSP3_NoPolicy_Transp_222,P1a,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,11730.0,11630.0,11840.0,11850.0,11430.0,11100.0,11060.0,10960.0,10680.0,10470.0,10320.0,10210.0,10200.0,10200.0,10200.0,10200.0,10200.0
IMACLIM 1.1,SSP3_RCP34_TranspBase,P2a,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,9587.0,7935.0,5901.0,3953.0,2292.0,1177.0,609.7,373.4,286.7,243.1,140.0,-702.6,-2425.0,-2425.0,-2425.0,-2425.0,-2425.0
IMACLIM 1.1,SSP3_RCP34_TranspOpt,P2a,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,9869.0,8260.0,6263.0,4304.0,2589.0,1420.0,800.2,508.8,392.7,338.0,269.4,-245.2,-1825.0,-1825.0,-1825.0,-1825.0,-1825.0
IMACLIM 1.1,SSP3_RCP34_Transp_111,P2a,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,10420.0,9039.0,7078.0,4959.0,3026.0,1662.0,880.7,497.2,362.0,303.1,205.8,-192.9,-1363.0,-1363.0,-1363.0,-1363.0,-1363.0
IMACLIM 1.1,SSP3_RCP34_Transp_112,P2a,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,10440.0,9064.0,7117.0,5013.0,3093.0,1740.0,953.7,550.7,401.5,337.3,236.9,-186.2,-1351.0,-1351.0,-1351.0,-1351.0,-1351.0
IMACLIM 1.1,SSP3_RCP34_Transp_121,P2a,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,10610.0,9280.0,7360.0,5264.0,3316.0,1920.0,1081.0,626.9,443.5,361.6,265.8,-49.07,-1065.0,-1065.0,-1065.0,-1065.0,-1065.0
IMACLIM 1.1,SSP3_RCP34_Transp_211,P2a,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,10550.0,9184.0,7247.0,5146.0,3206.0,1824.0,1011.0,592.1,435.0,365.6,274.6,-44.62,-1068.0,-1068.0,-1068.0,-1068.0,-1068.0
IMACLIM 1.1,SSP3_RCP34_Transp_222,P2a,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,10700.0,9401.0,7526.0,5468.0,3536.0,2152.0,1296.0,789.8,561.5,458.1,350.9,73.82,-812.4,-812.4,-812.4,-812.4,-812.4
IMACLIM 1.1,SSP3_RCP45_TranspBase,P2a,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,10270.0,9737.0,9054.0,8207.0,7100.0,5833.0,4484.0,3292.0,2260.0,1445.0,818.6,441.2,274.5,274.5,274.5,274.5,274.5
IMACLIM 1.1,SSP3_RCP45_TranspOpt,P2a,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,10560.0,10130.0,9683.0,9007.0,7948.0,6785.0,5580.0,4358.0,3074.0,1990.0,1200.0,671.3,397.2,397.2,397.2,397.2,397.2
IMACLIM 1.1,SSP3_RCP45_Transp_111,P2a,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,11310.0,11450.0,11450.0,10990.0,10200.0,9283.0,7927.0,6136.0,4074.0,2377.0,1201.0,556.6,309.0,309.0,309.0,309.0,309.0
IMACLIM 1.1,SSP3_RCP45_Transp_112,P2a,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,11320.0,11450.0,11440.0,11050.0,10290.0,9278.0,7981.0,6287.0,4264.0,2514.0,1282.0,636.4,362.8,362.8,362.8,362.8,362.8
IMACLIM 1.1,SSP3_RCP45_Transp_121,P2a,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,11500.0,11780.0,11900.0,11680.0,10980.0,10070.0,8816.0,6991.0,4841.0,2931.0,1487.0,659.1,331.5,331.5,331.5,331.5,331.5
IMACLIM 1.1,SSP3_RCP45_Transp_211,P2a,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,11430.0,11610.0,11670.0,11460.0,10850.0,9893.0,8587.0,6784.0,4670.0,2800.0,1404.0,640.5,352.5,352.5,352.5,352.5,352.5
IMACLIM 1.1,SSP3_RCP45_Transp_222,P2a,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,11520.0,11750.0,12010.0,11870.0,11200.0,10330.0,9121.0,7319.0,5161.0,3210.0,1694.0,770.3,374.7,374.7,374.7,374.7,374.7
IMACLIM-NLU 1.0,EMF33_tax_hi_none,P2a,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,13650.0,11240.0,9217.0,7407.0,5223.0,3145.0,1445.0,751.0,529.1,469.5,406.8,345.6,339.0,343.2,333.9,307.6,274.1
IMACLIM-NLU 1.0,EMF33_tax_lo_none,P2a,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,13650.0,12280.0,12610.0,11830.0,9241.0,7112.0,5637.0,4694.0,3546.0,2371.0,1914.0,1766.0,1547.0,1253.0,1101.0,1082.0,954.8
IMAGE 3.0,CO_2Deg2020,P2a,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,13594.4454669952,11596.9519615173,9546.29826545715,4705.50648371379,-107.093434780836,-1129.64312235514,-1713.67755532265,-2567.79549022516,-3421.91342512767,-3943.940202395125,-4465.96697966258,-5222.288489341736,-5978.60999902089,-6062.479575475056,-6146.34915192922,-6396.92348241806,-6647.4978129069
IMAGE 3.0,CO_2Deg2030,P3b,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,13545.4368591309,12918.1107680003,12931.2771161397,7363.87705802917,3466.07808272044,-490.746319293976,-1384.21255350113,-2198.073347409565,-3011.934141318,-3182.84205595652,-3353.74997059504,-3601.83271765709,-3849.91546471914,-4227.112849553425,-4604.31023438771,-4685.791055361426,-4767.27187633514
IMAGE 3.0,CO_BAU,P1a,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,14097.9846318563,15471.2659517924,16806.4303398132,18312.118212382,19512.0418866475,21104.7652562459,22438.2983843485,23900.07948875425,25361.86059316,26909.4174702962,28456.9743474324,30233.75558853145,32010.5368296305,34138.44807942705,36266.3593292236,38744.8148727417,41223.2704162598
IMAGE 3.0,CO_Bridge,P3c,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,13332.6308727264,12052.6740550995,10548.4023888906,6448.33942254384,2944.98626391093,-1341.84416135152,-2595.76747814814,-3039.498368899025,-3483.22925964991,-3700.245290994645,-3917.26132233938,-3984.58488782247,-4051.90845330556,-4106.945335865021,-4161.98221842448,-4181.29070599874,-4200.599193573
IMAGE 3.0,CO_CurPol,P1b,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,13617.8749402364,14040.7008330027,14281.3370227814,15026.2414614359,15772.9074160258,17704.7964731852,19600.6981531779,21684.0784549713,23767.4587567647,26492.5763607025,29217.6939646403,31805.457909901957,34393.2218551636,36558.18700790405,38723.1521606445,40468.8345591227,42214.5169576009
IMAGE 3.0,CO_GPP,P1d,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,13332.6308727264,12052.6740550995,10548.4023888906,9980.95997174581,9068.91695658366,8423.12161127726,6859.18569564819,5649.984995524084,4440.78429539998,3158.478717009225,1876.17313861847,1099.3809315065546,322.588724394639,-78.370152662198,-479.329029719035,-593.6736514170965,-708.018273115158
IMAGE 3.0,CO_NDCplus,P1c,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,13568.3313210805,12927.6395638784,12939.0907287598,12428.0203183492,12525.9492397308,13450.9540398916,14424.0434169769,15690.55807590485,16957.0727348328,18713.691393534347,20470.3100522359,21743.4008916219,23016.4917310079,24197.988986969,25379.4862429301,26912.62753804525,28445.7688331604
IMAGE 3.0,EN_INDCi2030_1000,P3b,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,13653.9628505707,12784.5887343089,12604.532957077,7323.31585884094,1979.90653912226,-3632.31448332469,-5807.51959482829,-6693.655649820965,-7579.79170481364,-8057.881116867065,-8535.97052892049,-8749.44047133128,-8962.91041374207,-8945.359508196516,-8927.80860265096,-9061.99240684509,-9196.17621103922
IMAGE 3.0,EN_INDCi2030_1000f,P3b,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,13653.9628505707,12811.9494915009,12683.6009820302,10988.4832700094,7517.96118418376,3691.55605634054,-3339.01836474737,-4848.27811519305,-6357.53786563873,-7262.925803661345,-8168.31374168396,-8531.614383061726,-8894.91502443949,-8848.830620447789,-8802.74621645609,-8666.44509633382,-8530.14397621155
IMAGE 3.0,EN_INDCi2030_1200,P3b,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,13653.9628505707,12787.8591219584,12617.4658934275,9647.4293867747,6762.73417472839,428.051076829433,-4383.90350341797,-5584.300339221954,-6784.69717502594,-7505.798637866975,-8226.90010070801,-8881.073792775474,-9535.24748484294,-9751.668731371565,-9968.08997790019,-9557.124376297,-9146.15877469381
IMAGE 3.0,EN_INDCi2030_1200f,P3b,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,13653.9628505707,12811.9494915009,12683.6009820302,11683.6133003235,9180.17832438151,6497.39217758179,-1330.9032022953,-3831.816270947456,-6332.72933959961,-7486.381967862446,-8640.03459612528,-9241.05072021484,-9842.0668443044,-10717.89781252545,-11593.7287807465,-11575.928727785751,-11558.128674825
IMAGE 3.0,EN_INDCi2030_1400,P3b,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,13653.9628505707,12788.6992295583,12623.5337257385,10704.7454516093,7343.90068054199,3782.77897834778,-1884.98596350352,-3210.74612935384,-4536.50629520416,-5688.16049893697,-6839.81470266978,-7722.733477751415,-8605.65225283305,-9075.24049282074,-9544.82873280843,-9374.537348747255,-9204.24596468608
IMAGE 3.0,EN_INDCi2030_1400f,P3b,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,13653.9628505707,12811.9494915009,12683.6009820302,11658.8270664215,9206.14210764567,6532.96605745951,198.391852279504,-1944.3382732570176,-4087.06839879354,-5240.47144254049,-6393.87448628744,-7648.805975914005,-8903.73746554057,-10011.624336242685,-11119.5112069448,-11096.91178798675,-11074.3123690287
IMAGE 3.0,EN_INDCi2030_3000,P3b,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,13653.9628505707,12811.9494915009,12683.6009820302,12642.4208482106,13102.3461023967,14019.3860530853,14618.7656720479,15248.73359998065,15878.7015279134,15710.6730143229,15542.6445007324,13536.9942585627,11531.344016393,9176.79953575133,6822.25505510966,6082.723240057625,5343.19142500559
IMAGE 3.0,EN_INDCi2030_3000f,P3b,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,13653.9628505707,12811.9494915009,12683.6009820302,12642.4208482106,13102.3461023967,14019.3860530853,14618.7656720479,15248.73359998065,15878.7015279134,15710.6730143229,15542.6445007324,13536.9942585627,11531.344016393,9176.79953575133,6822.25505510966,6082.723240057625,5343.19142500559
IMAGE 3.0,EN_INDCi2030_800f,P3b,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,13653.9628505707,12811.9494915009,12683.6009820302,7629.25489743551,2640.76918363571,-3469.136039416,-5801.12874507904,-6581.79130156835,-7362.45385805766,-8120.57928244273,-8878.7047068278,-8858.199000358582,-8837.69329388936,-8662.756840387981,-8487.8203868866,-8534.44548447927,-8581.07058207194
IMAGE 3.0,EN_INDCi2100,P1c,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,13653.9628505707,12806.9665431976,12617.2709465027,12329.225063324,12434.3451658885,13175.6312847138,13988.7033303579,15018.5602903366,16048.4172503153,17425.1621564229,18801.9070625305,19804.1335741679,20806.3600858053,21800.707419713348,22795.0547536214,24178.453207016,25561.8516604106
IMAGE 3.0,EN_NPi2020_1000,P2a,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,13640.3812567393,12846.8336264292,10977.5706132253,6824.21282927195,1047.89042472839,-3957.05584685008,-6186.00380420685,-6944.212059179939,-7702.42031415303,-8292.372107505795,-8882.32390085856,-9181.956450144453,-9481.58899943034,-9529.27800019582,-9576.9670009613,-9410.63050429026,-9244.29400761922
IMAGE 3.0,EN_NPi2020_1000f,P2a,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,13617.8163687388,12388.2625102997,10178.0469417572,6903.87880802155,710.500622789065,-3960.46566963196,-5251.79584821065,-5958.032608032225,-6664.2693678538,-7601.33902231852,-8538.40867678324,-9280.305862426769,-10022.2030480703,-10400.9656906128,-10779.7283331553,-11013.559301694251,-11247.3902702332
IMAGE 3.0,EN_NPi2020_1200,P2a,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,13663.0886395772,13212.3459974925,10768.3549722036,8166.37476285299,4435.83412965139,-2142.00206597646,-4943.53930155436,-5836.854736010235,-6730.17017046611,-7664.950291315715,-8599.73041216532,-9212.63742446899,-9825.54443677266,-9990.00926812488,-10154.4740994771,-9801.4400800069,-9448.4060605367
IMAGE 3.0,EN_NPi2020_1200f,P2a,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,13626.3162295024,12592.2757784526,10583.518187205,7720.4122543335,3182.69300460815,-2126.47777795792,-3450.12936989466,-3615.7427926858254,-3781.35621547699,-5416.3505037625655,-7051.34479204814,-7975.40895144145,-8899.47311083476,-9542.03784465788,-10184.602578481,-10483.0435911814,-10781.4846038818
IMAGE 3.0,EN_NPi2020_1400,P2a,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,13668.4606075287,13331.9262663523,11362.9229863485,9754.84776496887,6919.63454087575,2578.0664285024,-2189.36367829641,-3297.7599898974104,-4406.15630149841,-5729.21605904897,-7052.27581659953,-7863.421559333799,-8674.56730206807,-9469.218174616486,-10263.8690471649,-10071.19679450988,-9878.52454185486
IMAGE 3.0,EN_NPi2020_1400f,P2a,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,13639.7763093313,12888.0767027537,11203.3716042836,9320.38799921672,6700.84420839945,2566.47976239522,-888.977810740471,-1306.1810309688256,-1723.38425119718,-3815.0289803743353,-5906.67370955149,-7190.197487672171,-8473.72126579285,-9363.084435462926,-10252.447605133,-10504.613200823447,-10756.7787965139
IMAGE 3.0,EN_NPi2020_3000,P2a,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,13406.8365891775,13645.7567214966,13518.2780424754,13727.1676063538,13763.6506557465,14478.8086414337,15036.0097885132,15577.29609807335,16118.5824076335,15547.167619069449,14975.7528305054,12665.3070052465,10354.8611799876,7526.425639788315,4697.99009958903,3955.336729685465,3212.6833597819
IMAGE 3.0,EN_NPi2020_3000f,P2a,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,13406.8365891775,13645.7567214966,13518.2780424754,13727.1676063538,13763.6506557465,14478.8086414337,15036.0097885132,15577.29609807335,16118.5824076335,15547.167619069449,14975.7528305054,12665.3070052465,10354.8611799876,7526.425639788315,4697.99009958903,3955.336729685465,3212.6833597819
IMAGE 3.0,EN_NPi2020_600f,P2a,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,13599.5272000631,12253.2849311829,7369.63717142741,2579.01930809021,-3626.40182177226,-5855.18630345662,-6868.4295018514,-7722.731510798135,-8577.03351974487,-8921.989917755125,-9266.94631576538,-9123.06280930837,-8979.17930285136,-8884.228785832725,-8789.27826881409,-8726.59496466319,-8663.91166051229
IMAGE 3.0,EN_NPi2020_800,P2a,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,13611.3044420878,12282.812833786,9659.41905975342,6008.02381833394,-2154.66465552648,-5106.72779877981,-6566.27051035563,-7372.6802666982,-8179.09002304077,-7231.99568192164,-6284.90134080251,-7043.024798234305,-7801.1482556661,-7998.345375061035,-8195.54249445597,-8439.67854976654,-8683.81460507711
IMAGE 3.0,EN_NPi2020_800f,P2a,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,13617.8163687388,12383.0225467682,10137.152671814,6673.45066865285,-376.046006878217,-4366.13841851552,-6231.74202442169,-7033.0663323402405,-7834.39064025879,-8740.01133441925,-9645.63202857971,-10245.707949002604,-10845.7838694255,-11121.66742483775,-11397.55098025,-11498.2817173004,-11599.0124543508
IMAGE 3.0,EN_NPi2100,P1b,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,13711.6977373759,14233.2699298859,14409.189860026,15176.1163075765,15796.3814735413,17471.6451962789,19154.9166043599,21092.032512029,23029.1484196981,25559.8584810893,28090.5685424805,30483.280658721957,32875.9927749634,34822.699546814,36769.4063186646,38404.061635335296,40038.716952006
IMAGE 3.0,EN_NoPolicy,P1a,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,14097.9846318563,15471.2659517924,16806.4303398132,18312.118212382,19512.0418866475,21104.7652562459,22438.2983843485,23900.07948875425,25361.86059316,26909.4174702962,28456.9743474324,30233.75558853145,32010.5368296305,34138.44807942705,36266.3593292236,38744.8148727417,41223.2704162598
IMAGE 3.0.1,ADVANCE_2020_1.5C-2100,P2a,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,12109.4674269358,7601.72979036967,6658.97083282471,1993.99451414744,-4149.82338746389,-8299.52963193258,-10435.5272452037,-11736.0173066457,-11997.8397687276,-12369.609673818,-12787.5330448151,-13070.2034632365,-13266.9678529104,-13331.4760526021,-13115.0360107422,-13094.8402086894,-13070.9849993388
IMAGE 3.0.1,ADVANCE_2020_Med2C,P2a,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,12450.8194923401,11296.1855729421,9372.85057703654,7779.14110819499,5908.53269894918,1714.4141793251,-1024.91182088852,-2330.37455876668,-3396.75937096278,-3963.67398897807,-4453.00169785817,-4852.27616628011,-5374.25180276235,-6161.79279486338,-6666.18692874908,-6843.54360898336,-6886.49487495422
IMAGE 3.0.1,ADVANCE_2020_WB2C,P2a,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,12102.9222806295,9262.12859153748,7167.76132583618,5457.93954531352,1057.96712636948,-751.997763911883,-2003.82272402445,-2680.45836687088,-3756.55861695607,-4610.22114753723,-5487.94039090474,-5904.53978379567,-5894.61016654968,-5918.48766803741,-5971.22911612193,-5850.02020994822,-5707.83746242523
IMAGE 3.0.1,ADVANCE_2030_Med2C,P3b,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,12553.9551575979,12756.2305132548,12493.2278792063,10830.9993743896,8849.00458653768,6800.77942212423,4925.35285154978,350.989535450935,-1698.89863332113,-3213.83249759674,-3656.52898947398,-3899.95475610097,-4625.12234846751,-5048.53439331055,-5256.02348645528,-5152.66402562459,-4808.73437722524
IMAGE 3.0.1,ADVANCE_2030_WB2C,P3b,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,12555.2533467611,12525.1021385193,11053.3936023712,4589.07902240753,3104.01378075282,1151.78577105204,-415.694020688534,-1125.55808822314,-1816.08020265897,-2141.90196990967,-2437.87751595179,-2593.58984231949,-2659.62811311086,-2968.96386146545,-4166.74137115479,-4920.98927497864,-5158.62957636515
IMAGE 3.0.1,ADVANCE_INDC,P1c,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,12553.9551575979,12781.3952763875,13027.4025599162,12756.8503220876,11729.186296463,10842.2966798147,9714.99466896057,8880.0798257192,8225.26796658834,7725.09797414144,7353.80450884501,7617.25473403931,8641.29956563314,10275.4224936167,12265.2422587077,14645.4218228658,17045.9195772807
IMAGE 3.0.1,ADVANCE_NoPolicy,P1a,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,14258.3979765574,16029.9523671468,17420.8575884501,19015.1650110881,20118.5121536255,21557.9862594604,22821.9277064006,24246.3463147481,25640.8060391744,27064.5392735799,28492.015838623,29942.1272277832,31683.1798553467,33704.8091888428,36195.5455144246,38926.4319737752,41317.6142374674
IMAGE 3.0.1,ADVANCE_Reference,P1b,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,12621.1174329122,13351.5503406525,14336.1424605052,15059.0589841207,15286.0436439514,15891.0032908122,16464.865843455,17428.7883440653,18531.282265981,19687.4399185181,20782.8056017558,21940.2011235555,23325.2911567688,24930.8513005575,27056.9022496541,29518.8388824463,31879.2877197266
IMAGE 3.0.1,CD-LINKS_INDC2030i_1600,P3b,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,13977.3072401683,14345.8592096965,13030.0242900848,8596.50373458862,6844.68750158946,4298.87692133586,294.312623639901,-1214.4099436700346,-2723.13251097997,-3699.245860179265,-4675.35920937856,-5312.946677207945,-5950.53414503733,-5882.215082645414,-5813.8960202535,-5819.14669275284,-5824.39736525218
IMAGE 3.0.1,CD-LINKS_INDCi,P1c,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,13710.8952204386,14145.8865006765,14147.4154790243,15246.1031277974,15413.5564168294,16140.2556101481,16965.164343516,17945.7552433014,18926.3461430868,20373.78160158795,21821.2170600891,23503.32403182985,25185.4310035706,27030.22424379985,28875.0174840291,31035.6396039327,33196.2617238363
IMAGE 3.0.1,CD-LINKS_NDC2030i_1000,P3b,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,13970.2349503835,14290.9576098124,12689.9406909943,6089.53042825063,5369.26885445913,2372.87998199463,-203.431610018015,-1442.8752480695623,-2682.31888612111,-3073.820064465205,-3465.3212428093,-4077.36749450366,-4689.41374619802,-4932.629267374675,-5175.84478855133,-5056.432366371155,-4937.01994419098
IMAGE 3.0.1,CD-LINKS_NPi,P1b,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,14073.5061168671,15432.1314493815,16483.4076563517,17788.4627978007,18739.6184603373,20059.1888427734,21159.7647666931,22135.70141792295,23111.6380691528,24394.2856788635,25676.9332885742,27250.36565462745,28823.7980206807,30631.761153539,32439.7242863973,34528.964360555,36618.2044347127
IMAGE 3.0.1,CD-LINKS_NPi2020_1000,P2a,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,13780.913511912,12337.827205658,8976.50599479675,7046.74299558004,3518.52077245712,224.637374281883,-1194.94105378787,-2436.17560962836,-3677.41016546885,-4412.132998307545,-5146.85583114624,-5545.87721824646,-5944.89860534668,-5951.738794644674,-5958.57898394267,-5832.09558327993,-5705.61218261719
IMAGE 3.0.1,CD-LINKS_NPi2020_1600,P2a,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,13863.3515834808,12914.300998052,10202.1224498749,7781.04774157206,6003.79268328349,1573.88695081075,-661.073600252469,-1911.03052844604,-3160.98745663961,-3905.03583351771,-4649.08421039581,-5072.81337181727,-5496.54253323873,-5851.51247183482,-6206.48241043091,-6318.178256352745,-6429.87410227458
IMAGE 3.0.1,CD-LINKS_NPi2020_400,P2a,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,13249.2617766062,8266.20332400004,6824.52448209127,2830.28928438822,-3679.4890165329,-7659.96034940084,-9878.79204750061,-10631.144245465606,-11383.4964434306,-12266.17153485615,-13148.8466262817,-13526.1025826136,-13903.3585389455,-13835.32512187955,-13767.2917048136,-13794.034838676447,-13820.7779725393
IMAGE 3.0.1,CD-LINKS_NoPolicy,P1a,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,14415.0382677714,16208.1216176351,17539.3241246541,19153.2731056213,20242.3987388611,21670.3596115112,22934.9374771118,24353.69912783305,25772.4607785543,27227.4414698283,28682.4221611023,30306.5739472707,31930.7257334391,34188.5765393575,36446.4273452759,38998.7668991089,41551.1064529419
IMAGE 3.0.1,EMF30_BCOC-EndU,P1d,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,16042.75,17748.0,19336.0390625,21073.5,22299.76953125,23927.439453125,25560.919921875,27058.4501953125,28555.98046875,29907.330078125,31258.6796875,32753.0546875,34247.4296875,36403.564453125,38559.69921875,41464.615234375,44369.53125
IMAGE 3.0.1,EMF30_Baseline,P1a,Emissions|CO2|Energy|Supply|Electricity,Mt CO2/yr,16042.75,17743.30078125,19278.58984375,20944.140625,22155.990234375,23784.849609375,25415.400390625,26924.2802734375,28433.16015625,29790.8603515625,31148.560546875,32685.5947265625,34222.62890625,36393.12890625,38563.62890625,41447.544921875,44331.4609375
